"age_group"	"sex"	"level"	"variable"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
20-49	Men	Current	"smoking_status"	2016	0.25	0.25	Joinpoint 4	NA	4	4
20-49	Men	Current	"smoking_status"	2017	0.25	0.25	NA	-1.2643*	4	4
20-49	Men	Current	"smoking_status"	2018	0.24	0.24	NA	-1.2643*	4	4
20-49	Men	Current	"smoking_status"	2019	0.24	0.24	NA	-1.2643*	4	4
50+	Men	Current	"smoking_status"	1995	0.21	0.22	NA	-2.6117*	2	2
50+	Men	Current	"smoking_status"	1996	0.21	0.21	NA	-2.6117*	2	2
50+	Men	Current	"smoking_status"	1997	0.21	0.21	NA	-2.6117*	2	2
50+	Men	Current	"smoking_status"	1998	0.20	0.20	NA	-2.6117*	2	2
50+	Men	Current	"smoking_status"	1999	0.19	0.19	NA	-2.6117*	2	2
50+	Men	Current	"smoking_status"	2000	0.19	0.19	NA	-2.6117*	2	2
50+	Men	Current	"smoking_status"	2001	0.18	0.18	NA	-2.6117*	2	2
50+	Men	Current	"smoking_status"	2002	0.18	0.18	NA	-2.6117*	2	2
50+	Men	Current	"smoking_status"	2003	0.17	0.18	Joinpoint 1	NA	2	2
50+	Men	Current	"smoking_status"	2004	0.17	0.17	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2005	0.17	0.17	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2006	0.18	0.17	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2007	0.16	0.17	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2008	0.17	0.17	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2009	0.16	0.16	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2010	0.16	0.16	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2011	0.16	0.16	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2012	0.16	0.16	NA	-1.0679*	2	2
50+	Men	Current	"smoking_status"	2013	0.16	0.16	Joinpoint 2	NA	2	2
50+	Men	Current	"smoking_status"	2014	0.15	0.15	NA	-3.7134*	2	2
50+	Men	Current	"smoking_status"	2015	0.14	0.15	NA	-3.7134*	2	2
50+	Men	Current	"smoking_status"	2016	0.14	0.14	NA	-3.7134*	2	2
50+	Men	Current	"smoking_status"	2017	0.14	0.14	NA	-3.7134*	2	2
50+	Men	Current	"smoking_status"	2018	0.13	0.13	NA	-3.7134*	2	2
50+	Men	Current	"smoking_status"	2019	0.12	0.13	NA	-3.7134*	2	2
20-49	Women	Current	"smoking_status"	1995	0.32	0.32	NA	-0.4787	2	2
20-49	Women	Current	"smoking_status"	1996	0.32	0.32	NA	-0.4787	2	2
20-49	Women	Current	"smoking_status"	1997	0.32	0.32	NA	-0.4787	2	2
20-49	Women	Current	"smoking_status"	1998	0.32	0.32	NA	-0.4787	2	2
20-49	Women	Current	"smoking_status"	1999	0.31	0.31	NA	-0.4787	2	2
20-49	Women	Current	"smoking_status"	2000	0.31	0.31	NA	-0.4787	2	2
20-49	Women	Current	"smoking_status"	2001	0.31	0.31	NA	-0.4787	2	2
20-49	Women	Current	"smoking_status"	2002	0.31	0.31	Joinpoint 1	NA	2	2
20-49	Women	Current	"smoking_status"	2003	0.30	0.30	NA	-3.8378*	2	2
20-49	Women	Current	"smoking_status"	2004	0.29	0.29	NA	-3.8378*	2	2
20-49	Women	Current	"smoking_status"	2005	0.27	0.28	NA	-3.8378*	2	2
20-49	Women	Current	"smoking_status"	2006	0.27	0.27	NA	-3.8378*	2	2
20-49	Women	Current	"smoking_status"	2007	0.25	0.26	NA	-3.8378*	2	2
20-49	Women	Current	"smoking_status"	2008	0.25	0.25	NA	-3.8378*	2	2
20-49	Women	Current	"smoking_status"	2009	0.24	0.24	NA	-3.8378*	2	2
20-49	Women	Current	"smoking_status"	2010	0.23	0.23	NA	-3.8378*	2	2
20-49	Women	Current	"smoking_status"	2011	0.22	0.22	Joinpoint 2	NA	2	2
20-49	Women	Current	"smoking_status"	2012	0.21	0.21	NA	-2.2313*	2	2
20-49	Women	Current	"smoking_status"	2013	0.20	0.21	NA	-2.2313*	2	2
20-49	Women	Current	"smoking_status"	2014	0.21	0.20	NA	-2.2313*	2	2
20-49	Women	Current	"smoking_status"	2015	0.20	0.20	NA	-2.2313*	2	2
20-49	Women	Current	"smoking_status"	2016	0.20	0.19	NA	-2.2313*	2	2
20-49	Women	Current	"smoking_status"	2017	0.19	0.19	NA	-2.2313*	2	2
20-49	Women	Current	"smoking_status"	2018	0.18	0.19	NA	-2.2313*	2	2
20-49	Women	Current	"smoking_status"	2019	0.18	0.18	NA	-2.2313*	2	2
50+	Women	Current	"smoking_status"	1995	0.20	0.20	NA	-1.7620*	4	4
50+	Women	Current	"smoking_status"	1996	0.20	0.20	NA	-1.7620*	4	4
50+	Women	Current	"smoking_status"	1997	0.20	0.20	NA	-1.7620*	4	4
50+	Women	Current	"smoking_status"	1998	0.19	0.19	NA	-1.7620*	4	4
50+	Women	Current	"smoking_status"	1999	0.19	0.19	Joinpoint 1	NA	4	4
50+	Women	Current	"smoking_status"	2000	0.18	0.19	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2001	0.18	0.18	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2002	0.18	0.17	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2003	0.17	0.17	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2004	0.16	0.16	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2005	0.16	0.16	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2006	0.15	0.16	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2007	0.15	0.15	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2008	0.15	0.15	NA	-2.8570*	4	4
50+	Women	Current	"smoking_status"	2009	0.14	0.14	Joinpoint 2	NA	4	4
50+	Women	Current	"smoking_status"	2010	0.14	0.14	NA	-1.0170	4	4
50+	Women	Current	"smoking_status"	2011	0.14	0.14	NA	-1.0170	4	4
50+	Women	Current	"smoking_status"	2012	0.14	0.14	NA	-1.0170	4	4
50+	Women	Current	"smoking_status"	2013	0.14	0.14	Joinpoint 3	NA	4	4
50+	Women	Current	"smoking_status"	2014	0.13	0.13	NA	-4.9021*	4	4
50+	Women	Current	"smoking_status"	2015	0.12	0.12	NA	-4.9021*	4	4
50+	Women	Current	"smoking_status"	2016	0.12	0.12	Joinpoint 4	NA	4	4
50+	Women	Current	"smoking_status"	2017	0.12	0.12	NA	0.3417	4	4
50+	Women	Current	"smoking_status"	2018	0.12	0.12	NA	0.3417	4	4
50+	Women	Current	"smoking_status"	2019	0.12	0.12	NA	0.3417	4	4
20-49	Men	Never	"smoking_status"	1995	0.45	0.45	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	1996	0.46	0.46	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	1997	0.46	0.46	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	1998	0.47	0.47	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	1999	0.47	0.47	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2000	0.48	0.48	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2001	0.48	0.49	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2002	0.49	0.49	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2003	0.50	0.50	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2004	0.51	0.51	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2005	0.51	0.51	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2006	0.52	0.52	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2007	0.53	0.53	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2008	0.53	0.53	NA	1.3029*	2	2
20-49	Men	Never	"smoking_status"	2009	0.54	0.54	Joinpoint 1	NA	2	2
20-49	Men	Never	"smoking_status"	2010	0.54	0.54	NA	-0.5515	2	2
20-49	Men	Never	"smoking_status"	2011	0.54	0.53	NA	-0.5515	2	2
20-49	Men	Never	"smoking_status"	2012	0.53	0.53	NA	-0.5515	2	2
20-49	Men	Never	"smoking_status"	2013	0.53	0.53	Joinpoint 2	NA	2	2
20-49	Men	Never	"smoking_status"	2014	0.53	0.53	NA	1.2101*	2	2
20-49	Men	Never	"smoking_status"	2015	0.55	0.54	NA	1.2101*	2	2
20-49	Men	Never	"smoking_status"	2016	0.55	0.55	NA	1.2101*	2	2
20-49	Men	Never	"smoking_status"	2017	0.55	0.55	NA	1.2101*	2	2
20-49	Men	Never	"smoking_status"	2018	0.56	0.56	NA	1.2101*	2	2
20-49	Men	Never	"smoking_status"	2019	0.57	0.57	NA	1.2101*	2	2
50+	Men	Never	"smoking_status"	1995	0.29	0.29	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	1996	0.29	0.30	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	1997	0.29	0.30	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	1998	0.30	0.31	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	1999	0.32	0.32	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2000	0.33	0.32	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2001	0.34	0.33	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2002	0.34	0.34	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2003	0.35	0.35	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2004	0.35	0.35	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2005	0.37	0.36	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2006	0.37	0.37	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2007	0.39	0.38	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2008	0.38	0.39	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2009	0.39	0.40	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2010	0.39	0.40	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2011	0.41	0.41	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2012	0.42	0.42	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2013	0.44	0.43	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2014	0.45	0.44	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2015	0.46	0.45	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2016	0.47	0.46	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2017	0.47	0.47	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2018	0.48	0.48	NA	2.2666*	0	0
50+	Men	Never	"smoking_status"	2019	0.48	0.49	NA	2.2666*	0	0
20-49	Women	Never	"smoking_status"	1995	0.51	0.51	NA	0.0050	3	3
20-49	Women	Never	"smoking_status"	1996	0.51	0.51	NA	0.0050	3	3
20-49	Women	Never	"smoking_status"	1997	0.51	0.51	NA	0.0050	3	3
20-49	Women	Never	"smoking_status"	1998	0.51	0.51	Joinpoint 1	NA	3	3
20-49	Women	Never	"smoking_status"	1999	0.52	0.52	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2000	0.53	0.52	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2001	0.53	0.53	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2002	0.53	0.54	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2003	0.54	0.54	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2004	0.55	0.55	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2005	0.56	0.56	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2006	0.57	0.56	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2007	0.58	0.57	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2008	0.58	0.58	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2009	0.59	0.59	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2010	0.59	0.59	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2011	0.60	0.60	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2012	0.60	0.61	NA	1.2264*	3	3
20-49	Women	Never	"smoking_status"	2013	0.61	0.62	Joinpoint 2	NA	3	3
20-49	Women	Never	"smoking_status"	2014	0.61	0.61	NA	-0.1728	3	3
20-49	Women	Never	"smoking_status"	2015	0.62	0.61	NA	-0.1728	3	3
20-49	Women	Never	"smoking_status"	2016	0.61	0.61	Joinpoint 3	NA	3	3
20-49	Women	Never	"smoking_status"	2017	0.62	0.62	NA	1.9199*	3	3
20-49	Women	Never	"smoking_status"	2018	0.64	0.64	NA	1.9199*	3	3
20-49	Women	Never	"smoking_status"	2019	0.65	0.65	NA	1.9199*	3	3
50+	Women	Never	"smoking_status"	1995	0.51	0.51	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	1996	0.51	0.52	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	1997	0.51	0.52	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	1998	0.52	0.52	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	1999	0.53	0.53	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2000	0.53	0.53	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2001	0.54	0.53	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2002	0.53	0.54	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2003	0.54	0.54	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2004	0.55	0.54	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2005	0.55	0.55	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2006	0.56	0.55	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2007	0.55	0.55	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2008	0.55	0.56	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2009	0.56	0.56	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2010	0.56	0.56	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2011	0.57	0.57	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2012	0.57	0.57	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2013	0.58	0.57	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2014	0.57	0.58	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2015	0.58	0.58	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2016	0.59	0.58	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2017	0.59	0.59	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2018	0.59	0.59	NA	0.6183*	0	0
50+	Women	Never	"smoking_status"	2019	0.59	0.60	NA	0.6183*	0	0
20-49	Men	Previously	"smoking_status"	1995	0.19	0.19	NA	-0.2437	4	4
20-49	Men	Previously	"smoking_status"	1996	0.19	0.19	NA	-0.2437	4	4
20-49	Men	Previously	"smoking_status"	1997	0.19	0.19	NA	-0.2437	4	4
20-49	Men	Previously	"smoking_status"	1998	0.19	0.19	Joinpoint 1	NA	4	4
20-49	Men	Previously	"smoking_status"	1999	0.18	0.18	NA	-2.0497*	4	4
20-49	Men	Previously	"smoking_status"	2000	0.18	0.18	NA	-2.0497*	4	4
20-49	Men	Previously	"smoking_status"	2001	0.18	0.18	NA	-2.0497*	4	4
20-49	Men	Previously	"smoking_status"	2002	0.17	0.17	NA	-2.0497*	4	4
20-49	Men	Previously	"smoking_status"	2003	0.17	0.17	Joinpoint 2	NA	4	4
20-49	Men	Previously	"smoking_status"	2004	0.17	0.17	NA	0.0326	4	4
20-49	Men	Previously	"smoking_status"	2005	0.17	0.17	NA	0.0326	4	4
20-49	Men	Previously	"smoking_status"	2006	0.17	0.17	NA	0.0326	4	4
20-49	Men	Previously	"smoking_status"	2007	0.17	0.17	NA	0.0326	4	4
20-49	Men	Previously	"smoking_status"	2008	0.17	0.17	Joinpoint 3	NA	4	4
20-49	Men	Previously	"smoking_status"	2009	0.17	0.17	NA	2.0115*	4	4
20-49	Men	Previously	"smoking_status"	2010	0.18	0.18	NA	2.0115*	4	4
20-49	Men	Previously	"smoking_status"	2011	0.18	0.18	NA	2.0115*	4	4
20-49	Men	Previously	"smoking_status"	2012	0.18	0.18	NA	2.0115*	4	4
20-49	Men	Previously	"smoking_status"	2013	0.19	0.19	NA	2.0115*	4	4
20-49	Men	Previously	"smoking_status"	2014	0.19	0.19	NA	2.0115*	4	4
20-49	Men	Previously	"smoking_status"	2015	0.19	0.20	NA	2.0115*	4	4
20-49	Men	Previously	"smoking_status"	2016	0.20	0.20	NA	2.0115*	4	4
20-49	Men	Previously	"smoking_status"	2017	0.20	0.20	Joinpoint 4	NA	4	4
20-49	Men	Previously	"smoking_status"	2018	0.19	0.20	NA	-3.5405*	4	4
20-49	Men	Previously	"smoking_status"	2019	0.19	0.19	NA	-3.5405*	4	4
50+	Men	Previously	"smoking_status"	1995	0.50	0.51	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	1996	0.50	0.50	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	1997	0.50	0.50	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	1998	0.49	0.49	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	1999	0.49	0.49	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2000	0.48	0.48	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2001	0.48	0.48	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2002	0.48	0.47	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2003	0.48	0.47	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2004	0.47	0.47	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2005	0.46	0.46	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2006	0.45	0.46	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2007	0.45	0.45	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2008	0.45	0.45	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2009	0.44	0.45	NA	-0.8775*	2	2
50+	Men	Previously	"smoking_status"	2010	0.45	0.44	Joinpoint 1	NA	2	2
50+	Men	Previously	"smoking_status"	2011	0.44	0.43	NA	-2.3802*	2	2
50+	Men	Previously	"smoking_status"	2012	0.42	0.42	NA	-2.3802*	2	2
50+	Men	Previously	"smoking_status"	2013	0.40	0.41	NA	-2.3802*	2	2
50+	Men	Previously	"smoking_status"	2014	0.40	0.40	NA	-2.3802*	2	2
50+	Men	Previously	"smoking_status"	2015	0.40	0.39	Joinpoint 2	NA	2	2
50+	Men	Previously	"smoking_status"	2016	0.39	0.39	NA	-0.1140	2	2
50+	Men	Previously	"smoking_status"	2017	0.39	0.39	NA	-0.1140	2	2
50+	Men	Previously	"smoking_status"	2018	0.39	0.39	NA	-0.1140	2	2
50+	Men	Previously	"smoking_status"	2019	0.39	0.39	NA	-0.1140	2	2
20-49	Women	Previously	"smoking_status"	1995	0.17	0.17	NA	-0.9553*	4	4
20-49	Women	Previously	"smoking_status"	1996	0.17	0.17	NA	-0.9553*	4	4
20-49	Women	Previously	"smoking_status"	1997	0.17	0.17	NA	-0.9553*	4	4
20-49	Women	Previously	"smoking_status"	1998	0.17	0.17	NA	-0.9553*	4	4
20-49	Women	Previously	"smoking_status"	1999	0.16	0.16	NA	-0.9553*	4	4
20-49	Women	Previously	"smoking_status"	2000	0.17	0.16	NA	-0.9553*	4	4
20-49	Women	Previously	"smoking_status"	2001	0.16	0.16	NA	-0.9553*	4	4
20-49	Women	Previously	"smoking_status"	2002	0.16	0.16	NA	-0.9553*	4	4
20-49	Women	Previously	"smoking_status"	2003	0.16	0.16	Joinpoint 1	NA	4	4
20-49	Women	Previously	"smoking_status"	2004	0.16	0.16	NA	1.8670*	4	4
20-49	Women	Previously	"smoking_status"	2005	0.17	0.16	NA	1.8670*	4	4
20-49	Women	Previously	"smoking_status"	2006	0.16	0.17	NA	1.8670*	4	4
20-49	Women	Previously	"smoking_status"	2007	0.17	0.17	NA	1.8670*	4	4
20-49	Women	Previously	"smoking_status"	2008	0.17	0.17	NA	1.8670*	4	4
20-49	Women	Previously	"smoking_status"	2009	0.18	0.18	NA	1.8670*	4	4
20-49	Women	Previously	"smoking_status"	2010	0.18	0.18	NA	1.8670*	4	4
20-49	Women	Previously	"smoking_status"	2011	0.18	0.18	Joinpoint 2	NA	4	4
20-49	Women	Previously	"smoking_status"	2012	0.18	0.18	NA	-0.5495	4	4
20-49	Women	Previously	"smoking_status"	2013	0.18	0.18	NA	-0.5495	4	4
20-49	Women	Previously	"smoking_status"	2014	0.18	0.18	Joinpoint 3	NA	4	4
20-49	Women	Previously	"smoking_status"	2015	0.18	0.18	NA	2.0806	4	4
20-49	Women	Previously	"smoking_status"	2016	0.19	0.19	NA	2.0806	4	4
20-49	Women	Previously	"smoking_status"	2017	0.19	0.19	Joinpoint 4	NA	4	4
20-49	Women	Previously	"smoking_status"	2018	0.18	0.18	NA	-6.1212*	4	4
20-49	Women	Previously	"smoking_status"	2019	0.17	0.17	NA	-6.1212*	4	4
50+	Women	Previously	"smoking_status"	1995	0.28	0.28	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	1996	0.29	0.28	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	1997	0.29	0.28	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	1998	0.29	0.28	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	1999	0.28	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2000	0.28	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2001	0.28	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2002	0.29	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2003	0.29	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2004	0.29	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2005	0.29	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2006	0.29	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2007	0.30	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2008	0.30	0.29	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2009	0.30	0.30	NA	0.3509*	1	1
50+	Women	Previously	"smoking_status"	2010	0.30	0.30	Joinpoint 1	NA	1	1
50+	Women	Previously	"smoking_status"	2011	0.29	0.30	NA	-0.2500	1	1
50+	Women	Previously	"smoking_status"	2012	0.29	0.30	NA	-0.2500	1	1
50+	Women	Previously	"smoking_status"	2013	0.29	0.29	NA	-0.2500	1	1
50+	Women	Previously	"smoking_status"	2014	0.30	0.29	NA	-0.2500	1	1
50+	Women	Previously	"smoking_status"	2015	0.29	0.29	NA	-0.2500	1	1
50+	Women	Previously	"smoking_status"	2016	0.30	0.29	NA	-0.2500	1	1
50+	Women	Previously	"smoking_status"	2017	0.29	0.29	NA	-0.2500	1	1
50+	Women	Previously	"smoking_status"	2018	0.29	0.29	NA	-0.2500	1	1
50+	Women	Previously	"smoking_status"	2019	0.29	0.29	NA	-0.2500	1	1
