"Year","Sex","ASR (World)","Cancer label","Country label","incmort"
1982,1,12.66229188,"Prostate","Northern Ireland","Mortality"
1983,1,12.52161517,"Prostate","Northern Ireland","Mortality"
1984,1,13.87247914,"Prostate","Northern Ireland","Mortality"
1985,1,13.79146413,"Prostate","Northern Ireland","Mortality"
1986,1,11.09893518,"Prostate","Northern Ireland","Mortality"
1987,1,13.69349957,"Prostate","Northern Ireland","Mortality"
1988,1,13.94111088,"Prostate","Northern Ireland","Mortality"
1989,1,13.49555554,"Prostate","Northern Ireland","Mortality"
1990,1,16.07651035,"Prostate","Northern Ireland","Mortality"
1991,1,14.25958615,"Prostate","Northern Ireland","Mortality"
1992,1,16.14516131,"Prostate","Northern Ireland","Mortality"
1993,1,13.90442261,"Prostate","Northern Ireland","Mortality"
1994,1,16.21043265,"Prostate","Northern Ireland","Mortality"
1995,1,16.1571622,"Prostate","Northern Ireland","Mortality"
1996,1,16.23311505,"Prostate","Northern Ireland","Mortality"
1997,1,15.51478473,"Prostate","Northern Ireland","Mortality"
1998,1,15.77453121,"Prostate","Northern Ireland","Mortality"
1999,1,14.08131387,"Prostate","Northern Ireland","Mortality"
2000,1,15.21763149,"Prostate","Northern Ireland","Mortality"
2001,1,15.12980125,"Prostate","Northern Ireland","Mortality"
2002,1,12.88425695,"Prostate","Northern Ireland","Mortality"
2003,1,14.51943472,"Prostate","Northern Ireland","Mortality"
2004,1,15.78967505,"Prostate","Northern Ireland","Mortality"
2005,1,14.09378598,"Prostate","Northern Ireland","Mortality"
2006,1,12.88861565,"Prostate","Northern Ireland","Mortality"
2007,1,14.02649348,"Prostate","Northern Ireland","Mortality"
2008,1,12.98696916,"Prostate","Northern Ireland","Mortality"
2009,1,12.22168354,"Prostate","Northern Ireland","Mortality"
2010,1,13.82300834,"Prostate","Northern Ireland","Mortality"
2011,1,12.32810184,"Prostate","Northern Ireland","Mortality"
2012,1,14.37655858,"Prostate","Northern Ireland","Mortality"
2013,1,13.78886784,"Prostate","Northern Ireland","Mortality"
2014,1,11.58478303,"Prostate","Northern Ireland","Mortality"
2015,1,12.07841904,"Prostate","Northern Ireland","Mortality"
2016,1,14.07009395,"Prostate","Northern Ireland","Mortality"
1950,1,10.04570424,"Prostate","Scotland","Mortality"
1951,1,10.3884992,"Prostate","Scotland","Mortality"
1952,1,9.871005072,"Prostate","Scotland","Mortality"
1953,1,10.92433899,"Prostate","Scotland","Mortality"
1954,1,10.67155973,"Prostate","Scotland","Mortality"
1955,1,10.68776714,"Prostate","Scotland","Mortality"
1956,1,13.01303641,"Prostate","Scotland","Mortality"
1957,1,11.63324266,"Prostate","Scotland","Mortality"
1958,1,12.16597201,"Prostate","Scotland","Mortality"
1959,1,11.45905616,"Prostate","Scotland","Mortality"
1960,1,11.55850285,"Prostate","Scotland","Mortality"
1961,1,12.32935336,"Prostate","Scotland","Mortality"
1962,1,12.53193214,"Prostate","Scotland","Mortality"
1963,1,13.83162058,"Prostate","Scotland","Mortality"
1964,1,12.26638172,"Prostate","Scotland","Mortality"
1965,1,12.93037636,"Prostate","Scotland","Mortality"
1966,1,12.25637633,"Prostate","Scotland","Mortality"
1967,1,11.62100311,"Prostate","Scotland","Mortality"
1968,1,11.05767442,"Prostate","Scotland","Mortality"
1969,1,11.45019404,"Prostate","Scotland","Mortality"
1970,1,9.497943601,"Prostate","Scotland","Mortality"
1971,1,11.37170825,"Prostate","Scotland","Mortality"
1972,1,11.44431669,"Prostate","Scotland","Mortality"
1973,1,12.85835418,"Prostate","Scotland","Mortality"
1974,1,12.19086022,"Prostate","Scotland","Mortality"
1975,1,10.7897456,"Prostate","Scotland","Mortality"
1976,1,11.28825087,"Prostate","Scotland","Mortality"
1977,1,11.72207175,"Prostate","Scotland","Mortality"
1978,1,10.90737407,"Prostate","Scotland","Mortality"
1979,1,12.36827538,"Prostate","Scotland","Mortality"
1980,1,12.3852922,"Prostate","Scotland","Mortality"
1981,1,12.34450202,"Prostate","Scotland","Mortality"
1982,1,12.0855576,"Prostate","Scotland","Mortality"
1983,1,11.93125022,"Prostate","Scotland","Mortality"
1984,1,13.08141959,"Prostate","Scotland","Mortality"
1985,1,12.87115451,"Prostate","Scotland","Mortality"
1986,1,13.38942577,"Prostate","Scotland","Mortality"
1987,1,13.74049951,"Prostate","Scotland","Mortality"
1988,1,14.76497024,"Prostate","Scotland","Mortality"
1989,1,14.7182099,"Prostate","Scotland","Mortality"
1990,1,15.12251011,"Prostate","Scotland","Mortality"
1991,1,14.80260691,"Prostate","Scotland","Mortality"
1992,1,15.39686588,"Prostate","Scotland","Mortality"
1993,1,16.66219033,"Prostate","Scotland","Mortality"
1994,1,16.60901932,"Prostate","Scotland","Mortality"
1995,1,16.96962804,"Prostate","Scotland","Mortality"
1996,1,16.12603347,"Prostate","Scotland","Mortality"
1997,1,15.05885812,"Prostate","Scotland","Mortality"
1998,1,14.48095522,"Prostate","Scotland","Mortality"
1999,1,16.11694334,"Prostate","Scotland","Mortality"
2000,1,15.77670594,"Prostate","Scotland","Mortality"
2001,1,15.50799744,"Prostate","Scotland","Mortality"
2002,1,15.60033068,"Prostate","Scotland","Mortality"
2003,1,15.43682817,"Prostate","Scotland","Mortality"
2004,1,15.45892191,"Prostate","Scotland","Mortality"
2005,1,14.16132753,"Prostate","Scotland","Mortality"
2006,1,14.16181561,"Prostate","Scotland","Mortality"
2007,1,14.03662448,"Prostate","Scotland","Mortality"
2008,1,13.6739217,"Prostate","Scotland","Mortality"
2009,1,13.11518284,"Prostate","Scotland","Mortality"
2010,1,13.60735939,"Prostate","Scotland","Mortality"
2011,1,13.92951289,"Prostate","Scotland","Mortality"
2012,1,13.45744447,"Prostate","Scotland","Mortality"
2013,1,12.98247479,"Prostate","Scotland","Mortality"
2014,1,13.25513659,"Prostate","Scotland","Mortality"
2015,1,14.40113373,"Prostate","Scotland","Mortality"
2016,1,12.4476496,"Prostate","Scotland","Mortality"
2017,1,13.23178558,"Prostate","Scotland","Mortality"
2018,1,12.08169357,"Prostate","Scotland","Mortality"
1971,2,174.7944316,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1972,2,178.2365928,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1973,2,181.3075566,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1974,2,189.1376367,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1975,2,186.3404657,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1976,2,185.7028209,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1977,2,189.0903062,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1978,2,190.0286771,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1979,2,191.6904263,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1980,2,198.3343078,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1981,2,201.7698868,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1982,2,203.1454656,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1983,2,204.370654,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1984,2,203.9261204,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1985,2,217.3377226,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1986,2,213.5455249,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1987,2,218.1669982,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1988,2,222.5573766,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1989,2,224.7203758,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1990,2,227.1076394,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1991,2,230.7456657,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1992,2,235.6398761,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1993,2,230.1595693,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1994,2,231.0696383,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1995,2,227.8915082,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1996,2,229.107138,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1997,2,236.7072082,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1998,2,235.9631088,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1999,2,240.7162601,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2000,2,239.0973845,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2001,2,240.0388703,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2002,2,235.4354671,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2003,2,241.3550935,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2004,2,241.8416962,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2005,2,246.1550958,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2006,2,248.9609792,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2007,2,249.2875746,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2008,2,253.7817287,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2009,2,258.9706239,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2010,2,259.7320203,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2011,2,261.9280014,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2012,2,264.083888,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2013,2,267.6016218,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2014,2,276.9722981,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2015,2,275.4098122,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2016,2,275.5626738,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
2017,2,273.4583656,"All sites excl. non-melanoma skin cancer","England and Wales","Incidence"
1993,2,247.9138117,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
1994,2,241.8955621,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
1995,2,242.9694732,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
1996,2,243.9040771,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
1997,2,241.9856159,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
1998,2,245.1392089,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
1999,2,240.1774564,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2000,2,248.0442729,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2001,2,234.953005,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2002,2,244.5588282,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2003,2,250.8512891,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2004,2,251.9287687,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2005,2,243.3699589,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2006,2,246.4018634,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2007,2,259.4226562,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2008,2,266.6778125,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2009,2,265.3934224,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2010,2,255.5415528,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2011,2,265.678558,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2012,2,273.0874917,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
2013,2,269.8467891,"All sites excl. non-melanoma skin cancer","Northern Ireland","Incidence"
1975,2,205.9271729,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1976,2,205.7346077,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1977,2,215.1905028,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1978,2,219.4328134,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1979,2,216.0878337,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1980,2,226.4175729,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1981,2,224.9550094,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1982,2,226.4747215,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1983,2,230.4967472,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1984,2,237.2020843,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1985,2,234.5145076,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1986,2,234.6176843,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1987,2,241.8755119,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1988,2,242.2764575,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1989,2,243.4570494,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1990,2,258.6710959,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1991,2,256.0673742,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1992,2,261.0364363,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1993,2,262.0843781,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1994,2,263.6397221,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1995,2,263.8212327,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1996,2,279.1198695,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1997,2,271.0276585,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1998,2,264.900622,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1999,2,264.3432227,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2000,2,268.3593043,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2001,2,262.7592936,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2002,2,267.8806515,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2003,2,266.3313937,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2004,2,275.4835053,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2005,2,269.446777,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2006,2,271.2548373,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2007,2,282.5177983,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2008,2,285.6152939,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2009,2,285.9696032,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2010,2,288.3080216,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2011,2,285.5888179,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2012,2,289.0702022,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
2013,2,287.4319556,"All sites excl. non-melanoma skin cancer","Scotland","Incidence"
1950,2,120.3784058,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1951,2,117.7622223,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1952,2,118.1268754,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1953,2,116.1239204,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1954,2,116.4798755,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1955,2,115.9969441,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1956,2,115.9936937,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1957,2,114.0927109,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1958,2,116.0794499,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1959,2,115.2018752,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1960,2,115.1535011,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1961,2,115.0236988,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1962,2,115.1583199,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1963,2,114.6595195,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1964,2,116.3472514,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1965,2,115.9325622,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1966,2,115.8535741,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1967,2,116.8296262,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1968,2,118.3098927,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1969,2,119.8789526,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1970,2,119.5942845,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1971,2,119.8130804,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1972,2,119.897793,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1973,2,120.4352611,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1974,2,121.017969,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1975,2,121.2547674,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1976,2,123.191298,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1977,2,122.108633,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1978,2,122.8333528,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1979,2,123.5280287,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1980,2,123.7660946,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1981,2,122.0171901,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1982,2,122.7879341,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1983,2,123.0783973,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1984,2,127.4948508,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1985,2,127.4878294,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1986,2,126.4814487,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1987,2,126.855483,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1988,2,127.4324171,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1989,2,127.1991431,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1990,2,124.764095,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1991,2,123.3402767,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1992,2,122.2950974,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1993,2,119.3898555,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1994,2,117.7464124,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1995,2,116.0757624,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1996,2,113.8949637,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1997,2,111.9733056,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1998,2,110.5682683,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1999,2,108.7513384,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2000,2,106.8394305,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2001,2,107.4136547,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2002,2,106.2225881,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2003,2,104.0730168,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2004,2,102.4249628,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2005,2,101.6354771,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2006,2,100.2481299,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2007,2,100.2037467,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2008,2,98.9830723,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2009,2,96.30100871,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2010,2,95.40654,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2011,2,95.10844121,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2012,2,94.91016876,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2013,2,92.6880307,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2014,2,91.46582528,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2015,2,90.26282477,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
2016,2,90.49086755,"All sites excl. non-melanoma skin cancer","England and Wales","Mortality"
1950,2,128.3072917,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1951,2,110.1002981,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1952,2,114.4625583,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1953,2,118.3647557,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1954,2,114.1686143,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1955,2,123.7369345,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1956,2,117.2922262,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1957,2,116.7825737,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1958,2,117.2190018,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1959,2,113.4104612,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1960,2,116.8276347,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1961,2,105.4196994,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1962,2,105.8220931,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1963,2,107.7671376,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1964,2,108.2036618,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1965,2,114.1580367,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1966,2,112.0820251,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1967,2,105.8495876,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1968,2,118.7907681,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1969,2,119.6796945,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1970,2,118.0476429,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1971,2,114.8669738,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1972,2,113.7678992,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1973,2,122.3136819,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1974,2,112.215922,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1975,2,120.8745268,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1976,2,117.6642538,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1977,2,127.3519892,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1978,2,119.8670014,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1979,2,117.0005726,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1980,2,120.3201817,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1981,2,119.906927,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1982,2,119.3435084,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1983,2,114.8189788,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1984,2,119.1929349,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1985,2,117.3910723,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1986,2,117.7636928,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1987,2,120.231152,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1988,2,120.6520907,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1989,2,117.1881225,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1990,2,119.6541757,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1991,2,118.1794103,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1992,2,115.5377493,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1993,2,120.9456172,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1994,2,115.9289502,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1995,2,110.5103541,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1996,2,110.614283,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1997,2,110.3240709,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1998,2,107.3919292,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1999,2,108.9602791,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2000,2,111.4250471,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2001,2,106.4015429,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2002,2,102.1237678,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2003,2,106.4415232,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2004,2,103.9101715,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2005,2,100.8554033,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2006,2,102.1594839,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2007,2,98.11115059,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2008,2,101.2559236,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2009,2,98.80927455,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2010,2,99.1844837,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2011,2,95.62501394,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2012,2,96.39509372,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2013,2,94.74024292,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2014,2,100.991955,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2015,2,94.38922829,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
2016,2,99.09295133,"All sites excl. non-melanoma skin cancer","Northern Ireland","Mortality"
1950,2,134.9574618,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1951,2,131.7002937,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1952,2,130.7572571,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1953,2,126.3587242,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1954,2,130.1385291,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1955,2,131.4764558,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1956,2,130.7625153,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1957,2,128.2838233,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1958,2,125.6452217,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1959,2,127.2462887,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1960,2,127.8539429,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1961,2,126.8649096,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1962,2,127.6783727,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1963,2,125.7938563,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1964,2,127.8719693,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1965,2,125.9973749,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
1966,2,126.6285322,"All sites excl. non-melanoma skin cancer","Scotland","Mortality"
