"age_group"	"sex"	"imd"	"level"	"variable"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
All	Men	2	Obese	"bmi"	2013	0.25	0.25	NA	1.6612*	3	3
All	Men	2	Obese	"bmi"	2014	0.25	0.25	NA	1.6612*	3	3
All	Men	2	Obese	"bmi"	2015	0.26	0.26	NA	1.6612*	3	3
All	Men	2	Obese	"bmi"	2016	0.27	0.26	NA	1.6612*	3	3
All	Men	2	Obese	"bmi"	2017	0.27	0.26	NA	1.6612*	3	3
All	Men	2	Obese	"bmi"	2018	0.27	0.27	NA	1.6612*	3	3
All	Men	2	Obese	"bmi"	2019	0.27	0.27	NA	1.6612*	3	3
All	Men	3	Obese	"bmi"	2001	0.21	0.22	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2002	0.22	0.22	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2003	0.23	0.23	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2004	0.23	0.23	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2005	0.24	0.24	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2006	0.24	0.24	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2007	0.25	0.25	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2008	0.24	0.25	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2009	0.25	0.26	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2010	0.26	0.26	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2011	0.26	0.27	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2012	0.26	0.27	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2013	0.28	0.28	NA	2.0605*	1	1
All	Men	3	Obese	"bmi"	2014	0.30	0.28	Joinpoint 1	NA	1	1
All	Men	3	Obese	"bmi"	2015	0.29	0.28	NA	-0.9795	1	1
All	Men	3	Obese	"bmi"	2016	0.28	0.28	NA	-0.9795	1	1
All	Men	3	Obese	"bmi"	2017	0.26	0.28	NA	-0.9795	1	1
All	Men	3	Obese	"bmi"	2018	0.27	0.27	NA	-0.9795	1	1
All	Men	3	Obese	"bmi"	2019	0.28	0.27	NA	-0.9795	1	1
All	Men	4	Obese	"bmi"	2001	0.22	0.23	NA	4.7619*	2	2
All	Men	4	Obese	"bmi"	2002	0.24	0.24	NA	4.7619*	2	2
All	Men	4	Obese	"bmi"	2003	0.25	0.25	NA	4.7619*	2	2
All	Men	4	Obese	"bmi"	2004	0.27	0.26	NA	4.7619*	2	2
All	Men	4	Obese	"bmi"	2005	0.26	0.27	Joinpoint 1	NA	2	2
All	Men	4	Obese	"bmi"	2006	0.27	0.27	NA	-2.4892	2	2
All	Men	4	Obese	"bmi"	2007	0.26	0.26	NA	-2.4892	2	2
All	Men	4	Obese	"bmi"	2008	0.25	0.25	Joinpoint 2	NA	2	2
All	Men	4	Obese	"bmi"	2009	0.25	0.26	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2010	0.25	0.26	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2011	0.27	0.26	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2012	0.27	0.27	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2013	0.27	0.27	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2014	0.28	0.27	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2015	0.27	0.28	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2016	0.29	0.28	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2017	0.28	0.28	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2018	0.29	0.29	NA	1.2132*	2	2
All	Men	4	Obese	"bmi"	2019	0.28	0.29	NA	1.2132*	2	2
All	Men	5	Obese	"bmi"	2001	0.23	0.23	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2002	0.23	0.23	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2003	0.24	0.24	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2004	0.23	0.24	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2005	0.25	0.24	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2006	0.24	0.25	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2007	0.25	0.25	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2008	0.25	0.25	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2009	0.27	0.26	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2010	0.27	0.26	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2011	0.27	0.27	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2012	0.28	0.27	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2013	0.27	0.27	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2014	0.28	0.28	NA	1.5307*	1	1
All	Men	5	Obese	"bmi"	2015	0.27	0.28	Joinpoint 1	NA	1	1
All	Men	5	Obese	"bmi"	2016	0.30	0.29	NA	4.0727*	1	1
All	Men	5	Obese	"bmi"	2017	0.31	0.31	NA	4.0727*	1	1
All	Men	5	Obese	"bmi"	2018	0.33	0.32	NA	4.0727*	1	1
All	Men	5	Obese	"bmi"	2019	0.32	0.33	NA	4.0727*	1	1
All	Women	1	Obese	"bmi"	2001	0.19	0.19	NA	2.5507*	3	3
All	Women	1	Obese	"bmi"	2002	0.19	0.19	NA	2.5507*	3	3
All	Women	1	Obese	"bmi"	2003	0.20	0.20	NA	2.5507*	3	3
All	Women	1	Obese	"bmi"	2004	0.21	0.20	NA	2.5507*	3	3
All	Women	1	Obese	"bmi"	2005	0.21	0.21	NA	2.5507*	3	3
All	Women	1	Obese	"bmi"	2006	0.21	0.21	NA	2.5507*	3	3
All	Women	1	Obese	"bmi"	2007	0.22	0.22	Joinpoint 1	NA	3	3
All	Women	1	Obese	"bmi"	2008	0.22	0.21	NA	-2.3062*	3	3
All	Women	1	Obese	"bmi"	2009	0.21	0.21	NA	-2.3062*	3	3
All	Women	1	Obese	"bmi"	2010	0.20	0.20	NA	-2.3062*	3	3
All	Women	1	Obese	"bmi"	2011	0.21	0.20	NA	-2.3062*	3	3
All	Women	1	Obese	"bmi"	2012	0.19	0.20	Joinpoint 2	NA	3	3
All	Women	1	Obese	"bmi"	2013	0.20	0.20	NA	3.7618*	3	3
All	Women	1	Obese	"bmi"	2014	0.20	0.21	NA	3.7618*	3	3
All	Women	1	Obese	"bmi"	2015	0.22	0.22	NA	3.7618*	3	3
All	Women	1	Obese	"bmi"	2016	0.23	0.23	NA	3.7618*	3	3
All	Women	1	Obese	"bmi"	2017	0.23	0.24	Joinpoint 3	NA	3	3
All	Women	1	Obese	"bmi"	2018	0.24	0.23	NA	-0.6225	3	3
All	Women	1	Obese	"bmi"	2019	0.23	0.23	NA	-0.6225	3	3
All	Women	2	Obese	"bmi"	2001	0.23	0.23	NA	-0.6049	1	1
All	Women	2	Obese	"bmi"	2002	0.23	0.23	NA	-0.6049	1	1
All	Women	2	Obese	"bmi"	2003	0.22	0.23	NA	-0.6049	1	1
All	Women	2	Obese	"bmi"	2004	0.23	0.23	NA	-0.6049	1	1
All	Women	2	Obese	"bmi"	2005	0.23	0.23	NA	-0.6049	1	1
All	Women	2	Obese	"bmi"	2006	0.24	0.23	NA	-0.6049	1	1
All	Women	2	Obese	"bmi"	2007	0.23	0.23	NA	-0.6049	1	1
All	Women	2	Obese	"bmi"	2008	0.22	0.23	NA	-0.6049	1	1
All	Women	2	Obese	"bmi"	2009	0.22	0.22	Joinpoint 1	NA	1	1
All	Women	2	Obese	"bmi"	2010	0.23	0.23	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2011	0.24	0.23	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2012	0.24	0.24	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2013	0.23	0.24	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2014	0.24	0.25	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2015	0.25	0.25	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2016	0.25	0.25	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2017	0.26	0.26	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2018	0.27	0.26	NA	1.8497*	1	1
All	Women	2	Obese	"bmi"	2019	0.27	0.27	NA	1.8497*	1	1
All	Women	3	Obese	"bmi"	2001	0.22	0.22	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2002	0.23	0.23	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2003	0.23	0.23	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2004	0.25	0.24	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2005	0.25	0.24	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2006	0.25	0.25	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2007	0.25	0.25	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2008	0.24	0.25	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2009	0.26	0.26	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2010	0.27	0.26	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2011	0.28	0.27	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2012	0.27	0.27	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2013	0.26	0.28	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2014	0.28	0.28	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2015	0.28	0.29	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2016	0.29	0.29	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2017	0.30	0.30	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2018	0.32	0.30	NA	1.8165*	0	0
All	Women	3	Obese	"bmi"	2019	0.32	0.31	NA	1.8165*	0	0
All	Women	4	Obese	"bmi"	2001	0.25	0.25	NA	2.6512*	3	3
All	Women	4	Obese	"bmi"	2002	0.25	0.26	NA	2.6512*	3	3
All	Women	4	Obese	"bmi"	2003	0.26	0.26	NA	2.6512*	3	3
All	Women	4	Obese	"bmi"	2004	0.27	0.27	NA	2.6512*	3	3
All	Women	4	Obese	"bmi"	2005	0.28	0.28	NA	2.6512*	3	3
All	Women	4	Obese	"bmi"	2006	0.29	0.28	NA	2.6512*	3	3
All	Women	4	Obese	"bmi"	2007	0.29	0.29	NA	2.6512*	3	3
All	Women	4	Obese	"bmi"	2008	0.30	0.30	NA	2.6512*	3	3
All	Women	4	Obese	"bmi"	2009	0.30	0.31	Joinpoint 1	NA	3	3
All	Women	4	Obese	"bmi"	2010	0.30	0.30	NA	-1.8720	3	3
All	Women	4	Obese	"bmi"	2011	0.30	0.30	NA	-1.8720	3	3
All	Women	4	Obese	"bmi"	2012	0.28	0.29	NA	-1.8720	3	3
All	Women	4	Obese	"bmi"	2013	0.29	0.28	Joinpoint 2	NA	3	3
All	Women	4	Obese	"bmi"	2014	0.30	0.29	NA	3.4436*	3	3
All	Women	4	Obese	"bmi"	2015	0.30	0.30	NA	3.4436*	3	3
All	Women	4	Obese	"bmi"	2016	0.32	0.31	NA	3.4436*	3	3
All	Women	4	Obese	"bmi"	2017	0.32	0.33	Joinpoint 3	NA	3	3
All	Women	4	Obese	"bmi"	2018	0.32	0.32	NA	-2.7148	3	3
All	Women	4	Obese	"bmi"	2019	0.30	0.31	NA	-2.7148	3	3
All	Women	5	Obese	"bmi"	2001	0.28	0.28	NA	-0.1291	3	3
All	Women	5	Obese	"bmi"	2002	0.29	0.28	NA	-0.1291	3	3
All	Women	5	Obese	"bmi"	2003	0.28	0.28	NA	-0.1291	3	3
All	Women	5	Obese	"bmi"	2004	0.28	0.28	NA	-0.1291	3	3
All	Women	5	Obese	"bmi"	2005	0.28	0.28	Joinpoint 1	NA	3	3
All	Women	5	Obese	"bmi"	2006	0.29	0.29	NA	3.7214*	3	3
All	Women	5	Obese	"bmi"	2007	0.31	0.30	NA	3.7214*	3	3
All	Women	5	Obese	"bmi"	2008	0.31	0.31	NA	3.7214*	3	3
All	Women	5	Obese	"bmi"	2009	0.33	0.33	Joinpoint 2	NA	3	3
All	Women	5	Obese	"bmi"	2010	0.32	0.33	NA	0.7743	3	3
All	Women	5	Obese	"bmi"	2011	0.34	0.33	NA	0.7743	3	3
All	Women	5	Obese	"bmi"	2012	0.33	0.33	NA	0.7743	3	3
All	Women	5	Obese	"bmi"	2013	0.34	0.34	NA	0.7743	3	3
All	Women	5	Obese	"bmi"	2014	0.34	0.34	Joinpoint 3	NA	3	3
All	Women	5	Obese	"bmi"	2015	0.35	0.35	NA	2.9448*	3	3
All	Women	5	Obese	"bmi"	2016	0.36	0.36	NA	2.9448*	3	3
All	Women	5	Obese	"bmi"	2017	0.37	0.37	NA	2.9448*	3	3
All	Women	5	Obese	"bmi"	2018	0.38	0.38	NA	2.9448*	3	3
All	Women	5	Obese	"bmi"	2019	0.38	0.39	NA	2.9448*	3	3
All	Men	1	Overweight	"bmi"	2001	0.51	0.51	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2002	0.51	0.51	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2003	0.50	0.50	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2004	0.50	0.50	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2005	0.49	0.50	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2006	0.49	0.49	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2007	0.48	0.49	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2008	0.49	0.49	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2009	0.49	0.48	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2010	0.50	0.48	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2011	0.48	0.48	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2012	0.48	0.47	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2013	0.48	0.47	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2014	0.47	0.47	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2015	0.46	0.46	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2016	0.45	0.46	NA	-0.6731*	1	1
All	Men	1	Overweight	"bmi"	2017	0.45	0.46	Joinpoint 1	NA	1	1
All	Men	1	Overweight	"bmi"	2018	0.46	0.47	NA	1.9140	1	1
All	Men	1	Overweight	"bmi"	2019	0.48	0.48	NA	1.9140	1	1
All	Men	2	Overweight	"bmi"	2001	0.47	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2002	0.46	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2003	0.47	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2004	0.47	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2005	0.48	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2006	0.47	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2007	0.47	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2008	0.46	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2009	0.47	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2010	0.47	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2011	0.48	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2012	0.47	0.47	NA	0.0865	2	2
All	Men	2	Overweight	"bmi"	2013	0.47	0.47	Joinpoint 1	NA	2	2
All	Men	2	Overweight	"bmi"	2014	0.47	0.46	NA	-1.9817*	2	2
All	Men	2	Overweight	"bmi"	2015	0.46	0.45	NA	-1.9817*	2	2
All	Men	2	Overweight	"bmi"	2016	0.44	0.45	NA	-1.9817*	2	2
All	Men	2	Overweight	"bmi"	2017	0.44	0.44	Joinpoint 2	NA	2	2
All	Men	2	Overweight	"bmi"	2018	0.44	0.44	NA	1.3840	2	2
All	Men	2	Overweight	"bmi"	2019	0.45	0.45	NA	1.3840	2	2
All	Men	3	Overweight	"bmi"	2001	0.49	0.49	NA	-1.6540*	3	3
All	Men	3	Overweight	"bmi"	2002	0.48	0.48	NA	-1.6540*	3	3
All	Men	3	Overweight	"bmi"	2003	0.46	0.47	NA	-1.6540*	3	3
All	Men	3	Overweight	"bmi"	2004	0.46	0.46	NA	-1.6540*	3	3
All	Men	3	Overweight	"bmi"	2005	0.46	0.45	NA	-1.6540*	3	3
All	Men	3	Overweight	"bmi"	2006	0.45	0.45	Joinpoint 1	NA	3	3
All	Men	3	Overweight	"bmi"	2007	0.45	0.45	NA	0.4235	3	3
All	Men	3	Overweight	"bmi"	2008	0.45	0.45	NA	0.4235	3	3
All	Men	3	Overweight	"bmi"	2009	0.45	0.45	NA	0.4235	3	3
All	Men	3	Overweight	"bmi"	2010	0.45	0.45	NA	0.4235	3	3
All	Men	3	Overweight	"bmi"	2011	0.46	0.46	NA	0.4235	3	3
All	Men	3	Overweight	"bmi"	2012	0.46	0.46	Joinpoint 2	NA	3	3
All	Men	3	Overweight	"bmi"	2013	0.45	0.45	NA	-2.5902*	3	3
All	Men	3	Overweight	"bmi"	2014	0.43	0.43	NA	-2.5902*	3	3
All	Men	3	Overweight	"bmi"	2015	0.42	0.42	NA	-2.5902*	3	3
All	Men	3	Overweight	"bmi"	2016	0.42	0.41	Joinpoint 3	NA	3	3
All	Men	3	Overweight	"bmi"	2017	0.42	0.42	NA	1.0971	3	3
All	Men	3	Overweight	"bmi"	2018	0.42	0.42	NA	1.0971	3	3
All	Men	3	Overweight	"bmi"	2019	0.43	0.43	NA	1.0971	3	3
All	Men	4	Overweight	"bmi"	2001	0.46	0.46	NA	-4.7692*	2	2
All	Men	4	Overweight	"bmi"	2002	0.44	0.44	NA	-4.7692*	2	2
All	Men	4	Overweight	"bmi"	2003	0.42	0.42	Joinpoint 1	NA	2	2
All	Men	4	Overweight	"bmi"	2004	0.41	0.42	NA	-1.0829*	2	2
All	Men	4	Overweight	"bmi"	2005	0.41	0.41	NA	-1.0829*	2	2
All	Men	4	Overweight	"bmi"	2006	0.41	0.41	NA	-1.0829*	2	2
All	Men	4	Overweight	"bmi"	2007	0.41	0.40	NA	-1.0829*	2	2
All	Men	4	Overweight	"bmi"	2008	0.40	0.40	NA	-1.0829*	2	2
All	Men	4	Overweight	"bmi"	2009	0.40	0.39	NA	-1.0829*	2	2
All	Men	4	Overweight	"bmi"	2010	0.39	0.39	NA	-1.0829*	2	2
All	Men	4	Overweight	"bmi"	2011	0.39	0.39	NA	-1.0829*	2	2
All	Men	4	Overweight	"bmi"	2012	0.38	0.38	Joinpoint 2	NA	2	2
All	Men	4	Overweight	"bmi"	2013	0.38	0.39	NA	1.1599*	2	2
All	Men	4	Overweight	"bmi"	2014	0.39	0.39	NA	1.1599*	2	2
All	Men	4	Overweight	"bmi"	2015	0.40	0.40	NA	1.1599*	2	2
All	Men	4	Overweight	"bmi"	2016	0.40	0.40	NA	1.1599*	2	2
All	Men	4	Overweight	"bmi"	2017	0.40	0.40	NA	1.1599*	2	2
All	Men	4	Overweight	"bmi"	2018	0.41	0.41	NA	1.1599*	2	2
All	Men	4	Overweight	"bmi"	2019	0.42	0.41	NA	1.1599*	2	2
All	Men	5	Overweight	"bmi"	2001	0.43	0.43	NA	-2.0858*	1	1
All	Men	5	Overweight	"bmi"	2002	0.43	0.43	NA	-2.0858*	1	1
All	Men	5	Overweight	"bmi"	2003	0.42	0.42	NA	-2.0858*	1	1
All	Men	5	Overweight	"bmi"	2004	0.41	0.41	NA	-2.0858*	1	1
All	Men	5	Overweight	"bmi"	2005	0.41	0.40	NA	-2.0858*	1	1
All	Men	5	Overweight	"bmi"	2006	0.39	0.39	Joinpoint 1	NA	1	1
All	Men	5	Overweight	"bmi"	2007	0.39	0.39	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2008	0.38	0.39	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2009	0.41	0.39	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2010	0.38	0.39	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2011	0.38	0.39	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2012	0.37	0.39	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2013	0.38	0.39	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2014	0.38	0.38	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2015	0.39	0.38	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2016	0.39	0.38	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2017	0.39	0.38	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2018	0.39	0.38	NA	-0.1926	1	1
All	Men	5	Overweight	"bmi"	2019	0.37	0.38	NA	-0.1926	1	1
All	Women	1	Overweight	"bmi"	2001	0.34	0.34	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2002	0.34	0.34	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2003	0.34	0.34	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2004	0.33	0.34	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2005	0.34	0.34	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2006	0.34	0.34	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2007	0.34	0.35	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2008	0.34	0.35	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2009	0.34	0.35	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2010	0.36	0.35	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2011	0.36	0.35	NA	0.5002*	2	2
All	Women	1	Overweight	"bmi"	2012	0.36	0.35	Joinpoint 1	NA	2	2
All	Women	1	Overweight	"bmi"	2013	0.34	0.34	NA	-3.0070	2	2
All	Women	1	Overweight	"bmi"	2014	0.34	0.33	NA	-3.0070	2	2
All	Women	1	Overweight	"bmi"	2015	0.32	0.32	Joinpoint 2	NA	2	2
All	Women	1	Overweight	"bmi"	2016	0.33	0.32	NA	0.1733	2	2
All	Women	1	Overweight	"bmi"	2017	0.32	0.32	NA	0.1733	2	2
All	Women	1	Overweight	"bmi"	2018	0.32	0.32	NA	0.1733	2	2
All	Women	1	Overweight	"bmi"	2019	0.33	0.33	NA	0.1733	2	2
All	Women	2	Overweight	"bmi"	2001	0.34	0.33	NA	3.8538*	2	2
All	Women	2	Overweight	"bmi"	2002	0.34	0.35	NA	3.8538*	2	2
All	Women	2	Overweight	"bmi"	2003	0.37	0.36	NA	3.8538*	2	2
All	Women	2	Overweight	"bmi"	2004	0.37	0.38	Joinpoint 1	NA	2	2
All	Women	2	Overweight	"bmi"	2005	0.36	0.36	NA	-4.5941	2	2
All	Women	2	Overweight	"bmi"	2006	0.33	0.34	NA	-4.5941	2	2
All	Women	2	Overweight	"bmi"	2007	0.33	0.33	Joinpoint 2	NA	2	2
All	Women	2	Overweight	"bmi"	2008	0.32	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2009	0.33	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2010	0.32	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2011	0.32	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2012	0.33	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2013	0.34	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2014	0.34	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2015	0.32	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2016	0.32	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2017	0.33	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2018	0.33	0.33	NA	0.1118	2	2
All	Women	2	Overweight	"bmi"	2019	0.33	0.33	NA	0.1118	2	2
All	Women	3	Overweight	"bmi"	2001	0.34	0.35	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2002	0.34	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2003	0.34	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2004	0.34	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2005	0.35	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2006	0.35	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2007	0.35	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2008	0.35	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2009	0.34	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2010	0.33	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2011	0.33	0.34	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2012	0.33	0.33	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2013	0.34	0.33	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2014	0.34	0.33	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2015	0.33	0.33	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2016	0.32	0.33	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2017	0.32	0.33	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2018	0.33	0.33	NA	-0.2763*	0	0
All	Women	3	Overweight	"bmi"	2019	0.34	0.33	NA	-0.2763*	0	0
All	Women	4	Overweight	"bmi"	2001	0.35	0.35	NA	-3.1940*	3	3
All	Women	4	Overweight	"bmi"	2002	0.35	0.34	NA	-3.1940*	3	3
All	Women	4	Overweight	"bmi"	2003	0.33	0.33	NA	-3.1940*	3	3
All	Women	4	Overweight	"bmi"	2004	0.32	0.32	NA	-3.1940*	3	3
All	Women	4	Overweight	"bmi"	2005	0.31	0.31	Joinpoint 1	NA	3	3
All	Women	4	Overweight	"bmi"	2006	0.32	0.32	NA	2.2948*	3	3
All	Women	4	Overweight	"bmi"	2007	0.31	0.32	NA	2.2948*	3	3
All	Women	4	Overweight	"bmi"	2008	0.33	0.33	NA	2.2948*	3	3
All	Women	4	Overweight	"bmi"	2009	0.34	0.34	NA	2.2948*	3	3
All	Women	4	Overweight	"bmi"	2010	0.35	0.35	Joinpoint 2	NA	3	3
All	Women	4	Overweight	"bmi"	2011	0.33	0.34	NA	-2.9782*	3	3
All	Women	4	Overweight	"bmi"	2012	0.33	0.33	NA	-2.9782*	3	3
All	Women	4	Overweight	"bmi"	2013	0.31	0.32	NA	-2.9782*	3	3
All	Women	4	Overweight	"bmi"	2014	0.31	0.31	Joinpoint 3	NA	3	3
All	Women	4	Overweight	"bmi"	2015	0.30	0.31	NA	-0.0210	3	3
All	Women	4	Overweight	"bmi"	2016	0.31	0.31	NA	-0.0210	3	3
All	Women	4	Overweight	"bmi"	2017	0.31	0.31	NA	-0.0210	3	3
All	Women	4	Overweight	"bmi"	2018	0.31	0.31	NA	-0.0210	3	3
All	Women	4	Overweight	"bmi"	2019	0.30	0.31	NA	-0.0210	3	3
All	Women	5	Overweight	"bmi"	2001	0.33	0.33	NA	-1.5366*	3	3
All	Women	5	Overweight	"bmi"	2002	0.32	0.33	NA	-1.5366*	3	3
