"Cancer_Site"	"Country"	"Sex"	"Year"	"ASR"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Pancreatic	England	Men	2010	17.80	18.05	NA	1.1425*	1	1
Pancreatic	England	Men	2011	18.00	18.26	NA	1.1425*	1	1
Pancreatic	England	Men	2012	18.70	18.47	NA	1.1425*	1	1
Pancreatic	England	Men	2013	19.30	18.68	NA	1.1425*	1	1
Pancreatic	England	Men	2014	18.80	18.89	NA	1.1425*	1	1
Pancreatic	England	Men	2015	19.00	19.11	NA	1.1425*	1	1
Pancreatic	England	Men	2016	19.70	19.33	NA	1.1425*	1	1
Pancreatic	England	Men	2017	19.80	19.55	NA	1.1425*	1	1
Pancreatic	England	Men	2018	19.50	19.77	NA	1.1425*	1	1
Pancreatic	England	Men	2019	19.50	20.00	NA	1.1425*	1	1
Pancreatic	England	Women	2000	13.00	12.72	NA	1.4414*	1	1
Pancreatic	England	Women	2001	12.90	12.90	NA	1.4414*	1	1
Pancreatic	England	Women	2002	12.70	13.09	NA	1.4414*	1	1
Pancreatic	England	Women	2003	13.00	13.28	NA	1.4414*	1	1
Pancreatic	England	Women	2004	13.50	13.47	NA	1.4414*	1	1
Pancreatic	England	Women	2005	13.80	13.66	NA	1.4414*	1	1
Pancreatic	England	Women	2006	14.20	13.86	NA	1.4414*	1	1
Pancreatic	England	Women	2007	14.00	14.06	NA	1.4414*	1	1
Pancreatic	England	Women	2008	14.40	14.26	NA	1.4414*	1	1
Pancreatic	England	Women	2009	14.60	14.47	NA	1.4414*	1	1
Pancreatic	England	Women	2010	14.40	14.68	NA	1.4414*	1	1
Pancreatic	England	Women	2011	14.80	14.89	NA	1.4414*	1	1
Pancreatic	England	Women	2012	15.00	15.10	NA	1.4414*	1	1
Pancreatic	England	Women	2013	15.50	15.32	Joinpoint 1	NA	1	1
Pancreatic	England	Women	2014	15.20	15.33	NA	0.0982	1	1
Pancreatic	England	Women	2015	15.60	15.35	NA	0.0982	1	1
Pancreatic	England	Women	2016	15.20	15.36	NA	0.0982	1	1
Pancreatic	England	Women	2017	15.50	15.38	NA	0.0982	1	1
Pancreatic	England	Women	2018	15.10	15.39	NA	0.0982	1	1
Pancreatic	England	Women	2019	15.60	15.41	NA	0.0982	1	1
Pancreatic	Nothern Ireland	Men	2000	13.30	14.93	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2001	19.30	15.18	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2002	16.50	15.43	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2003	11.00	15.68	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2004	13.30	15.94	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2005	18.70	16.21	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2006	17.60	16.48	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2007	19.20	16.75	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2008	19.40	17.03	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2009	20.40	17.31	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2010	14.80	17.60	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2011	15.40	17.89	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2012	19.20	18.19	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2013	16.90	18.49	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2014	17.50	18.80	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2015	22.30	19.11	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2016	20.00	19.42	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2017	20.40	19.75	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2018	21.20	20.07	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Men	2019	17.80	20.41	NA	1.6586*	0	0
Pancreatic	Nothern Ireland	Women	2000	11.70	11.19	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2001	10.80	11.46	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2002	12.70	11.75	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2003	13.80	12.03	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2004	11.40	12.33	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2005	11.20	12.63	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2006	13.60	12.94	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2007	11.40	13.25	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2008	14.90	13.58	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2009	13.10	13.91	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2010	13.40	14.25	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2011	14.80	14.60	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2012	15.90	14.96	NA	2.4473*	1	1
Pancreatic	Nothern Ireland	Women	2013	16.00	15.32	Joinpoint 1	NA	1	1
Pancreatic	Nothern Ireland	Women	2014	15.60	15.02	NA	-2.0080	1	1
Pancreatic	Nothern Ireland	Women	2015	15.50	14.71	NA	-2.0080	1	1
Pancreatic	Nothern Ireland	Women	2016	13.30	14.42	NA	-2.0080	1	1
Pancreatic	Nothern Ireland	Women	2017	13.90	14.13	NA	-2.0080	1	1
Pancreatic	Nothern Ireland	Women	2018	13.00	13.85	NA	-2.0080	1	1
Pancreatic	Nothern Ireland	Women	2019	14.70	13.57	NA	-2.0080	1	1
Pancreatic	Scotland	Men	2000	18.82	16.20	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2001	15.05	16.32	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2002	16.07	16.44	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2003	16.74	16.56	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2004	15.72	16.68	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2005	15.56	16.81	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2006	16.05	16.93	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2007	16.48	17.06	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2008	18.19	17.19	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2009	18.64	17.31	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2010	17.57	17.44	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2011	18.38	17.57	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2012	17.97	17.70	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2013	18.67	17.83	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2014	17.56	17.97	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2015	18.15	18.10	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2016	17.99	18.23	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2017	17.57	18.37	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2018	17.99	18.51	NA	0.7435*	0	0
Pancreatic	Scotland	Men	2019	19.22	18.64	NA	0.7435*	0	0
Pancreatic	Scotland	Women	2000	13.22	12.88	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2001	12.91	12.98	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2002	12.06	13.08	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2003	14.72	13.19	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2004	12.35	13.30	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2005	13.74	13.40	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2006	12.56	13.51	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2007	13.58	13.62	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2008	13.17	13.73	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2009	14.48	13.84	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2010	13.72	13.95	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2011	15.05	14.06	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2012	14.55	14.18	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2013	14.54	14.29	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2014	15.30	14.41	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2015	15.02	14.52	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2016	14.68	14.64	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2017	14.17	14.76	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2018	13.74	14.87	NA	0.8048*	0	0
Pancreatic	Scotland	Women	2019	14.99	14.99	NA	0.8048*	0	0
Pancreatic	Wales	Men	2002	17.90	18.00	NA	0.1269	0	0
Pancreatic	Wales	Men	2003	18.30	18.02	NA	0.1269	0	0
Pancreatic	Wales	Men	2004	18.20	18.05	NA	0.1269	0	0
Pancreatic	Wales	Men	2005	18.20	18.07	NA	0.1269	0	0
Pancreatic	Wales	Men	2006	17.50	18.09	NA	0.1269	0	0
Pancreatic	Wales	Men	2007	17.60	18.12	NA	0.1269	0	0
Pancreatic	Wales	Men	2008	15.90	18.14	NA	0.1269	0	0
Pancreatic	Wales	Men	2009	18.70	18.16	NA	0.1269	0	0
Pancreatic	Wales	Men	2010	19.80	18.18	NA	0.1269	0	0
Pancreatic	Wales	Men	2011	19.80	18.21	NA	0.1269	0	0
Pancreatic	Wales	Men	2012	18.20	18.23	NA	0.1269	0	0
Pancreatic	Wales	Men	2013	19.10	18.25	NA	0.1269	0	0
Pancreatic	Wales	Men	2014	19.80	18.28	NA	0.1269	0	0
Pancreatic	Wales	Men	2015	17.20	18.30	NA	0.1269	0	0
Pancreatic	Wales	Men	2016	17.70	18.32	NA	0.1269	0	0
Pancreatic	Wales	Men	2017	16.40	18.35	NA	0.1269	0	0
Pancreatic	Wales	Men	2018	19.10	18.37	NA	0.1269	0	0
Pancreatic	Wales	Men	2019	18.70	18.39	NA	0.1269	0	0
Pancreatic	Wales	Women	2002	14.20	14.65	NA	0.3018	0	0
Pancreatic	Wales	Women	2003	15.30	14.70	NA	0.3018	0	0
Pancreatic	Wales	Women	2004	14.40	14.74	NA	0.3018	0	0
Pancreatic	Wales	Women	2005	14.10	14.78	NA	0.3018	0	0
Pancreatic	Wales	Women	2006	14.60	14.83	NA	0.3018	0	0
Pancreatic	Wales	Women	2007	15.00	14.87	NA	0.3018	0	0
Pancreatic	Wales	Women	2008	15.10	14.92	NA	0.3018	0	0
Pancreatic	Wales	Women	2009	14.90	14.96	NA	0.3018	0	0
Pancreatic	Wales	Women	2010	16.30	15.01	NA	0.3018	0	0
Pancreatic	Wales	Women	2011	16.20	15.05	NA	0.3018	0	0
Pancreatic	Wales	Women	2012	14.80	15.10	NA	0.3018	0	0
Pancreatic	Wales	Women	2013	15.40	15.14	NA	0.3018	0	0
Pancreatic	Wales	Women	2014	13.90	15.19	NA	0.3018	0	0
Pancreatic	Wales	Women	2015	16.60	15.24	NA	0.3018	0	0
Pancreatic	Wales	Women	2016	14.40	15.28	NA	0.3018	0	0
Pancreatic	Wales	Women	2017	14.60	15.33	NA	0.3018	0	0
Pancreatic	Wales	Women	2018	15.30	15.37	NA	0.3018	0	0
Pancreatic	Wales	Women	2019	15.80	15.42	NA	0.3018	0	0
Prostate	England	Men	2000	149.20	160.17	NA	1.0477*	0	0
Prostate	England	Men	2001	166.00	161.85	NA	1.0477*	0	0
Prostate	England	Men	2002	164.90	163.55	NA	1.0477*	0	0
Prostate	England	Men	2003	164.10	165.26	NA	1.0477*	0	0
Prostate	England	Men	2004	173.80	166.99	NA	1.0477*	0	0
Prostate	England	Men	2005	166.30	168.74	NA	1.0477*	0	0
Prostate	England	Men	2006	173.20	170.51	NA	1.0477*	0	0
Prostate	England	Men	2007	170.70	172.30	NA	1.0477*	0	0
Prostate	England	Men	2008	170.50	174.10	NA	1.0477*	0	0
Prostate	England	Men	2009	183.20	175.93	NA	1.0477*	0	0
Prostate	England	Men	2010	180.60	177.77	NA	1.0477*	0	0
Prostate	England	Men	2011	178.60	179.63	NA	1.0477*	0	0
Prostate	England	Men	2012	182.90	181.51	NA	1.0477*	0	0
Prostate	England	Men	2013	195.90	183.41	NA	1.0477*	0	0
Prostate	England	Men	2014	184.50	185.34	NA	1.0477*	0	0
Prostate	England	Men	2015	183.40	187.28	NA	1.0477*	0	0
Prostate	England	Men	2016	179.70	189.24	NA	1.0477*	0	0
Prostate	England	Men	2017	177.40	191.22	NA	1.0477*	0	0
Prostate	England	Men	2018	207.30	193.23	NA	1.0477*	0	0
Prostate	England	Men	2019	193.60	195.25	NA	1.0477*	0	0
Prostate	Nothern Ireland	Men	2000	127.10	122.45	NA	7.8485*	1	1
Prostate	Nothern Ireland	Men	2001	125.50	132.06	NA	7.8485*	1	1
Prostate	Nothern Ireland	Men	2002	140.60	142.42	NA	7.8485*	1	1
Prostate	Nothern Ireland	Men	2003	158.20	153.60	NA	7.8485*	1	1
Prostate	Nothern Ireland	Men	2004	162.10	165.66	Joinpoint 1	NA	1	1
Prostate	Nothern Ireland	Men	2005	159.50	166.16	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2006	160.00	166.66	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2007	170.70	167.16	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2008	178.70	167.67	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2009	188.20	168.17	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2010	162.50	168.68	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2011	173.90	169.19	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2012	171.90	169.70	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2013	158.00	170.21	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2014	171.30	170.72	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2015	166.20	171.24	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2016	172.10	171.75	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2017	160.10	172.27	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2018	176.60	172.79	NA	0.3016	1	1
Prostate	Nothern Ireland	Men	2019	182.30	173.31	NA	0.3016	1	1
Prostate	Scotland	Men	2000	131.48	140.53	NA	0.7517*	0	0
Prostate	Scotland	Men	2001	136.59	141.59	NA	0.7517*	0	0
Prostate	Scotland	Men	2002	146.73	142.65	NA	0.7517*	0	0
Prostate	Scotland	Men	2003	148.61	143.72	NA	0.7517*	0	0
Prostate	Scotland	Men	2004	155.48	144.80	NA	0.7517*	0	0
Prostate	Scotland	Men	2005	141.86	145.89	NA	0.7517*	0	0
Prostate	Scotland	Men	2006	150.21	146.99	NA	0.7517*	0	0
Prostate	Scotland	Men	2007	146.53	148.09	NA	0.7517*	0	0
Prostate	Scotland	Men	2008	153.33	149.21	NA	0.7517*	0	0
Prostate	Scotland	Men	2009	154.97	150.33	NA	0.7517*	0	0
Prostate	Scotland	Men	2010	145.83	151.46	NA	0.7517*	0	0
Prostate	Scotland	Men	2011	156.45	152.60	NA	0.7517*	0	0
Prostate	Scotland	Men	2012	148.51	153.74	NA	0.7517*	0	0
Prostate	Scotland	Men	2013	158.04	154.90	NA	0.7517*	0	0
Prostate	Scotland	Men	2014	155.66	156.06	NA	0.7517*	0	0
Prostate	Scotland	Men	2015	149.70	157.24	NA	0.7517*	0	0
Prostate	Scotland	Men	2016	152.28	158.42	NA	0.7517*	0	0
Prostate	Scotland	Men	2017	155.21	159.61	NA	0.7517*	0	0
Prostate	Scotland	Men	2018	179.87	160.81	NA	0.7517*	0	0
Prostate	Scotland	Men	2019	156.26	162.02	NA	0.7517*	0	0
Prostate	Wales	Men	2002	176.70	190.90	NA	0.0306	0	0
Prostate	Wales	Men	2003	187.40	190.96	NA	0.0306	0	0
Prostate	Wales	Men	2004	203.60	191.02	NA	0.0306	0	0
Prostate	Wales	Men	2005	193.90	191.08	NA	0.0306	0	0
Prostate	Wales	Men	2006	191.50	191.14	NA	0.0306	0	0
Prostate	Wales	Men	2007	207.20	191.20	NA	0.0306	0	0
Prostate	Wales	Men	2008	201.70	191.25	NA	0.0306	0	0
Prostate	Wales	Men	2009	192.00	191.31	NA	0.0306	0	0
Prostate	Wales	Men	2010	194.30	191.37	NA	0.0306	0	0
Prostate	Wales	Men	2011	178.50	191.43	NA	0.0306	0	0
Prostate	Wales	Men	2012	180.50	191.49	NA	0.0306	0	0
Prostate	Wales	Men	2013	192.60	191.55	NA	0.0306	0	0
Prostate	Wales	Men	2014	183.80	191.61	NA	0.0306	0	0
Prostate	Wales	Men	2015	182.10	191.66	NA	0.0306	0	0
Prostate	Wales	Men	2016	193.70	191.72	NA	0.0306	0	0
Prostate	Wales	Men	2017	185.50	191.78	NA	0.0306	0	0
Prostate	Wales	Men	2018	211.20	191.84	NA	0.0306	0	0
Prostate	Wales	Men	2019	193.20	191.90	NA	0.0306	0	0
