"Country"	"Cancer_Site"	"Sex"	"Year"	"ASR"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
England	Pancreatic	Men	2011	17.00	16.62	NA	0.5392*	0	0
England	Pancreatic	Men	2012	17.20	16.71	NA	0.5392*	0	0
England	Pancreatic	Men	2013	16.50	16.80	NA	0.5392*	0	0
England	Pancreatic	Men	2014	16.90	16.89	NA	0.5392*	0	0
England	Pancreatic	Men	2015	16.80	16.98	NA	0.5392*	0	0
England	Pancreatic	Men	2016	17.60	17.07	NA	0.5392*	0	0
England	Pancreatic	Men	2017	17.10	17.17	NA	0.5392*	0	0
England	Pancreatic	Men	2018	17.50	17.26	NA	0.5392*	0	0
England	Pancreatic	Men	2019	16.80	17.35	NA	0.5392*	0	0
England	Pancreatic	Women	2001	12.40	12.22	NA	1.1616*	1	1
England	Pancreatic	Women	2002	12.30	12.36	NA	1.1616*	1	1
England	Pancreatic	Women	2003	12.30	12.50	NA	1.1616*	1	1
England	Pancreatic	Women	2004	12.60	12.65	NA	1.1616*	1	1
England	Pancreatic	Women	2005	13.00	12.79	NA	1.1616*	1	1
England	Pancreatic	Women	2006	12.70	12.94	NA	1.1616*	1	1
England	Pancreatic	Women	2007	13.20	13.09	NA	1.1616*	1	1
England	Pancreatic	Women	2008	13.30	13.24	NA	1.1616*	1	1
England	Pancreatic	Women	2009	13.60	13.40	Joinpoint 1	NA	1	1
England	Pancreatic	Women	2010	13.10	13.42	NA	0.1499	1	1
England	Pancreatic	Women	2011	13.30	13.44	NA	0.1499	1	1
England	Pancreatic	Women	2012	13.80	13.46	NA	0.1499	1	1
England	Pancreatic	Women	2013	13.30	13.48	NA	0.1499	1	1
England	Pancreatic	Women	2014	13.60	13.50	NA	0.1499	1	1
England	Pancreatic	Women	2015	13.50	13.52	NA	0.1499	1	1
England	Pancreatic	Women	2016	13.60	13.54	NA	0.1499	1	1
England	Pancreatic	Women	2017	13.70	13.56	NA	0.1499	1	1
England	Pancreatic	Women	2018	13.40	13.58	NA	0.1499	1	1
England	Pancreatic	Women	2019	13.60	13.60	NA	0.1499	1	1
Nothern Ireland	Pancreatic	Men	2000	15.90	16.64	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2001	19.80	16.68	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2002	20.20	16.72	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2003	13.80	16.77	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2004	12.90	16.81	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2005	16.80	16.86	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2006	16.90	16.90	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2007	18.40	16.95	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2008	20.90	16.99	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2009	20.10	17.04	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2010	15.30	17.08	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2011	13.30	17.13	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2012	16.40	17.17	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2013	17.40	17.22	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2014	15.40	17.26	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2015	17.80	17.31	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2016	18.90	17.35	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2017	19.50	17.40	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2018	18.00	17.45	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Men	2019	16.60	17.49	NA	0.2647	0	0
Nothern Ireland	Pancreatic	Women	2000	12.70	12.75	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2001	12.50	12.81	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2002	13.20	12.88	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2003	14.30	12.94	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2004	10.80	13.01	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2005	12.10	13.07	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2006	13.60	13.14	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2007	12.80	13.20	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2008	14.30	13.27	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2009	12.90	13.34	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2010	12.40	13.40	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2011	14.20	13.47	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2012	17.40	13.54	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2013	15.40	13.60	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2014	12.70	13.67	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2015	13.20	13.74	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2016	14.10	13.81	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2017	14.60	13.88	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2018	13.20	13.95	NA	0.5001	0	0
Nothern Ireland	Pancreatic	Women	2019	12.30	14.02	NA	0.5001	0	0
Scotland	Pancreatic	Men	2000	17.09	16.02	NA	0.3635	0	0
Scotland	Pancreatic	Men	2001	15.80	16.08	NA	0.3635	0	0
Scotland	Pancreatic	Men	2002	16.06	16.13	NA	0.3635	0	0
Scotland	Pancreatic	Men	2003	16.36	16.19	NA	0.3635	0	0
Scotland	Pancreatic	Men	2004	16.42	16.25	NA	0.3635	0	0
Scotland	Pancreatic	Men	2005	15.54	16.31	NA	0.3635	0	0
Scotland	Pancreatic	Men	2006	14.51	16.37	NA	0.3635	0	0
Scotland	Pancreatic	Men	2007	17.88	16.43	NA	0.3635	0	0
Scotland	Pancreatic	Men	2008	16.36	16.49	NA	0.3635	0	0
Scotland	Pancreatic	Men	2009	16.05	16.55	NA	0.3635	0	0
Scotland	Pancreatic	Men	2010	17.23	16.61	NA	0.3635	0	0
Scotland	Pancreatic	Men	2011	17.22	16.67	NA	0.3635	0	0
Scotland	Pancreatic	Men	2012	17.47	16.73	NA	0.3635	0	0
Scotland	Pancreatic	Men	2013	16.55	16.79	NA	0.3635	0	0
Scotland	Pancreatic	Men	2014	16.69	16.85	NA	0.3635	0	0
Scotland	Pancreatic	Men	2015	16.40	16.91	NA	0.3635	0	0
Scotland	Pancreatic	Men	2016	15.49	16.97	NA	0.3635	0	0
Scotland	Pancreatic	Men	2017	17.35	17.04	NA	0.3635	0	0
Scotland	Pancreatic	Men	2018	18.08	17.10	NA	0.3635	0	0
Scotland	Pancreatic	Men	2019	17.48	17.16	NA	0.3635	0	0
Scotland	Pancreatic	Women	2000	13.71	12.70	NA	0.2210	0	0
Scotland	Pancreatic	Women	2001	12.64	12.72	NA	0.2210	0	0
Scotland	Pancreatic	Women	2002	11.26	12.75	NA	0.2210	0	0
Scotland	Pancreatic	Women	2003	13.70	12.78	NA	0.2210	0	0
Scotland	Pancreatic	Women	2004	12.57	12.81	NA	0.2210	0	0
Scotland	Pancreatic	Women	2005	12.63	12.84	NA	0.2210	0	0
Scotland	Pancreatic	Women	2006	11.70	12.86	NA	0.2210	0	0
Scotland	Pancreatic	Women	2007	14.46	12.89	NA	0.2210	0	0
Scotland	Pancreatic	Women	2008	12.28	12.92	NA	0.2210	0	0
Scotland	Pancreatic	Women	2009	14.28	12.95	NA	0.2210	0	0
Scotland	Pancreatic	Women	2010	12.02	12.98	NA	0.2210	0	0
Scotland	Pancreatic	Women	2011	12.75	13.01	NA	0.2210	0	0
Scotland	Pancreatic	Women	2012	13.65	13.04	NA	0.2210	0	0
Scotland	Pancreatic	Women	2013	14.04	13.06	NA	0.2210	0	0
Scotland	Pancreatic	Women	2014	12.42	13.09	NA	0.2210	0	0
Scotland	Pancreatic	Women	2015	13.41	13.12	NA	0.2210	0	0
Scotland	Pancreatic	Women	2016	12.75	13.15	NA	0.2210	0	0
Scotland	Pancreatic	Women	2017	12.95	13.18	NA	0.2210	0	0
Scotland	Pancreatic	Women	2018	13.22	13.21	NA	0.2210	0	0
Scotland	Pancreatic	Women	2019	13.36	13.24	NA	0.2210	0	0
Wales	Pancreatic	Men	2002	16.40	16.05	NA	0.2851	0	0
Wales	Pancreatic	Men	2003	16.80	16.10	NA	0.2851	0	0
Wales	Pancreatic	Men	2004	16.40	16.14	NA	0.2851	0	0
Wales	Pancreatic	Men	2005	16.10	16.19	NA	0.2851	0	0
Wales	Pancreatic	Men	2006	15.50	16.24	NA	0.2851	0	0
Wales	Pancreatic	Men	2007	15.80	16.28	NA	0.2851	0	0
Wales	Pancreatic	Men	2008	15.70	16.33	NA	0.2851	0	0
Wales	Pancreatic	Men	2009	16.20	16.38	NA	0.2851	0	0
Wales	Pancreatic	Men	2010	17.00	16.42	NA	0.2851	0	0
Wales	Pancreatic	Men	2011	18.20	16.47	NA	0.2851	0	0
Wales	Pancreatic	Men	2012	15.20	16.52	NA	0.2851	0	0
Wales	Pancreatic	Men	2013	16.00	16.56	NA	0.2851	0	0
Wales	Pancreatic	Men	2014	17.40	16.61	NA	0.2851	0	0
Wales	Pancreatic	Men	2015	15.30	16.66	NA	0.2851	0	0
Wales	Pancreatic	Men	2016	16.40	16.71	NA	0.2851	0	0
Wales	Pancreatic	Men	2017	17.90	16.75	NA	0.2851	0	0
Wales	Pancreatic	Men	2018	17.00	16.80	NA	0.2851	0	0
Wales	Pancreatic	Men	2019	17.10	16.85	NA	0.2851	0	0
Wales	Pancreatic	Women	2002	13.40	12.76	NA	0.5907*	0	0
Wales	Pancreatic	Women	2003	12.70	12.83	NA	0.5907*	0	0
Wales	Pancreatic	Women	2004	13.10	12.91	NA	0.5907*	0	0
Wales	Pancreatic	Women	2005	12.40	12.98	NA	0.5907*	0	0
Wales	Pancreatic	Women	2006	11.60	13.06	NA	0.5907*	0	0
Wales	Pancreatic	Women	2007	14.40	13.14	NA	0.5907*	0	0
Wales	Pancreatic	Women	2008	12.90	13.22	NA	0.5907*	0	0
Wales	Pancreatic	Women	2009	13.60	13.29	NA	0.5907*	0	0
Wales	Pancreatic	Women	2010	14.20	13.37	NA	0.5907*	0	0
Wales	Pancreatic	Women	2011	13.30	13.45	NA	0.5907*	0	0
Wales	Pancreatic	Women	2012	14.00	13.53	NA	0.5907*	0	0
Wales	Pancreatic	Women	2013	13.20	13.61	NA	0.5907*	0	0
Wales	Pancreatic	Women	2014	13.10	13.69	NA	0.5907*	0	0
Wales	Pancreatic	Women	2015	13.80	13.77	NA	0.5907*	0	0
Wales	Pancreatic	Women	2016	13.80	13.85	NA	0.5907*	0	0
Wales	Pancreatic	Women	2017	13.90	13.93	NA	0.5907*	0	0
Wales	Pancreatic	Women	2018	13.40	14.02	NA	0.5907*	0	0
Wales	Pancreatic	Women	2019	15.00	14.10	NA	0.5907*	0	0
England	Prostate	Men	2001	56.00	56.60	NA	-1.1781*	0	0
England	Prostate	Men	2002	56.50	55.93	NA	-1.1781*	0	0
England	Prostate	Men	2003	56.70	55.27	NA	-1.1781*	0	0
England	Prostate	Men	2004	55.30	54.62	NA	-1.1781*	0	0
England	Prostate	Men	2005	53.90	53.98	NA	-1.1781*	0	0
England	Prostate	Men	2006	52.70	53.34	NA	-1.1781*	0	0
England	Prostate	Men	2007	52.60	52.71	NA	-1.1781*	0	0
England	Prostate	Men	2008	51.10	52.09	NA	-1.1781*	0	0
England	Prostate	Men	2009	50.80	51.48	NA	-1.1781*	0	0
England	Prostate	Men	2010	51.20	50.87	NA	-1.1781*	0	0
England	Prostate	Men	2011	50.20	50.27	NA	-1.1781*	0	0
England	Prostate	Men	2012	49.00	49.68	NA	-1.1781*	0	0
England	Prostate	Men	2013	48.10	49.09	NA	-1.1781*	0	0
England	Prostate	Men	2014	48.20	48.52	NA	-1.1781*	0	0
England	Prostate	Men	2015	49.60	47.94	NA	-1.1781*	0	0
England	Prostate	Men	2016	47.50	47.38	NA	-1.1781*	0	0
England	Prostate	Men	2017	47.70	46.82	NA	-1.1781*	0	0
England	Prostate	Men	2018	46.10	46.27	NA	-1.1781*	0	0
England	Prostate	Men	2019	45.50	45.72	NA	-1.1781*	0	0
Nothern Ireland	Prostate	Men	2000	52.60	53.61	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2001	53.00	53.14	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2002	48.80	52.68	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2003	56.40	52.23	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2004	55.30	51.78	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2005	54.90	51.33	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2006	48.80	50.89	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2007	52.20	50.45	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2008	51.70	50.01	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2009	43.10	49.58	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2010	49.60	49.15	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2011	45.90	48.73	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2012	49.40	48.30	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2013	49.40	47.89	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2014	43.00	47.47	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2015	47.10	47.06	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2016	48.80	46.66	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2017	50.10	46.25	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2018	44.50	45.85	NA	-0.8642*	0	0
Nothern Ireland	Prostate	Men	2019	45.60	45.46	NA	-0.8642*	0	0
Scotland	Prostate	Men	2000	56.31	55.12	NA	-0.9619*	0	0
Scotland	Prostate	Men	2001	55.65	54.59	NA	-0.9619*	0	0
Scotland	Prostate	Men	2002	54.40	54.07	NA	-0.9619*	0	0
Scotland	Prostate	Men	2003	54.21	53.55	NA	-0.9619*	0	0
Scotland	Prostate	Men	2004	54.13	53.03	NA	-0.9619*	0	0
Scotland	Prostate	Men	2005	51.04	52.52	NA	-0.9619*	0	0
Scotland	Prostate	Men	2006	49.55	52.02	NA	-0.9619*	0	0
Scotland	Prostate	Men	2007	51.79	51.51	NA	-0.9619*	0	0
Scotland	Prostate	Men	2008	50.45	51.02	NA	-0.9619*	0	0
Scotland	Prostate	Men	2009	47.67	50.53	NA	-0.9619*	0	0
Scotland	Prostate	Men	2010	49.76	50.04	NA	-0.9619*	0	0
Scotland	Prostate	Men	2011	52.30	49.56	NA	-0.9619*	0	0
Scotland	Prostate	Men	2012	49.67	49.08	NA	-0.9619*	0	0
Scotland	Prostate	Men	2013	47.23	48.61	NA	-0.9619*	0	0
Scotland	Prostate	Men	2014	46.71	48.14	NA	-0.9619*	0	0
Scotland	Prostate	Men	2015	51.30	47.68	NA	-0.9619*	0	0
Scotland	Prostate	Men	2016	44.68	47.22	NA	-0.9619*	0	0
Scotland	Prostate	Men	2017	49.01	46.77	NA	-0.9619*	0	0
Scotland	Prostate	Men	2018	43.94	46.32	NA	-0.9619*	0	0
Scotland	Prostate	Men	2019	48.14	45.87	NA	-0.9619*	0	0
Wales	Prostate	Men	2002	54.00	57.59	NA	-1.6158*	0	0
Wales	Prostate	Men	2003	60.80	56.66	NA	-1.6158*	0	0
Wales	Prostate	Men	2004	63.50	55.74	NA	-1.6158*	0	0
Wales	Prostate	Men	2005	52.00	54.84	NA	-1.6158*	0	0
Wales	Prostate	Men	2006	53.80	53.96	NA	-1.6158*	0	0
Wales	Prostate	Men	2007	54.60	53.08	NA	-1.6158*	0	0
Wales	Prostate	Men	2008	52.80	52.23	NA	-1.6158*	0	0
Wales	Prostate	Men	2009	49.30	51.38	NA	-1.6158*	0	0
Wales	Prostate	Men	2010	48.80	50.55	NA	-1.6158*	0	0
Wales	Prostate	Men	2011	47.10	49.74	NA	-1.6158*	0	0
Wales	Prostate	Men	2012	47.10	48.93	NA	-1.6158*	0	0
Wales	Prostate	Men	2013	43.90	48.14	NA	-1.6158*	0	0
Wales	Prostate	Men	2014	50.40	47.36	NA	-1.6158*	0	0
Wales	Prostate	Men	2015	44.90	46.60	NA	-1.6158*	0	0
Wales	Prostate	Men	2016	46.50	45.84	NA	-1.6158*	0	0
Wales	Prostate	Men	2017	46.50	45.10	NA	-1.6158*	0	0
Wales	Prostate	Men	2018	46.90	44.38	NA	-1.6158*	0	0
Wales	Prostate	Men	2019	44.40	43.66	NA	-1.6158*	0	0
