"Sex"	"Cancer Type"	"Year"	"ASR (Europe)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Women	Bowel Cancer (C18-C20)	2005	24.54	24.55	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2006	24.34	24.22	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2007	24.15	23.89	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2008	23.72	23.57	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2009	23.15	23.26	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2010	22.62	22.94	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2011	22.55	22.63	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2012	22.38	22.33	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2013	22.22	22.03	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2014	21.68	21.73	Joinpoint 5	NA	5	5
Women	Bowel Cancer (C18-C20)	2015	21.62	21.67	NA	-0.2892	5	5
Women	Bowel Cancer (C18-C20)	2016	21.53	21.61	NA	-0.2892	5	5
Women	Bowel Cancer (C18-C20)	2017	21.61	21.54	NA	-0.2892	5	5
Women	Breast Cancer (C50)	1976	53.39	53.33	NA	0.6952*	7	7
Women	Breast Cancer (C50)	1977	53.73	53.70	NA	0.6952*	7	7
Women	Breast Cancer (C50)	1978	53.99	54.07	NA	0.6952*	7	7
Women	Breast Cancer (C50)	1979	54.34	54.45	NA	0.6952*	7	7
Women	Breast Cancer (C50)	1980	54.90	54.82	NA	0.6952*	7	7
Women	Breast Cancer (C50)	1981	55.19	55.21	NA	0.6952*	7	7
Women	Breast Cancer (C50)	1982	55.67	55.59	Joinpoint 1	NA	7	7
Women	Breast Cancer (C50)	1983	56.66	56.73	NA	2.0459*	7	7
Women	Breast Cancer (C50)	1984	57.91	57.89	NA	2.0459*	7	7
Women	Breast Cancer (C50)	1985	59.04	59.07	Joinpoint 2	NA	7	7
Women	Breast Cancer (C50)	1986	59.24	59.18	NA	0.1928	7	7
Women	Breast Cancer (C50)	1987	59.29	59.30	NA	0.1928	7	7
Women	Breast Cancer (C50)	1988	59.37	59.41	Joinpoint 3	NA	7	7
Women	Breast Cancer (C50)	1989	58.85	58.89	NA	-0.8790	7	7
Women	Breast Cancer (C50)	1990	58.53	58.37	NA	-0.8790	7	7
Women	Breast Cancer (C50)	1991	57.60	57.86	Joinpoint 4	NA	7	7
Women	Breast Cancer (C50)	1992	56.52	56.27	NA	-2.7514*	7	7
Women	Breast Cancer (C50)	1993	54.91	54.72	NA	-2.7514*	7	7
Women	Breast Cancer (C50)	1994	53.16	53.21	NA	-2.7514*	7	7
Women	Breast Cancer (C50)	1995	51.68	51.75	NA	-2.7514*	7	7
Women	Breast Cancer (C50)	1996	50.15	50.33	NA	-2.7514*	7	7
Women	Breast Cancer (C50)	1997	48.78	48.94	NA	-2.7514*	7	7
Women	Breast Cancer (C50)	1998	47.59	47.60	NA	-2.7514*	7	7
Women	Breast Cancer (C50)	1999	46.47	46.29	Joinpoint 5	NA	7	7
Women	Breast Cancer (C50)	2000	45.86	45.81	NA	-1.0177	7	7
Women	Breast Cancer (C50)	2001	45.30	45.35	NA	-1.0177	7	7
Women	Breast Cancer (C50)	2002	44.79	44.89	Joinpoint 6	NA	7	7
Women	Breast Cancer (C50)	2003	43.74	43.93	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2004	42.94	43.00	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2005	42.23	42.09	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2006	41.44	41.20	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2007	40.60	40.32	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2008	39.45	39.47	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2009	38.50	38.63	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2010	37.60	37.81	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2011	37.02	37.01	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2012	36.35	36.22	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2013	35.49	35.45	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2014	34.50	34.70	NA	-2.1225*	7	7
Women	Breast Cancer (C50)	2015	34.07	33.96	Joinpoint 7	NA	7	7
Women	Breast Cancer (C50)	2016	33.67	33.76	NA	-0.6004	7	7
Women	Breast Cancer (C50)	2017	33.60	33.56	NA	-0.6004	7	7
Women	Lung Cancer (C33-C34)	1976	31.21	31.21	NA	4.1477*	7	7
Women	Lung Cancer (C33-C34)	1977	32.48	32.50	NA	4.1477*	7	7
Women	Lung Cancer (C33-C34)	1978	33.89	33.85	NA	4.1477*	7	7
Women	Lung Cancer (C33-C34)	1979	35.31	35.25	Joinpoint 1	NA	7	7
Women	Lung Cancer (C33-C34)	1980	36.42	36.45	NA	3.4007*	7	7
Women	Lung Cancer (C33-C34)	1981	37.72	37.69	NA	3.4007*	7	7
Women	Lung Cancer (C33-C34)	1982	38.71	38.97	NA	3.4007*	7	7
Women	Lung Cancer (C33-C34)	1983	40.46	40.30	NA	3.4007*	7	7
Women	Lung Cancer (C33-C34)	1984	41.64	41.67	Joinpoint 2	NA	7	7
Women	Lung Cancer (C33-C34)	1985	42.81	42.64	NA	2.3239*	7	7
Women	Lung Cancer (C33-C34)	1986	43.51	43.63	NA	2.3239*	7	7
Women	Lung Cancer (C33-C34)	1987	44.61	44.64	NA	2.3239*	7	7
Women	Lung Cancer (C33-C34)	1988	45.63	45.68	Joinpoint 3	NA	7	7
Women	Lung Cancer (C33-C34)	1989	46.08	46.01	NA	0.7219*	7	7
Women	Lung Cancer (C33-C34)	1990	46.38	46.34	NA	0.7219*	7	7
Women	Lung Cancer (C33-C34)	1991	46.69	46.68	NA	0.7219*	7	7
Women	Lung Cancer (C33-C34)	1992	47.04	47.01	NA	0.7219*	7	7
Women	Lung Cancer (C33-C34)	1993	47.21	47.35	Joinpoint 4	NA	7	7
Women	Lung Cancer (C33-C34)	1994	47.31	47.35	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	1995	47.59	47.35	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	1996	47.42	47.36	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	1997	47.43	47.36	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	1998	47.26	47.36	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	1999	47.35	47.36	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	2000	47.10	47.36	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	2001	47.20	47.36	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	2002	47.52	47.37	NA	0.0032	7	7
Women	Lung Cancer (C33-C34)	2003	47.76	47.37	Joinpoint 5	NA	7	7
Women	Lung Cancer (C33-C34)	2004	48.17	48.30	NA	1.9589*	7	7
Women	Lung Cancer (C33-C34)	2005	48.98	49.24	NA	1.9589*	7	7
Women	Lung Cancer (C33-C34)	2006	50.10	50.21	NA	1.9589*	7	7
Women	Lung Cancer (C33-C34)	2007	51.17	51.19	Joinpoint 6	NA	7	7
Women	Lung Cancer (C33-C34)	2008	51.38	51.18	NA	-0.0259	7	7
Women	Lung Cancer (C33-C34)	2009	51.42	51.16	NA	-0.0259	7	7
Women	Lung Cancer (C33-C34)	2010	51.02	51.15	NA	-0.0259	7	7
Women	Lung Cancer (C33-C34)	2011	51.17	51.14	NA	-0.0259	7	7
Women	Lung Cancer (C33-C34)	2012	50.99	51.12	NA	-0.0259	7	7
Women	Lung Cancer (C33-C34)	2013	50.99	51.11	Joinpoint 7	NA	7	7
Women	Lung Cancer (C33-C34)	2014	50.45	50.47	NA	-1.2496*	7	7
Women	Lung Cancer (C33-C34)	2015	50.08	49.84	NA	-1.2496*	7	7
Women	Lung Cancer (C33-C34)	2016	49.35	49.22	NA	-1.2496*	7	7
Women	Lung Cancer (C33-C34)	2017	48.39	48.60	NA	-1.2496*	7	7
Women	Oesophageal Cancer (C15)	1976	7.44	7.49	NA	0.2171	3	3
Women	Oesophageal Cancer (C15)	1977	7.56	7.51	NA	0.2171	3	3
Women	Oesophageal Cancer (C15)	1978	7.57	7.53	NA	0.2171	3	3
Women	Oesophageal Cancer (C15)	1979	7.53	7.54	NA	0.2171	3	3
Women	Oesophageal Cancer (C15)	1980	7.51	7.56	Joinpoint 1	NA	3	3
Women	Oesophageal Cancer (C15)	1981	7.65	7.67	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1982	7.71	7.78	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1983	7.94	7.90	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1984	8.11	8.01	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1985	8.25	8.13	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1986	8.24	8.25	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1987	8.26	8.38	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1988	8.44	8.50	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1989	8.65	8.62	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1990	8.83	8.75	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1991	8.88	8.88	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1992	9.02	9.01	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1993	9.11	9.15	NA	1.4766*	3	3
Women	Oesophageal Cancer (C15)	1994	9.21	9.28	Joinpoint 2	NA	3	3
Women	Oesophageal Cancer (C15)	1995	9.21	9.24	NA	-0.4079*	3	3
Women	Oesophageal Cancer (C15)	1996	9.27	9.20	NA	-0.4079*	3	3
Women	Oesophageal Cancer (C15)	1997	9.11	9.17	NA	-0.4079*	3	3
Women	Oesophageal Cancer (C15)	1998	9.18	9.13	NA	-0.4079*	3	3
Women	Oesophageal Cancer (C15)	1999	9.13	9.09	NA	-0.4079*	3	3
Women	Oesophageal Cancer (C15)	2000	9.13	9.06	NA	-0.4079*	3	3
Women	Oesophageal Cancer (C15)	2001	9.03	9.02	NA	-0.4079*	3	3
Women	Oesophageal Cancer (C15)	2002	8.95	8.98	NA	-0.4079*	3	3
Women	Oesophageal Cancer (C15)	2003	8.92	8.95	Joinpoint 3	NA	3	3
Women	Oesophageal Cancer (C15)	2004	8.76	8.80	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2005	8.63	8.67	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2006	8.55	8.53	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2007	8.47	8.40	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2008	8.31	8.26	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2009	8.15	8.14	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2010	7.93	8.01	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2011	7.81	7.88	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2012	7.68	7.76	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2013	7.68	7.64	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2014	7.56	7.52	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2015	7.49	7.40	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2016	7.24	7.28	NA	-1.5691*	3	3
Women	Oesophageal Cancer (C15)	2017	7.16	7.17	NA	-1.5691*	3	3
Women	Pancreatic Cancer (C25)	1976	12.57	12.63	NA	-0.0060	5	5
Women	Pancreatic Cancer (C25)	1977	12.60	12.63	NA	-0.0060	5	5
Women	Pancreatic Cancer (C25)	1978	12.66	12.63	NA	-0.0060	5	5
Women	Pancreatic Cancer (C25)	1979	12.72	12.63	NA	-0.0060	5	5
Women	Pancreatic Cancer (C25)	1980	12.74	12.63	NA	-0.0060	5	5
Women	Pancreatic Cancer (C25)	1981	12.61	12.63	NA	-0.0060	5	5
Women	Pancreatic Cancer (C25)	1982	12.48	12.63	Joinpoint 1	NA	5	5
Women	Pancreatic Cancer (C25)	1983	12.72	12.73	NA	0.7601*	5	5
Women	Pancreatic Cancer (C25)	1984	12.84	12.82	NA	0.7601*	5	5
Women	Pancreatic Cancer (C25)	1985	13.03	12.92	NA	0.7601*	5	5
Women	Pancreatic Cancer (C25)	1986	13.01	13.02	NA	0.7601*	5	5
Women	Pancreatic Cancer (C25)	1987	13.08	13.12	NA	0.7601*	5	5
Women	Pancreatic Cancer (C25)	1988	13.14	13.22	Joinpoint 2	NA	5	5
Women	Pancreatic Cancer (C25)	1989	13.17	13.08	NA	-1.0594*	5	5
Women	Pancreatic Cancer (C25)	1990	12.98	12.94	NA	-1.0594*	5	5
Women	Pancreatic Cancer (C25)	1991	12.82	12.80	NA	-1.0594*	5	5
Women	Pancreatic Cancer (C25)	1992	12.58	12.67	NA	-1.0594*	5	5
Women	Pancreatic Cancer (C25)	1993	12.52	12.53	NA	-1.0594*	5	5
Women	Pancreatic Cancer (C25)	1994	12.34	12.40	NA	-1.0594*	5	5
Women	Pancreatic Cancer (C25)	1995	12.23	12.27	NA	-1.0594*	5	5
Women	Pancreatic Cancer (C25)	1996	12.13	12.14	NA	-1.0594*	5	5
Women	Pancreatic Cancer (C25)	1997	12.01	12.01	Joinpoint 3	NA	5	5
Women	Pancreatic Cancer (C25)	1998	12.10	12.10	NA	0.7283*	5	5
Women	Pancreatic Cancer (C25)	1999	12.24	12.18	NA	0.7283*	5	5
Women	Pancreatic Cancer (C25)	2000	12.41	12.27	NA	0.7283*	5	5
Women	Pancreatic Cancer (C25)	2001	12.38	12.36	NA	0.7283*	5	5
Women	Pancreatic Cancer (C25)	2002	12.38	12.45	NA	0.7283*	5	5
Women	Pancreatic Cancer (C25)	2003	12.44	12.54	NA	0.7283*	5	5
Women	Pancreatic Cancer (C25)	2004	12.67	12.63	NA	0.7283*	5	5
Women	Pancreatic Cancer (C25)	2005	12.72	12.73	Joinpoint 4	NA	5	5
Women	Pancreatic Cancer (C25)	2006	13.00	12.94	NA	1.6515*	5	5
Women	Pancreatic Cancer (C25)	2007	13.10	13.15	NA	1.6515*	5	5
Women	Pancreatic Cancer (C25)	2008	13.43	13.37	Joinpoint 5	NA	5	5
Women	Pancreatic Cancer (C25)	2009	13.32	13.38	NA	0.1280	5	5
Women	Pancreatic Cancer (C25)	2010	13.34	13.40	NA	0.1280	5	5
Women	Pancreatic Cancer (C25)	2011	13.42	13.42	NA	0.1280	5	5
Women	Pancreatic Cancer (C25)	2012	13.52	13.44	NA	0.1280	5	5
Women	Pancreatic Cancer (C25)	2013	13.57	13.45	NA	0.1280	5	5
Women	Pancreatic Cancer (C25)	2014	13.38	13.47	NA	0.1280	5	5
Women	Pancreatic Cancer (C25)	2015	13.45	13.49	NA	0.1280	5	5
Women	Pancreatic Cancer (C25)	2016	13.52	13.50	NA	0.1280	5	5
Women	Pancreatic Cancer (C25)	2017	13.53	13.52	NA	0.1280	5	5
