"","year","age_group","variable","sex","cancer_site","PAF","count","attributable","rate_type","incidence_rate"
"550",2014,"20-49","BMI","Women","MultipleMyeloma",0.0741449473702959,150,12,"Rate",1.3
"551",2015,"20-49","BMI","Women","MultipleMyeloma",0.074493608143214,131,10,"Rate",1.2
"552",2016,"20-49","BMI","Women","MultipleMyeloma",0.0745841093344579,139,11,"Rate",1.2
"553",2017,"20-49","BMI","Women","MultipleMyeloma",0.0747480040444949,159,12,"Rate",1.5
"554",2018,"20-49","BMI","Women","MultipleMyeloma",0.0749555695011894,163,13,"Rate",1.5
"555",2019,"20-49","BMI","Women","MultipleMyeloma",0.0757117696392511,147,12,"Rate",1.3
"556",2005,"20-49","BMI","Women","MultipleMyeloma",0.062737435941659,65,5,"attributable_rate",0.0376424615649954
"557",2006,"20-49","BMI","Women","MultipleMyeloma",0.0635196726056101,76,5,"attributable_rate",0.0444637708239271
"558",2007,"20-49","BMI","Women","MultipleMyeloma",0.065453323280905,77,6,"attributable_rate",0.0458173262966335
"559",2008,"20-49","BMI","Women","MultipleMyeloma",0.0668212863341347,101,7,"attributable_rate",0.0601391577007212
"560",2009,"20-49","BMI","Women","MultipleMyeloma",0.0675312554899736,90,7,"attributable_rate",0.0540250043919789
"561",2010,"20-49","BMI","Women","MultipleMyeloma",0.0693454132681609,99,7,"attributable_rate",0.0624108719413448
"562",2011,"20-49","BMI","Women","MultipleMyeloma",0.0715920715441619,98,8,"attributable_rate",0.0644328643897457
"563",2012,"20-49","BMI","Women","MultipleMyeloma",0.0733786317348496,117,9,"attributable_rate",0.0733786317348496
"564",2013,"20-49","BMI","Women","MultipleMyeloma",0.0740579886464481,156,12,"attributable_rate",0.103681184105027
"565",2014,"20-49","BMI","Women","MultipleMyeloma",0.0741449473702959,150,12,"attributable_rate",0.0963884315813847
"566",2015,"20-49","BMI","Women","MultipleMyeloma",0.074493608143214,131,10,"attributable_rate",0.0893923297718568
"567",2016,"20-49","BMI","Women","MultipleMyeloma",0.0745841093344579,139,11,"attributable_rate",0.0895009312013494
"568",2017,"20-49","BMI","Women","MultipleMyeloma",0.0747480040444949,159,12,"attributable_rate",0.112122006066742
"569",2018,"20-49","BMI","Women","MultipleMyeloma",0.0749555695011894,163,13,"attributable_rate",0.112433354251784
"570",2019,"20-49","BMI","Women","MultipleMyeloma",0.0757117696392511,147,12,"attributable_rate",0.0984253005310264
"571",2005,"20-49","BMI","Women","MultipleMyeloma",0.062737435941659,65,5,"non_attributable_rate",0.562357538435005
"572",2006,"20-49","BMI","Women","MultipleMyeloma",0.0635196726056101,76,5,"non_attributable_rate",0.655536229176073
"573",2007,"20-49","BMI","Women","MultipleMyeloma",0.065453323280905,77,6,"non_attributable_rate",0.654182673703366
"574",2008,"20-49","BMI","Women","MultipleMyeloma",0.0668212863341347,101,7,"non_attributable_rate",0.839860842299279
"575",2009,"20-49","BMI","Women","MultipleMyeloma",0.0675312554899736,90,7,"non_attributable_rate",0.745974995608021
"576",2010,"20-49","BMI","Women","MultipleMyeloma",0.0693454132681609,99,7,"non_attributable_rate",0.837589128058655
"577",2011,"20-49","BMI","Women","MultipleMyeloma",0.0715920715441619,98,8,"non_attributable_rate",0.835567135610254
"578",2012,"20-49","BMI","Women","MultipleMyeloma",0.0733786317348496,117,9,"non_attributable_rate",0.92662136826515
"579",2013,"20-49","BMI","Women","MultipleMyeloma",0.0740579886464481,156,12,"non_attributable_rate",1.29631881589497
"580",2014,"20-49","BMI","Women","MultipleMyeloma",0.0741449473702959,150,12,"non_attributable_rate",1.20361156841862
"581",2015,"20-49","BMI","Women","MultipleMyeloma",0.074493608143214,131,10,"non_attributable_rate",1.11060767022814
"582",2016,"20-49","BMI","Women","MultipleMyeloma",0.0745841093344579,139,11,"non_attributable_rate",1.11049906879865
"583",2017,"20-49","BMI","Women","MultipleMyeloma",0.0747480040444949,159,12,"non_attributable_rate",1.38787799393326
"584",2018,"20-49","BMI","Women","MultipleMyeloma",0.0749555695011894,163,13,"non_attributable_rate",1.38756664574822
"585",2019,"20-49","BMI","Women","MultipleMyeloma",0.0757117696392511,147,12,"non_attributable_rate",1.20157469946897
"586",2005,"20-49","BMI","Women","Pancreas",0.0794904576931843,104,9,"Rate",1
"587",2006,"20-49","BMI","Women","Pancreas",0.0804929664392421,131,11,"Rate",1.2
"588",2007,"20-49","BMI","Women","Pancreas",0.0829732360768189,116,10,"Rate",1.1
"589",2008,"20-49","BMI","Women","Pancreas",0.0847245085204795,116,10,"Rate",1.1
"590",2009,"20-49","BMI","Women","Pancreas",0.0856306438916249,121,11,"Rate",1.1
"591",2010,"20-49","BMI","Women","Pancreas",0.0879468303214387,126,12,"Rate",1.1
"592",2011,"20-49","BMI","Women","Pancreas",0.0908020001035423,134,13,"Rate",1.2
"593",2012,"20-49","BMI","Women","Pancreas",0.0930868241001187,137,13,"Rate",1.2
"594",2013,"20-49","BMI","Women","Pancreas",0.0939142126609355,156,15,"Rate",1.4
"595",2014,"20-49","BMI","Women","Pancreas",0.0940717635441104,140,14,"Rate",1.3
"596",2015,"20-49","BMI","Women","Pancreas",0.0945136136386929,155,15,"Rate",1.4
"597",2016,"20-49","BMI","Women","Pancreas",0.0946433668556476,152,15,"Rate",1.4
"598",2017,"20-49","BMI","Women","Pancreas",0.0948438220771753,141,14,"Rate",1.3
"599",2018,"20-49","BMI","Women","Pancreas",0.0951201139600564,157,15,"Rate",1.4
"600",2019,"20-49","BMI","Women","Pancreas",0.0961195022327965,165,16,"Rate",1.5
"601",2005,"20-49","BMI","Women","Pancreas",0.0794904576931843,104,9,"attributable_rate",0.0794904576931843
"602",2006,"20-49","BMI","Women","Pancreas",0.0804929664392421,131,11,"attributable_rate",0.0965915597270905
"603",2007,"20-49","BMI","Women","Pancreas",0.0829732360768189,116,10,"attributable_rate",0.0912705596845008
"604",2008,"20-49","BMI","Women","Pancreas",0.0847245085204795,116,10,"attributable_rate",0.0931969593725274
"605",2009,"20-49","BMI","Women","Pancreas",0.0856306438916249,121,11,"attributable_rate",0.0941937082807874
"606",2010,"20-49","BMI","Women","Pancreas",0.0879468303214387,126,12,"attributable_rate",0.0967415133535826
"607",2011,"20-49","BMI","Women","Pancreas",0.0908020001035423,134,13,"attributable_rate",0.108962400124251
"608",2012,"20-49","BMI","Women","Pancreas",0.0930868241001187,137,13,"attributable_rate",0.111704188920142
"609",2013,"20-49","BMI","Women","Pancreas",0.0939142126609355,156,15,"attributable_rate",0.13147989772531
"610",2014,"20-49","BMI","Women","Pancreas",0.0940717635441104,140,14,"attributable_rate",0.122293292607344
"611",2015,"20-49","BMI","Women","Pancreas",0.0945136136386929,155,15,"attributable_rate",0.13231905909417
"612",2016,"20-49","BMI","Women","Pancreas",0.0946433668556476,152,15,"attributable_rate",0.132500713597907
"613",2017,"20-49","BMI","Women","Pancreas",0.0948438220771753,141,14,"attributable_rate",0.123296968700328
"614",2018,"20-49","BMI","Women","Pancreas",0.0951201139600564,157,15,"attributable_rate",0.133168159544079
"615",2019,"20-49","BMI","Women","Pancreas",0.0961195022327965,165,16,"attributable_rate",0.144179253349195
"616",2005,"20-49","BMI","Women","Pancreas",0.0794904576931843,104,9,"non_attributable_rate",0.920509542306816
"617",2006,"20-49","BMI","Women","Pancreas",0.0804929664392421,131,11,"non_attributable_rate",1.10340844027291
"618",2007,"20-49","BMI","Women","Pancreas",0.0829732360768189,116,10,"non_attributable_rate",1.0087294403155
"619",2008,"20-49","BMI","Women","Pancreas",0.0847245085204795,116,10,"non_attributable_rate",1.00680304062747
"620",2009,"20-49","BMI","Women","Pancreas",0.0856306438916249,121,11,"non_attributable_rate",1.00580629171921
"621",2010,"20-49","BMI","Women","Pancreas",0.0879468303214387,126,12,"non_attributable_rate",1.00325848664642
"622",2011,"20-49","BMI","Women","Pancreas",0.0908020001035423,134,13,"non_attributable_rate",1.09103759987575
"623",2012,"20-49","BMI","Women","Pancreas",0.0930868241001187,137,13,"non_attributable_rate",1.08829581107986
"624",2013,"20-49","BMI","Women","Pancreas",0.0939142126609355,156,15,"non_attributable_rate",1.26852010227469
"625",2014,"20-49","BMI","Women","Pancreas",0.0940717635441104,140,14,"non_attributable_rate",1.17770670739266
"626",2015,"20-49","BMI","Women","Pancreas",0.0945136136386929,155,15,"non_attributable_rate",1.26768094090583
"627",2016,"20-49","BMI","Women","Pancreas",0.0946433668556476,152,15,"non_attributable_rate",1.26749928640209
"628",2017,"20-49","BMI","Women","Pancreas",0.0948438220771753,141,14,"non_attributable_rate",1.17670303129967
"629",2018,"20-49","BMI","Women","Pancreas",0.0951201139600564,157,15,"non_attributable_rate",1.26683184045592
"630",2019,"20-49","BMI","Women","Pancreas",0.0961195022327965,165,16,"non_attributable_rate",1.35582074665081
"631",2005,"20-49","BMI","Women","Thyroid",0.0657258165190116,539,36,"Rate",5.1
"632",2006,"20-49","BMI","Women","Thyroid",0.0667066714834879,652,44,"Rate",6.1
"633",2007,"20-49","BMI","Women","Thyroid",0.0691535767355763,671,47,"Rate",6.2
"634",2008,"20-49","BMI","Women","Thyroid",0.0708746108862493,712,51,"Rate",6.5
"635",2009,"20-49","BMI","Women","Thyroid",0.0717552499391577,741,54,"Rate",6.8
"636",2010,"20-49","BMI","Women","Thyroid",0.0740188997152904,820,61,"Rate",7.4
"637",2011,"20-49","BMI","Women","Thyroid",0.0767663571045257,877,68,"Rate",7.9
"638",2012,"20-49","BMI","Women","Thyroid",0.0790458152101532,962,77,"Rate",8.7
"639",2013,"20-49","BMI","Women","Thyroid",0.0796838847554585,1042,84,"Rate",9.4
"640",2014,"20-49","BMI","Women","Thyroid",0.0800548517806764,1012,82,"Rate",9.2
"641",2015,"20-49","BMI","Women","Thyroid",0.0804795530377347,1072,87,"Rate",9.7
"642",2016,"20-49","BMI","Women","Thyroid",0.0806741900506759,1175,95,"Rate",10.7
"643",2017,"20-49","BMI","Women","Thyroid",0.0808334993917533,1158,94,"Rate",10.5
"644",2018,"20-49","BMI","Women","Thyroid",0.0811609320183754,1192,97,"Rate",10.9
"645",2019,"20-49","BMI","Women","Thyroid",0.0823149557537231,1224,101,"Rate",11.2
"646",2005,"20-49","BMI","Women","Thyroid",0.0657258165190116,539,36,"attributable_rate",0.335201664246959
"647",2006,"20-49","BMI","Women","Thyroid",0.0667066714834879,652,44,"attributable_rate",0.406910696049276
"648",2007,"20-49","BMI","Women","Thyroid",0.0691535767355763,671,47,"attributable_rate",0.428752175760573
"649",2008,"20-49","BMI","Women","Thyroid",0.0708746108862493,712,51,"attributable_rate",0.46068497076062
"650",2009,"20-49","BMI","Women","Thyroid",0.0717552499391577,741,54,"attributable_rate",0.487935699586272
"651",2010,"20-49","BMI","Women","Thyroid",0.0740188997152904,820,61,"attributable_rate",0.547739857893149
"652",2011,"20-49","BMI","Women","Thyroid",0.0767663571045257,877,68,"attributable_rate",0.606454221125753
"653",2012,"20-49","BMI","Women","Thyroid",0.0790458152101532,962,77,"attributable_rate",0.687698592328333
"654",2013,"20-49","BMI","Women","Thyroid",0.0796838847554585,1042,84,"attributable_rate",0.74902851670131
"655",2014,"20-49","BMI","Women","Thyroid",0.0800548517806764,1012,82,"attributable_rate",0.736504636382223
"656",2015,"20-49","BMI","Women","Thyroid",0.0804795530377347,1072,87,"attributable_rate",0.780651664466027
"657",2016,"20-49","BMI","Women","Thyroid",0.0806741900506759,1175,95,"attributable_rate",0.863213833542232
"658",2017,"20-49","BMI","Women","Thyroid",0.0808334993917533,1158,94,"attributable_rate",0.848751743613409
"659",2018,"20-49","BMI","Women","Thyroid",0.0811609320183754,1192,97,"attributable_rate",0.884654159000292
"660",2019,"20-49","BMI","Women","Thyroid",0.0823149557537231,1224,101,"attributable_rate",0.921927504441699
"661",2005,"20-49","BMI","Women","Thyroid",0.0657258165190116,539,36,"non_attributable_rate",4.76479833575304
"662",2006,"20-49","BMI","Women","Thyroid",0.0667066714834879,652,44,"non_attributable_rate",5.69308930395072
"663",2007,"20-49","BMI","Women","Thyroid",0.0691535767355763,671,47,"non_attributable_rate",5.77124782423943
"664",2008,"20-49","BMI","Women","Thyroid",0.0708746108862493,712,51,"non_attributable_rate",6.03931502923938
"665",2009,"20-49","BMI","Women","Thyroid",0.0717552499391577,741,54,"non_attributable_rate",6.31206430041373
"666",2010,"20-49","BMI","Women","Thyroid",0.0740188997152904,820,61,"non_attributable_rate",6.85226014210685
"667",2011,"20-49","BMI","Women","Thyroid",0.0767663571045257,877,68,"non_attributable_rate",7.29354577887425
"668",2012,"20-49","BMI","Women","Thyroid",0.0790458152101532,962,77,"non_attributable_rate",8.01230140767167
"669",2013,"20-49","BMI","Women","Thyroid",0.0796838847554585,1042,84,"non_attributable_rate",8.65097148329869
"670",2014,"20-49","BMI","Women","Thyroid",0.0800548517806764,1012,82,"non_attributable_rate",8.46349536361778
"671",2015,"20-49","BMI","Women","Thyroid",0.0804795530377347,1072,87,"non_attributable_rate",8.91934833553397
"672",2016,"20-49","BMI","Women","Thyroid",0.0806741900506759,1175,95,"non_attributable_rate",9.83678616645777
"673",2017,"20-49","BMI","Women","Thyroid",0.0808334993917533,1158,94,"non_attributable_rate",9.65124825638659
"674",2018,"20-49","BMI","Women","Thyroid",0.0811609320183754,1192,97,"non_attributable_rate",10.0153458409997
"675",2019,"20-49","BMI","Women","Thyroid",0.0823149557537231,1224,101,"non_attributable_rate",10.2780724955583
"676",2005,"50+","BMI","Men","Colorectum",0.167669859304112,15941,2673,"Rate",202.9
"677",2006,"50+","BMI","Men","Colorectum",0.169565044712829,16320,2768,"Rate",205.4
"678",2007,"50+","BMI","Men","Colorectum",0.173093871794744,16679,2888,"Rate",207.2
"679",2008,"50+","BMI","Men","Colorectum",0.173870952526417,17622,3064,"Rate",215.4
"680",2009,"50+","BMI","Men","Colorectum",0.177652208864836,17935,3187,"Rate",215.7
"681",2010,"50+","BMI","Men","Colorectum",0.180642076178091,18359,3317,"Rate",216.9
"682",2011,"50+","BMI","Men","Colorectum",0.185529157753167,18703,3470,"Rate",217
"683",2012,"50+","BMI","Men","Colorectum",0.187489901470723,19095,3581,"Rate",217.3
"684",2013,"50+","BMI","Men","Colorectum",0.18992941089768,18486,3512,"Rate",206.3
"685",2014,"50+","BMI","Men","Colorectum",0.189022050745458,18228,3446,"Rate",199.2
"686",2015,"50+","BMI","Men","Colorectum",0.190107417974744,18733,3562,"Rate",200.8
"687",2016,"50+","BMI","Men","Colorectum",0.190793637950408,19043,3634,"Rate",200.2
"688",2017,"50+","BMI","Men","Colorectum",0.195052510708602,18917,3690,"Rate",195.4
"689",2018,"50+","BMI","Men","Colorectum",0.1964874844967,19480,3828,"Rate",198.1
"690",2019,"50+","BMI","Men","Colorectum",0.199204479224546,20255,4035,"Rate",202.5
"691",2005,"50+","BMI","Men","Colorectum",0.167669859304112,15941,2673,"attributable_rate",34.0202144528043
"692",2006,"50+","BMI","Men","Colorectum",0.169565044712829,16320,2768,"attributable_rate",34.8286601840151
"693",2007,"50+","BMI","Men","Colorectum",0.173093871794744,16679,2888,"attributable_rate",35.8650502358709
"694",2008,"50+","BMI","Men","Colorectum",0.173870952526417,17622,3064,"attributable_rate",37.4518031741903
"695",2009,"50+","BMI","Men","Colorectum",0.177652208864836,17935,3187,"attributable_rate",38.3195814521451
"696",2010,"50+","BMI","Men","Colorectum",0.180642076178091,18359,3317,"attributable_rate",39.1812663230279
"697",2011,"50+","BMI","Men","Colorectum",0.185529157753167,18703,3470,"attributable_rate",40.2598272324373
"698",2012,"50+","BMI","Men","Colorectum",0.187489901470723,19095,3581,"attributable_rate",40.7415555895882
"699",2013,"50+","BMI","Men","Colorectum",0.18992941089768,18486,3512,"attributable_rate",39.1824374681913
"700",2014,"50+","BMI","Men","Colorectum",0.189022050745458,18228,3446,"attributable_rate",37.6531925084952
"701",2015,"50+","BMI","Men","Colorectum",0.190107417974744,18733,3562,"attributable_rate",38.1735695293285
"702",2016,"50+","BMI","Men","Colorectum",0.190793637950408,19043,3634,"attributable_rate",38.1968863176718
"703",2017,"50+","BMI","Men","Colorectum",0.195052510708602,18917,3690,"attributable_rate",38.1132605924608
"704",2018,"50+","BMI","Men","Colorectum",0.1964874844967,19480,3828,"attributable_rate",38.9241706787963
"705",2019,"50+","BMI","Men","Colorectum",0.199204479224546,20255,4035,"attributable_rate",40.3389070429706
"706",2005,"50+","BMI","Men","Colorectum",0.167669859304112,15941,2673,"non_attributable_rate",168.879785547196
"707",2006,"50+","BMI","Men","Colorectum",0.169565044712829,16320,2768,"non_attributable_rate",170.571339815985
"708",2007,"50+","BMI","Men","Colorectum",0.173093871794744,16679,2888,"non_attributable_rate",171.334949764129
"709",2008,"50+","BMI","Men","Colorectum",0.173870952526417,17622,3064,"non_attributable_rate",177.94819682581
"710",2009,"50+","BMI","Men","Colorectum",0.177652208864836,17935,3187,"non_attributable_rate",177.380418547855
"711",2010,"50+","BMI","Men","Colorectum",0.180642076178091,18359,3317,"non_attributable_rate",177.718733676972
"712",2011,"50+","BMI","Men","Colorectum",0.185529157753167,18703,3470,"non_attributable_rate",176.740172767563
"713",2012,"50+","BMI","Men","Colorectum",0.187489901470723,19095,3581,"non_attributable_rate",176.558444410412
"714",2013,"50+","BMI","Men","Colorectum",0.18992941089768,18486,3512,"non_attributable_rate",167.117562531809
"715",2014,"50+","BMI","Men","Colorectum",0.189022050745458,18228,3446,"non_attributable_rate",161.546807491505
"716",2015,"50+","BMI","Men","Colorectum",0.190107417974744,18733,3562,"non_attributable_rate",162.626430470671
"717",2016,"50+","BMI","Men","Colorectum",0.190793637950408,19043,3634,"non_attributable_rate",162.003113682328
"718",2017,"50+","BMI","Men","Colorectum",0.195052510708602,18917,3690,"non_attributable_rate",157.286739407539
"719",2018,"50+","BMI","Men","Colorectum",0.1964874844967,19480,3828,"non_attributable_rate",159.175829321204
"720",2019,"50+","BMI","Men","Colorectum",0.199204479224546,20255,4035,"non_attributable_rate",162.161092957029
"721",2005,"50+","BMI","Men","Gallbladder",0.10046561570479,440,45,"Rate",5.6
"722",2006,"50+","BMI","Men","Gallbladder",0.102706177812046,517,54,"Rate",6.5
"723",2007,"50+","BMI","Men","Gallbladder",0.105743817380845,536,57,"Rate",6.7
"724",2008,"50+","BMI","Men","Gallbladder",0.106606742005359,595,64,"Rate",7.3
"725",2009,"50+","BMI","Men","Gallbladder",0.111385286417762,534,60,"Rate",6.5
"726",2010,"50+","BMI","Men","Gallbladder",0.116488366667182,620,73,"Rate",7.3
"727",2011,"50+","BMI","Men","Gallbladder",0.12397489857103,634,79,"Rate",7.4
"728",2012,"50+","BMI","Men","Gallbladder",0.127839367254084,648,83,"Rate",7.4
"729",2013,"50+","BMI","Men","Gallbladder",0.132631377907653,764,102,"Rate",8.5
"730",2014,"50+","BMI","Men","Gallbladder",0.132184874900349,688,91,"Rate",7.5
"731",2015,"50+","BMI","Men","Gallbladder",0.134577779407305,730,99,"Rate",7.8
"732",2016,"50+","BMI","Men","Gallbladder",0.137075652621952,756,104,"Rate",7.9
"733",2017,"50+","BMI","Men","Gallbladder",0.143923900969862,750,108,"Rate",7.7
"734",2018,"50+","BMI","Men","Gallbladder",0.145541256588079,879,128,"Rate",8.9
"735",2019,"50+","BMI","Men","Gallbladder",0.148802673158289,880,131,"Rate",8.8
"736",2005,"50+","BMI","Men","Gallbladder",0.10046561570479,440,45,"attributable_rate",0.562607447946823
"737",2006,"50+","BMI","Men","Gallbladder",0.102706177812046,517,54,"attributable_rate",0.667590155778296
"738",2007,"50+","BMI","Men","Gallbladder",0.105743817380845,536,57,"attributable_rate",0.708483576451661
"739",2008,"50+","BMI","Men","Gallbladder",0.106606742005359,595,64,"attributable_rate",0.778229216639117
"740",2009,"50+","BMI","Men","Gallbladder",0.111385286417762,534,60,"attributable_rate",0.724004361715456
"741",2010,"50+","BMI","Men","Gallbladder",0.116488366667182,620,73,"attributable_rate",0.850365076670432
"742",2011,"50+","BMI","Men","Gallbladder",0.12397489857103,634,79,"attributable_rate",0.917414249425621
"743",2012,"50+","BMI","Men","Gallbladder",0.127839367254084,648,83,"attributable_rate",0.946011317680222
"744",2013,"50+","BMI","Men","Gallbladder",0.132631377907653,764,102,"attributable_rate",1.12736671221505
"745",2014,"50+","BMI","Men","Gallbladder",0.132184874900349,688,91,"attributable_rate",0.991386561752616
"746",2015,"50+","BMI","Men","Gallbladder",0.134577779407305,730,99,"attributable_rate",1.04970667937698
"747",2016,"50+","BMI","Men","Gallbladder",0.137075652621952,756,104,"attributable_rate",1.08289765571342
"748",2017,"50+","BMI","Men","Gallbladder",0.143923900969862,750,108,"attributable_rate",1.10821403746794
"749",2018,"50+","BMI","Men","Gallbladder",0.145541256588079,879,128,"attributable_rate",1.2953171836339
"750",2019,"50+","BMI","Men","Gallbladder",0.148802673158289,880,131,"attributable_rate",1.30946352379294
"751",2005,"50+","BMI","Men","Gallbladder",0.10046561570479,440,45,"non_attributable_rate",5.03739255205318
"752",2006,"50+","BMI","Men","Gallbladder",0.102706177812046,517,54,"non_attributable_rate",5.8324098442217
"753",2007,"50+","BMI","Men","Gallbladder",0.105743817380845,536,57,"non_attributable_rate",5.99151642354834
"754",2008,"50+","BMI","Men","Gallbladder",0.106606742005359,595,64,"non_attributable_rate",6.52177078336088
"755",2009,"50+","BMI","Men","Gallbladder",0.111385286417762,534,60,"non_attributable_rate",5.77599563828454
"756",2010,"50+","BMI","Men","Gallbladder",0.116488366667182,620,73,"non_attributable_rate",6.44963492332957
"757",2011,"50+","BMI","Men","Gallbladder",0.12397489857103,634,79,"non_attributable_rate",6.48258575057438
"758",2012,"50+","BMI","Men","Gallbladder",0.127839367254084,648,83,"non_attributable_rate",6.45398868231978
"759",2013,"50+","BMI","Men","Gallbladder",0.132631377907653,764,102,"non_attributable_rate",7.37263328778495
"760",2014,"50+","BMI","Men","Gallbladder",0.132184874900349,688,91,"non_attributable_rate",6.50861343824738
"761",2015,"50+","BMI","Men","Gallbladder",0.134577779407305,730,99,"non_attributable_rate",6.75029332062302
"762",2016,"50+","BMI","Men","Gallbladder",0.137075652621952,756,104,"non_attributable_rate",6.81710234428658
"763",2017,"50+","BMI","Men","Gallbladder",0.143923900969862,750,108,"non_attributable_rate",6.59178596253206
"764",2018,"50+","BMI","Men","Gallbladder",0.145541256588079,879,128,"non_attributable_rate",7.6046828163661
"765",2019,"50+","BMI","Men","Gallbladder",0.148802673158289,880,131,"non_attributable_rate",7.49053647620706
"766",2005,"50+","BMI","Men","Kidney",0.190299352718469,3064,584,"Rate",39
"767",2006,"50+","BMI","Men","Kidney",0.192659338226334,3299,636,"Rate",41.5
"768",2007,"50+","BMI","Men","Kidney",0.196746287681438,3492,688,"Rate",43.4
"769",2008,"50+","BMI","Men","Kidney",0.197696421928218,3649,722,"Rate",44.6
"770",2009,"50+","BMI","Men","Kidney",0.202466146579633,3744,759,"Rate",45
"771",2010,"50+","BMI","Men","Kidney",0.206579199652005,3882,802,"Rate",45.9
"772",2011,"50+","BMI","Men","Kidney",0.213061428579761,4166,888,"Rate",48.3
"773",2012,"50+","BMI","Men","Kidney",0.215884593062511,4439,959,"Rate",50.5
"774",2013,"50+","BMI","Men","Kidney",0.219389267261889,5144,1129,"Rate",57.4
"775",2014,"50+","BMI","Men","Kidney",0.218440645687116,5324,1163,"Rate",58.2
"776",2015,"50+","BMI","Men","Kidney",0.220069003483617,5319,1171,"Rate",57
"777",2016,"50+","BMI","Men","Kidney",0.221360632664676,5446,1206,"Rate",57.3
"778",2017,"50+","BMI","Men","Kidney",0.227064253894218,5252,1193,"Rate",54.3
"779",2018,"50+","BMI","Men","Kidney",0.228798701679126,5593,1280,"Rate",56.9
"780",2019,"50+","BMI","Men","Kidney",0.232131642077591,5951,1382,"Rate",59.5
"781",2005,"50+","BMI","Men","Kidney",0.190299352718469,3064,584,"attributable_rate",7.42167475602029
"782",2006,"50+","BMI","Men","Kidney",0.192659338226334,3299,636,"attributable_rate",7.99536253639284
"783",2007,"50+","BMI","Men","Kidney",0.196746287681438,3492,688,"attributable_rate",8.53878888537442
"784",2008,"50+","BMI","Men","Kidney",0.197696421928218,3649,722,"attributable_rate",8.81726041799853
"785",2009,"50+","BMI","Men","Kidney",0.202466146579633,3744,759,"attributable_rate",9.11097659608346
"786",2010,"50+","BMI","Men","Kidney",0.206579199652005,3882,802,"attributable_rate",9.48198526402702
"787",2011,"50+","BMI","Men","Kidney",0.213061428579761,4166,888,"attributable_rate",10.2908670004024
"788",2012,"50+","BMI","Men","Kidney",0.215884593062511,4439,959,"attributable_rate",10.9021719496568
"789",2013,"50+","BMI","Men","Kidney",0.219389267261889,5144,1129,"attributable_rate",12.5929439408324
"790",2014,"50+","BMI","Men","Kidney",0.218440645687116,5324,1163,"attributable_rate",12.7132455789902
"791",2015,"50+","BMI","Men","Kidney",0.220069003483617,5319,1171,"attributable_rate",12.5439331985662
"792",2016,"50+","BMI","Men","Kidney",0.221360632664676,5446,1206,"attributable_rate",12.6839642516859
"793",2017,"50+","BMI","Men","Kidney",0.227064253894218,5252,1193,"attributable_rate",12.329588986456
"794",2018,"50+","BMI","Men","Kidney",0.228798701679126,5593,1280,"attributable_rate",13.0186461255423
"795",2019,"50+","BMI","Men","Kidney",0.232131642077591,5951,1382,"attributable_rate",13.8118327036166
"796",2005,"50+","BMI","Men","Kidney",0.190299352718469,3064,584,"non_attributable_rate",31.5783252439797
"797",2006,"50+","BMI","Men","Kidney",0.192659338226334,3299,636,"non_attributable_rate",33.5046374636072
"798",2007,"50+","BMI","Men","Kidney",0.196746287681438,3492,688,"non_attributable_rate",34.8612111146256
"799",2008,"50+","BMI","Men","Kidney",0.197696421928218,3649,722,"non_attributable_rate",35.7827395820015
"800",2009,"50+","BMI","Men","Kidney",0.202466146579633,3744,759,"non_attributable_rate",35.8890234039165
"801",2010,"50+","BMI","Men","Kidney",0.206579199652005,3882,802,"non_attributable_rate",36.418014735973
"802",2011,"50+","BMI","Men","Kidney",0.213061428579761,4166,888,"non_attributable_rate",38.0091329995976
"803",2012,"50+","BMI","Men","Kidney",0.215884593062511,4439,959,"non_attributable_rate",39.5978280503432
"804",2013,"50+","BMI","Men","Kidney",0.219389267261889,5144,1129,"non_attributable_rate",44.8070560591676
"805",2014,"50+","BMI","Men","Kidney",0.218440645687116,5324,1163,"non_attributable_rate",45.4867544210098
"806",2015,"50+","BMI","Men","Kidney",0.220069003483617,5319,1171,"non_attributable_rate",44.4560668014338
"807",2016,"50+","BMI","Men","Kidney",0.221360632664676,5446,1206,"non_attributable_rate",44.6160357483141
"808",2017,"50+","BMI","Men","Kidney",0.227064253894218,5252,1193,"non_attributable_rate",41.970411013544
"809",2018,"50+","BMI","Men","Kidney",0.228798701679126,5593,1280,"non_attributable_rate",43.8813538744577
"810",2019,"50+","BMI","Men","Kidney",0.232131642077591,5951,1382,"non_attributable_rate",45.6881672963834
"811",2005,"50+","BMI","Men","Liver",0.202819403186866,1514,308,"Rate",19.3
"812",2006,"50+","BMI","Men","Liver",0.205706980486998,1662,342,"Rate",20.9
"813",2007,"50+","BMI","Men","Liver",0.210291436186484,1762,371,"Rate",21.9
"814",2008,"50+","BMI","Men","Liver",0.21143069726512,1848,391,"Rate",22.6
"815",2009,"50+","BMI","Men","Liver",0.217351246220319,2017,439,"Rate",24.3
"816",2010,"50+","BMI","Men","Liver",0.22290681808117,2192,489,"Rate",25.9
"817",2011,"50+","BMI","Men","Liver",0.231361006118825,2292,531,"Rate",26.6
"818",2012,"50+","BMI","Men","Liver",0.235314729535102,2565,604,"Rate",29.2
"819",2013,"50+","BMI","Men","Liver",0.240207402155017,2899,697,"Rate",32.4
"820",2014,"50+","BMI","Men","Liver",0.23928633908218,2989,716,"Rate",32.7
"821",2015,"50+","BMI","Men","Liver",0.241634789196127,3024,731,"Rate",32.4
