"year","sex","age_group","cancer_site","Rate","count"
2002,"Women","20-49","Kidney",1.54303797468354,153
2003,"Women","20-49","Kidney",1.78860759493671,181
2004,"Women","20-49","Kidney",1.90379746835443,194
2005,"Women","20-49","Kidney",1.9746835443038,205
2006,"Women","20-49","Kidney",1.68481012658228,176
2007,"Women","20-49","Kidney",1.83417721518987,196
2008,"Women","20-49","Kidney",2.24303797468354,241
2009,"Women","20-49","Kidney",2.23291139240506,241
2010,"Women","20-49","Kidney",1.98607594936709,216
2011,"Women","20-49","Kidney",2.37341772151899,261
2012,"Women","20-49","Kidney",2.4873417721519,271
2013,"Women","20-49","Kidney",2.92151898734177,318
2014,"Women","20-49","Kidney",2.94430379746835,321
2015,"Women","20-49","Kidney",3.03544303797468,328
2016,"Women","20-49","Kidney",3.18481012658228,341
2017,"Women","20-49","Kidney",3.00632911392405,322
2018,"Women","20-49","Kidney",3.02784810126582,319
2019,"Women","20-49","Kidney",3.29493670886076,344
2001,"Women","20-49","Larynx",0.265822784810127,26
2002,"Women","20-49","Larynx",0.212658227848101,22
2003,"Women","20-49","Larynx",0.263291139240506,27
2004,"Women","20-49","Larynx",0.159493670886076,17
2005,"Women","20-49","Larynx",0.283544303797468,29
2006,"Women","20-49","Larynx",0.245569620253165,27
2007,"Women","20-49","Larynx",0.141772151898734,17
2008,"Women","20-49","Larynx",0.230379746835443,25
2009,"Women","20-49","Larynx",0.265822784810127,31
2010,"Women","20-49","Larynx",0.177215189873418,21
2011,"Women","20-49","Larynx",0.19493670886076,26
2012,"Women","20-49","Larynx",0.275949367088608,30
2013,"Women","20-49","Larynx",0.227848101265823,27
2014,"Women","20-49","Larynx",0.19493670886076,24
2015,"Women","20-49","Larynx",0.240506329113924,25
2016,"Women","20-49","Larynx",0.227848101265823,25
2017,"Women","20-49","Larynx",0.318987341772152,37
2018,"Women","20-49","Larynx",0.230379746835443,29
2019,"Women","20-49","Larynx",0.174683544303797,19
2001,"Women","20-49","Leukaemia",2.60886075949367,262
2002,"Women","20-49","Leukaemia",2.6126582278481,263
2003,"Women","20-49","Leukaemia",3.03164556962025,309
2004,"Women","20-49","Leukaemia",2.56075949367089,264
2005,"Women","20-49","Leukaemia",2.78227848101266,295
2006,"Women","20-49","Leukaemia",2.7620253164557,291
2007,"Women","20-49","Leukaemia",2.95443037974684,319
2008,"Women","20-49","Leukaemia",2.84683544303797,310
2009,"Women","20-49","Leukaemia",2.98607594936709,326
2010,"Women","20-49","Leukaemia",2.85316455696203,314
2011,"Women","20-49","Leukaemia",2.82025316455696,314
2012,"Women","20-49","Leukaemia",3.12911392405063,344
2013,"Women","20-49","Leukaemia",3.03670886075949,336
2014,"Women","20-49","Leukaemia",3.35949367088608,369
2015,"Women","20-49","Leukaemia",3.41645569620253,376
2016,"Women","20-49","Leukaemia",3.10886075949367,337
2017,"Women","20-49","Leukaemia",3.3253164556962,362
2018,"Women","20-49","Leukaemia",3.4126582278481,371
2019,"Women","20-49","Leukaemia",3.22025316455696,346
2001,"Women","20-49","Liver",0.29620253164557,32
2002,"Women","20-49","Liver",0.458227848101266,45
2003,"Women","20-49","Liver",0.450632911392405,43
2004,"Women","20-49","Liver",0.483544303797468,49
2005,"Women","20-49","Liver",0.470886075949367,49
2006,"Women","20-49","Liver",0.529113924050633,59
2007,"Women","20-49","Liver",0.587341772151899,62
2008,"Women","20-49","Liver",0.649367088607595,72
2009,"Women","20-49","Liver",0.69620253164557,76
2010,"Women","20-49","Liver",0.537974683544304,61
2011,"Women","20-49","Liver",0.607594936708861,66
2012,"Women","20-49","Liver",0.607594936708861,66
2013,"Women","20-49","Liver",0.664556962025316,73
2014,"Women","20-49","Liver",0.737974683544304,80
2015,"Women","20-49","Liver",0.729113924050633,79
2016,"Women","20-49","Liver",0.574683544303797,66
2017,"Women","20-49","Liver",0.677215189873418,75
2018,"Women","20-49","Liver",0.782278481012658,82
2019,"Women","20-49","Liver",0.840506329113924,89
2001,"Women","20-49","Lung",4.79620253164557,454
2002,"Women","20-49","Lung",4.54556962025316,433
2003,"Women","20-49","Lung",5.1,496
2004,"Women","20-49","Lung",4.62025316455696,455
2005,"Women","20-49","Lung",4.58227848101266,464
2006,"Women","20-49","Lung",4.55189873417722,467
2007,"Women","20-49","Lung",4.3493670886076,458
2008,"Women","20-49","Lung",4.45189873417721,474
2009,"Women","20-49","Lung",4.90126582278481,528
2010,"Women","20-49","Lung",4.63417721518987,503
2011,"Women","20-49","Lung",3.95316455696203,434
2012,"Women","20-49","Lung",4.6873417721519,517
2013,"Women","20-49","Lung",4.07341772151899,449
2014,"Women","20-49","Lung",4.53291139240506,495
2015,"Women","20-49","Lung",4.75822784810127,517
2016,"Women","20-49","Lung",4.16835443037975,448
2017,"Women","20-49","Lung",3.90126582278481,418
2018,"Women","20-49","Lung",4.74050632911392,501
2019,"Women","20-49","Lung",4.48101265822785,470
2001,"Women","20-49","Melanoma",12.6873417721519,1292
2002,"Women","20-49","Melanoma",11.8620253164557,1225
2003,"Women","20-49","Melanoma",12.3303797468354,1282
2004,"Women","20-49","Melanoma",13.7506329113924,1438
2005,"Women","20-49","Melanoma",14.5696202531646,1543
2006,"Women","20-49","Melanoma",15.4354430379747,1649
2007,"Women","20-49","Melanoma",14.3670886075949,1548
2008,"Women","20-49","Melanoma",15.873417721519,1718
2009,"Women","20-49","Melanoma",15.8215189873418,1717
2010,"Women","20-49","Melanoma",16.0607594936709,1753
2011,"Women","20-49","Melanoma",15.9025316455696,1740
2012,"Women","20-49","Melanoma",16.4025316455696,1786
2013,"Women","20-49","Melanoma",17.1430379746835,1872
2014,"Women","20-49","Melanoma",17.5164556962025,1907
2015,"Women","20-49","Melanoma",16.6784810126582,1805
2016,"Women","20-49","Melanoma",17.6772151898734,1911
2017,"Women","20-49","Melanoma",16.179746835443,1742
2018,"Women","20-49","Melanoma",17.4113924050633,1868
2019,"Women","20-49","Melanoma",17.3949367088608,1864
2001,"Women","20-49","MultipleMyeloma",0.60253164556962,63
2002,"Women","20-49","MultipleMyeloma",0.669620253164557,67
2003,"Women","20-49","MultipleMyeloma",0.513924050632911,55
2004,"Women","20-49","MultipleMyeloma",0.70506329113924,71
2005,"Women","20-49","MultipleMyeloma",0.60253164556962,65
2006,"Women","20-49","MultipleMyeloma",0.706329113924051,76
2007,"Women","20-49","MultipleMyeloma",0.70126582278481,77
2008,"Women","20-49","MultipleMyeloma",0.931645569620253,101
2009,"Women","20-49","MultipleMyeloma",0.759493670886076,90
2010,"Women","20-49","MultipleMyeloma",0.883544303797468,99
2011,"Women","20-49","MultipleMyeloma",0.9,98
2012,"Women","20-49","MultipleMyeloma",1.05569620253165,117
2013,"Women","20-49","MultipleMyeloma",1.40126582278481,156
2014,"Women","20-49","MultipleMyeloma",1.32278481012658,150
2015,"Women","20-49","MultipleMyeloma",1.16582278481013,131
2016,"Women","20-49","MultipleMyeloma",1.26962025316456,139
2017,"Women","20-49","MultipleMyeloma",1.4620253164557,159
2018,"Women","20-49","MultipleMyeloma",1.51392405063291,163
2019,"Women","20-49","MultipleMyeloma",1.41139240506329,147
2001,"Women","20-49","Non-Hodgkin Lymphoma",4.79620253164557,487
2002,"Women","20-49","Non-Hodgkin Lymphoma",4.33164556962025,438
2003,"Women","20-49","Non-Hodgkin Lymphoma",4.62151898734177,472
2004,"Women","20-49","Non-Hodgkin Lymphoma",4.8,501
2005,"Women","20-49","Non-Hodgkin Lymphoma",4.29873417721519,450
2006,"Women","20-49","Non-Hodgkin Lymphoma",4.37721518987342,465
2007,"Women","20-49","Non-Hodgkin Lymphoma",4.83037974683544,516
2008,"Women","20-49","Non-Hodgkin Lymphoma",4.5746835443038,499
2009,"Women","20-49","Non-Hodgkin Lymphoma",5.09746835443038,552
2010,"Women","20-49","Non-Hodgkin Lymphoma",5.10253164556962,562
2011,"Women","20-49","Non-Hodgkin Lymphoma",5.37594936708861,593
2012,"Women","20-49","Non-Hodgkin Lymphoma",5.15316455696203,570
2013,"Women","20-49","Non-Hodgkin Lymphoma",4.78101265822785,526
2014,"Women","20-49","Non-Hodgkin Lymphoma",4.83670886075949,533
2015,"Women","20-49","Non-Hodgkin Lymphoma",4.81012658227848,526
2016,"Women","20-49","Non-Hodgkin Lymphoma",4.99493670886076,537
2017,"Women","20-49","Non-Hodgkin Lymphoma",4.61518987341772,497
2018,"Women","20-49","Non-Hodgkin Lymphoma",4.41518987341772,475
2019,"Women","20-49","Non-Hodgkin Lymphoma",5.25696202531646,560
2001,"Women","20-49","Oesophagus",0.829113924050633,78
2002,"Women","20-49","Oesophagus",0.669620253164557,64
2003,"Women","20-49","Oesophagus",0.744303797468354,76
2004,"Women","20-49","Oesophagus",0.620253164556962,65
2005,"Women","20-49","Oesophagus",0.60253164556962,63
2006,"Women","20-49","Oesophagus",0.706329113924051,73
2007,"Women","20-49","Oesophagus",0.562025316455696,58
2008,"Women","20-49","Oesophagus",0.688607594936709,74
2009,"Women","20-49","Oesophagus",0.549367088607595,63
2010,"Women","20-49","Oesophagus",0.531645569620253,59
2011,"Women","20-49","Oesophagus",0.49620253164557,58
2012,"Women","20-49","Oesophagus",0.582278481012658,65
2013,"Women","20-49","Oesophagus",0.620253164556962,72
2014,"Women","20-49","Oesophagus",0.577215189873418,61
2015,"Women","20-49","Oesophagus",0.531645569620253,58
2016,"Women","20-49","Oesophagus",0.549367088607595,58
2017,"Women","20-49","Oesophagus",0.425316455696203,49
2018,"Women","20-49","Oesophagus",0.70506329113924,76
2019,"Women","20-49","Oesophagus",0.493670886075949,51
2001,"Women","20-49","Oral",2.46835443037975,244
2002,"Women","20-49","Oral",2.07848101265823,208
2003,"Women","20-49","Oral",2.38607594936709,238
2004,"Women","20-49","Oral",2.09746835443038,213
2005,"Women","20-49","Oral",2.37848101265823,246
2006,"Women","20-49","Oral",2.54683544303797,268
2007,"Women","20-49","Oral",2.58354430379747,272
2008,"Women","20-49","Oral",2.94177215189873,317
2009,"Women","20-49","Oral",2.96708860759494,322
2010,"Women","20-49","Oral",2.82405063291139,305
2011,"Women","20-49","Oral",2.57974683544304,283
2012,"Women","20-49","Oral",3.09240506329114,339
2013,"Women","20-49","Oral",2.89113924050633,317
2014,"Women","20-49","Oral",3.03164556962025,328
2015,"Women","20-49","Oral",3.08227848101266,333
2016,"Women","20-49","Oral",3.28101265822785,356
2017,"Women","20-49","Oral",3.01772151898734,322
2018,"Women","20-49","Oral",3.2253164556962,344
2019,"Women","20-49","Oral",3.07848101265823,327
2001,"Women","20-49","Ovary",8.87848101265823,874
2002,"Women","20-49","Ovary",8.58481012658228,857
2003,"Women","20-49","Ovary",8.79873417721519,892
2004,"Women","20-49","Ovary",8.36329113924051,857
2005,"Women","20-49","Ovary",8.24050632911392,858
2006,"Women","20-49","Ovary",9.03544303797468,952
2007,"Women","20-49","Ovary",9.54936708860759,1019
2008,"Women","20-49","Ovary",9.37974683544304,1011
2009,"Women","20-49","Ovary",9.35189873417722,1018
2010,"Women","20-49","Ovary",9.54430379746835,1043
2011,"Women","20-49","Ovary",9.46329113924051,1038
2012,"Women","20-49","Ovary",10.0303797468354,1098
2013,"Women","20-49","Ovary",9.95443037974684,1085
2014,"Women","20-49","Ovary",10.0594936708861,1097
2015,"Women","20-49","Ovary",9.50126582278481,1032
2016,"Women","20-49","Ovary",10.0227848101266,1088
2017,"Women","20-49","Ovary",9.52151898734177,1034
2018,"Women","20-49","Ovary",9.82025316455696,1055
2019,"Women","20-49","Ovary",9.52405063291139,1024
2001,"Women","20-49","Pancreas",0.972151898734177,95
2002,"Women","20-49","Pancreas",1.14050632911392,112
2003,"Women","20-49","Pancreas",0.894936708860759,89
2004,"Women","20-49","Pancreas",0.858227848101266,87
2005,"Women","20-49","Pancreas",1.02784810126582,104
2006,"Women","20-49","Pancreas",1.23544303797468,131
2007,"Women","20-49","Pancreas",1.10379746835443,116
2008,"Women","20-49","Pancreas",1.08987341772152,116
2009,"Women","20-49","Pancreas",1.12151898734177,121
2010,"Women","20-49","Pancreas",1.1253164556962,126
2011,"Women","20-49","Pancreas",1.22278481012658,134
2012,"Women","20-49","Pancreas",1.21772151898734,137
2013,"Women","20-49","Pancreas",1.43164556962025,156
2014,"Women","20-49","Pancreas",1.28481012658228,140
2015,"Women","20-49","Pancreas",1.44556962025316,155
2016,"Women","20-49","Pancreas",1.37721518987342,152
2017,"Women","20-49","Pancreas",1.29620253164557,141
2018,"Women","20-49","Pancreas",1.4873417721519,157
2019,"Women","20-49","Pancreas",1.56835443037975,165
2001,"Women","20-49","Stomach",1.33670886075949,131
2002,"Women","20-49","Stomach",0.959493670886076,97
2003,"Women","20-49","Stomach",1.22658227848101,124
2004,"Women","20-49","Stomach",1.28987341772152,134
2005,"Women","20-49","Stomach",1.06582278481013,114
2006,"Women","20-49","Stomach",1.1126582278481,118
2007,"Women","20-49","Stomach",1.18607594936709,126
2008,"Women","20-49","Stomach",1.06329113924051,115
2009,"Women","20-49","Stomach",1.09113924050633,118
2010,"Women","20-49","Stomach",1.30379746835443,144
2011,"Women","20-49","Stomach",1.13417721518987,123
2012,"Women","20-49","Stomach",1.29873417721519,145
2013,"Women","20-49","Stomach",1.07594936708861,118
2014,"Women","20-49","Stomach",1.18860759493671,129
2015,"Women","20-49","Stomach",1.21392405063291,128
2016,"Women","20-49","Stomach",1.16075949367089,124
2017,"Women","20-49","Stomach",1.2,130
2018,"Women","20-49","Stomach",1.2379746835443,133
2019,"Women","20-49","Stomach",1.43291139240506,154
2001,"Women","20-49","Thyroid",3.86835443037975,403
2002,"Women","20-49","Thyroid",4.27341772151899,446
2003,"Women","20-49","Thyroid",4.38987341772152,460
2004,"Women","20-49","Thyroid",4.92025316455696,522
2005,"Women","20-49","Thyroid",5.08354430379747,539
2006,"Women","20-49","Thyroid",6.07088607594937,652
2007,"Women","20-49","Thyroid",6.23670886075949,671
2008,"Women","20-49","Thyroid",6.56708860759494,712
2009,"Women","20-49","Thyroid",6.84683544303797,741
2010,"Women","20-49","Thyroid",7.53544303797468,820
2011,"Women","20-49","Thyroid",8.04556962025316,877
2012,"Women","20-49","Thyroid",8.8253164556962,962
2013,"Women","20-49","Thyroid",9.58860759493671,1042
2014,"Women","20-49","Thyroid",9.29873417721519,1012
2015,"Women","20-49","Thyroid",9.86708860759494,1072
2016,"Women","20-49","Thyroid",10.8151898734177,1175
2017,"Women","20-49","Thyroid",10.6759493670886,1158
2018,"Women","20-49","Thyroid",11.0341772151899,1192
2019,"Women","20-49","Thyroid",11.373417721519,1224
2001,"Women","50+","Bladder",26.3089743589744,2465
2002,"Women","50+","Bladder",24.8910256410256,2347
2003,"Women","50+","Bladder",25.2448717948718,2396
2004,"Women","50+","Bladder",23.9705128205128,2289
2005,"Women","50+","Bladder",24.5205128205128,2340
2006,"Women","50+","Bladder",24.5871794871795,2380
2007,"Women","50+","Bladder",23.8346153846154,2346
2008,"Women","50+","Bladder",24.5179487179487,2434
2009,"Women","50+","Bladder",23.1230769230769,2316
2010,"Women","50+","Bladder",23.7474358974359,2389
2011,"Women","50+","Bladder",24.2051282051282,2473
2012,"Women","50+","Bladder",23.4076923076923,2434
2013,"Women","50+","Bladder",22.8538461538462,2395
2014,"Women","50+","Bladder",20.8333333333333,2244
2015,"Women","50+","Bladder",21.225641025641,2320
2016,"Women","50+","Bladder",20.9858974358974,2315
2017,"Women","50+","Bladder",20.8974358974359,2350
2018,"Women","50+","Bladder",19.8474358974359,2260
2019,"Women","50+","Bladder",20.5179487179487,2377
2001,"Women","50+","Brain and CNS",12.8589743589744,1138
2002,"Women","50+","Brain and CNS",12.5807692307692,1132
2003,"Women","50+","Brain and CNS",12.525641025641,1131
2004,"Women","50+","Brain and CNS",12.6961538461538,1148
2005,"Women","50+","Brain and CNS",12.1679487179487,1124
2006,"Women","50+","Brain and CNS",13.2474358974359,1220
2007,"Women","50+","Brain and CNS",13.4666666666667,1252
2008,"Women","50+","Brain and CNS",14.1141025641026,1330
2009,"Women","50+","Brain and CNS",14.4935897435897,1390
2010,"Women","50+","Brain and CNS",13.7794871794872,1330
2011,"Women","50+","Brain and CNS",14.7102564102564,1437
2012,"Women","50+","Brain and CNS",13.5692307692308,1362
2013,"Women","50+","Brain and CNS",14.8666666666667,1494
2014,"Women","50+","Brain and CNS",13.5782051282051,1404
2015,"Women","50+","Brain and CNS",14.0217948717949,1464
2016,"Women","50+","Brain and CNS",13.8153846153846,1477
2017,"Women","50+","Brain and CNS",13.7858974358974,1489
2018,"Women","50+","Brain and CNS",13.1525641025641,1455
2019,"Women","50+","Brain and CNS",13.6051282051282,1510
2001,"Women","50+","Breast",320.292307692308,28711
2002,"Women","50+","Breast",319.947435897436,28737
2003,"Women","50+","Breast",337.26282051282,30473
2004,"Women","50+","Breast",336.829487179487,30570
2005,"Women","50+","Breast",343.65641025641,31331
2006,"Women","50+","Breast",340.742307692308,31326
2007,"Women","50+","Breast",337.871794871795,31357
2008,"Women","50+","Breast",349.00641025641,32838
2009,"Women","50+","Breast",340.994871794872,32537
2010,"Women","50+","Breast",343.48717948718,33192
2011,"Women","50+","Breast",342.385897435897,33526
2012,"Women","50+","Breast",346.197435897436,34513
2013,"Women","50+","Breast",356.660256410256,36091
2014,"Women","50+","Breast",365.876923076923,37683
2015,"Women","50+","Breast",357.465384615385,37405
2016,"Women","50+","Breast",351.071794871795,37278
2017,"Women","50+","Breast",348.046153846154,37494
2018,"Women","50+","Breast",360.629487179487,39365
2019,"Women","50+","Breast",356.574358974359,39584
2001,"Women","50+","Cervix",13.0717948717949,1169
2002,"Women","50+","Cervix",11.9717948717949,1089
2003,"Women","50+","Cervix",12.3371794871795,1131
2004,"Women","50+","Cervix",10.7602564102564,995
2005,"Women","50+","Cervix",10.8064102564103,986
2006,"Women","50+","Cervix",10.8615384615385,1011
2007,"Women","50+","Cervix",10.4282051282051,972
2008,"Women","50+","Cervix",9.96025641025641,944
2009,"Women","50+","Cervix",10.2987179487179,980
2010,"Women","50+","Cervix",9.64871794871795,933
2011,"Women","50+","Cervix",10.0282051282051,981
2012,"Women","50+","Cervix",10.0910256410256,995
2013,"Women","50+","Cervix",10.3666666666667,1042
2014,"Women","50+","Cervix",9.27435897435898,954
2015,"Women","50+","Cervix",8.9,918
2016,"Women","50+","Cervix",9.59102564102564,1011
2017,"Women","50+","Cervix",9.52051282051282,1020
2018,"Women","50+","Cervix",9.78589743589744,1070
2019,"Women","50+","Cervix",9.73333333333333,1079
2001,"Women","50+","Colorectum",137.811538461538,12721
2002,"Women","50+","Colorectum",135.479487179487,12617
2003,"Women","50+","Colorectum",136.287179487179,12730
2004,"Women","50+","Colorectum",139.90641025641,13102
2005,"Women","50+","Colorectum",140.747435897436,13246
2006,"Women","50+","Colorectum",143.04358974359,13582
2007,"Women","50+","Colorectum",145.969230769231,13994
2008,"Women","50+","Colorectum",148.101282051282,14324
2009,"Women","50+","Colorectum",148.352564102564,14512
2010,"Women","50+","Colorectum",147.54358974359,14562
2011,"Women","50+","Colorectum",150.923076923077,15105
2012,"Women","50+","Colorectum",148.705128205128,15082
2013,"Women","50+","Colorectum",143.605128205128,14849
2014,"Women","50+","Colorectum",143.405128205128,15097
2015,"Women","50+","Colorectum",145.020512820513,15480
2016,"Women","50+","Colorectum",140.776923076923,15246
2017,"Women","50+","Colorectum",139.533333333333,15328
2018,"Women","50+","Colorectum",140.798717948718,15747
2019,"Women","50+","Colorectum",145.14358974359,16482
2001,"Women","50+","Endometrium",51.1230769230769,4497
2002,"Women","50+","Endometrium",50.8794871794872,4504
2003,"Women","50+","Endometrium",54.1666666666667,4844
2004,"Women","50+","Endometrium",53.5948717948718,4810
2005,"Women","50+","Endometrium",57.45,5182
2006,"Women","50+","Endometrium",59.5884615384615,5419
2007,"Women","50+","Endometrium",61.6076923076923,5649
2008,"Women","50+","Endometrium",62.3820512820513,5791
2009,"Women","50+","Endometrium",62.9948717948718,5898
2010,"Women","50+","Endometrium",65.9397435897436,6258
2011,"Women","50+","Endometrium",67.4538461538462,6480
2012,"Women","50+","Endometrium",67.8333333333333,6625
2013,"Women","50+","Endometrium",68.9717948717949,6854
2014,"Women","50+","Endometrium",70.1,7087
2015,"Women","50+","Endometrium",67.048717948718,6897
2016,"Women","50+","Endometrium",70.2076923076923,7339
2017,"Women","50+","Endometrium",68.2948717948718,7261
2018,"Women","50+","Endometrium",70.6948717948718,7633
2019,"Women","50+","Endometrium",68.7269230769231,7565
2001,"Women","50+","Gallbladder",6.34487179487179,587
2002,"Women","50+","Gallbladder",6.07435897435897,567
2003,"Women","50+","Gallbladder",5.97051282051282,561
2004,"Women","50+","Gallbladder",6.29615384615385,583
2005,"Women","50+","Gallbladder",6.81282051282051,641
2006,"Women","50+","Gallbladder",7.52564102564103,716
2007,"Women","50+","Gallbladder",7.52179487179487,716
2008,"Women","50+","Gallbladder",7.70641025641026,739
2009,"Women","50+","Gallbladder",8.00769230769231,785
2010,"Women","50+","Gallbladder",8.86410256410256,881
2011,"Women","50+","Gallbladder",8.52051282051282,854
2012,"Women","50+","Gallbladder",9.06282051282051,924
2013,"Women","50+","Gallbladder",9.48205128205128,982
2014,"Women","50+","Gallbladder",9.3,985
2015,"Women","50+","Gallbladder",9.34102564102564,995
2016,"Women","50+","Gallbladder",9.73717948717949,1062
2017,"Women","50+","Gallbladder",9.59102564102564,1051
2018,"Women","50+","Gallbladder",11.1153846153846,1245
2019,"Women","50+","Gallbladder",10.6589743589744,1221
2001,"Women","50+","Hodgkin Lymphoma",2.15512820512821,189
2002,"Women","50+","Hodgkin Lymphoma",2.02820512820513,180
2003,"Women","50+","Hodgkin Lymphoma",1.97051282051282,176
2004,"Women","50+","Hodgkin Lymphoma",2.18333333333333,196
2005,"Women","50+","Hodgkin Lymphoma",2.51410256410256,227
2006,"Women","50+","Hodgkin Lymphoma",2.68974358974359,250
2007,"Women","50+","Hodgkin Lymphoma",2.39230769230769,219
2008,"Women","50+","Hodgkin Lymphoma",2.55769230769231,236
2009,"Women","50+","Hodgkin Lymphoma",2.8974358974359,273
2010,"Women","50+","Hodgkin Lymphoma",2.73333333333333,258
2011,"Women","50+","Hodgkin Lymphoma",2.79615384615385,270
2012,"Women","50+","Hodgkin Lymphoma",2.92435897435897,289
2013,"Women","50+","Hodgkin Lymphoma",3.08846153846154,309
2014,"Women","50+","Hodgkin Lymphoma",3.22307692307692,332
2015,"Women","50+","Hodgkin Lymphoma",3.30128205128205,342
2016,"Women","50+","Hodgkin Lymphoma",3.06153846153846,319
2017,"Women","50+","Hodgkin Lymphoma",2.78589743589744,297
2018,"Women","50+","Hodgkin Lymphoma",3.00128205128205,327
2019,"Women","50+","Hodgkin Lymphoma",3.17307692307692,354
2001,"Women","50+","Kaposi Sarcoma",0.0384615384615385,10
2002,"Women","50+","Kaposi Sarcoma",0,4
2003,"Women","50+","Kaposi Sarcoma",0.0307692307692308,10
2004,"Women","50+","Kaposi Sarcoma",0,6
2005,"Women","50+","Kaposi Sarcoma",0,6
2006,"Women","50+","Kaposi Sarcoma",0,5
2007,"Women","50+","Kaposi Sarcoma",0.0256410256410256,5
2008,"Women","50+","Kaposi Sarcoma",0,5
2009,"Women","50+","Kaposi Sarcoma",0,7
2010,"Women","50+","Kaposi Sarcoma",0.0871794871794872,15
2011,"Women","50+","Kaposi Sarcoma",0,8
2012,"Women","50+","Kaposi Sarcoma",0,6
2013,"Women","50+","Kaposi Sarcoma",0,6
2014,"Women","50+","Kaposi Sarcoma",0.0692307692307692,11
2015,"Women","50+","Kaposi Sarcoma",0.0256410256410256,10
2016,"Women","50+","Kaposi Sarcoma",0,6
2017,"Women","50+","Kaposi Sarcoma",0,7
2018,"Women","50+","Kaposi Sarcoma",0.058974358974359,15
2019,"Women","50+","Kaposi Sarcoma",0.0307692307692308,12
2001,"Women","50+","Kidney",17.3884615384615,1571
2002,"Women","50+","Kidney",17.9576923076923,1632
2003,"Women","50+","Kidney",19.0730769230769,1736
2004,"Women","50+","Kidney",18.9307692307692,1734
2005,"Women","50+","Kidney",19.4179487179487,1788
2006,"Women","50+","Kidney",21.6910256410256,2024
2007,"Women","50+","Kidney",22.0794871794872,2062
2008,"Women","50+","Kidney",24.3025641025641,2307
2009,"Women","50+","Kidney",24.1602564102564,2329
2010,"Women","50+","Kidney",26.2076923076923,2557
2011,"Women","50+","Kidney",26.5230769230769,2598
2012,"Women","50+","Kidney",26.7692307692308,2681
2013,"Women","50+","Kidney",29.8346153846154,3038
2014,"Women","50+","Kidney",30.8961538461538,3203
2015,"Women","50+","Kidney",29.4807692307692,3098
2016,"Women","50+","Kidney",29.6615384615385,3160
2017,"Women","50+","Kidney",30.0782051282051,3264
2018,"Women","50+","Kidney",28.2974358974359,3122
2019,"Women","50+","Kidney",30.4794871794872,3419
2001,"Women","50+","Larynx",3.39358974358974,302
2002,"Women","50+","Larynx",3.19230769230769,288
2003,"Women","50+","Larynx",3.29615384615385,295
2004,"Women","50+","Larynx",2.88846153846154,262
2005,"Women","50+","Larynx",2.98076923076923,273
2006,"Women","50+","Larynx",3.10384615384615,286
2007,"Women","50+","Larynx",2.89358974358974,266
2008,"Women","50+","Larynx",3.0551282051282,284
2009,"Women","50+","Larynx",2.99487179487179,280
2010,"Women","50+","Larynx",3.12179487179487,298
2011,"Women","50+","Larynx",3.2474358974359,314
2012,"Women","50+","Larynx",3.53333333333333,347
2013,"Women","50+","Larynx",2.73333333333333,270
2014,"Women","50+","Larynx",2.84615384615385,285
2015,"Women","50+","Larynx",3.32179487179487,340
2016,"Women","50+","Larynx",2.63589743589744,274
2017,"Women","50+","Larynx",2.8025641025641,294
2018,"Women","50+","Larynx",2.67307692307692,291
2019,"Women","50+","Larynx",2.59230769230769,285
2001,"Women","50+","Leukaemia",24.5935897435897,2288
2002,"Women","50+","Leukaemia",23.951282051282,2224
2003,"Women","50+","Leukaemia",23.1974358974359,2161
2004,"Women","50+","Leukaemia",24.1282051282051,2265
2005,"Women","50+","Leukaemia",24.5897435897436,2325
2006,"Women","50+","Leukaemia",25.175641025641,2404
2007,"Women","50+","Leukaemia",24.1564102564103,2306
2008,"Women","50+","Leukaemia",26.15,2536
2009,"Women","50+","Leukaemia",27.9384615384615,2733
2010,"Women","50+","Leukaemia",27.3064102564103,2701
2011,"Women","50+","Leukaemia",28.2115384615385,2828
2012,"Women","50+","Leukaemia",27.875641025641,2850
2013,"Women","50+","Leukaemia",30.9128205128205,3188
2014,"Women","50+","Leukaemia",29.1282051282051,3051
2015,"Women","50+","Leukaemia",30.6179487179487,3252
2016,"Women","50+","Leukaemia",28.6692307692308,3096
2017,"Women","50+","Leukaemia",29.1333333333333,3209
2018,"Women","50+","Leukaemia",25.6525641025641,2863
2019,"Women","50+","Leukaemia",25.4269230769231,2899
2001,"Women","50+","Liver",8.7525641025641,811
2002,"Women","50+","Liver",8.66538461538462,814
2003,"Women","50+","Liver",8.2525641025641,778
2004,"Women","50+","Liver",9.11153846153846,856
2005,"Women","50+","Liver",9.65,914
2006,"Women","50+","Liver",10.3615384615385,981
2007,"Women","50+","Liver",10.9461538461538,1051
2008,"Women","50+","Liver",10.7679487179487,1048
2009,"Women","50+","Liver",12.6141025641026,1240
2010,"Women","50+","Liver",13.3525641025641,1331
2011,"Women","50+","Liver",13.2307692307692,1328
2012,"Women","50+","Liver",14.3679487179487,1462
2013,"Women","50+","Liver",15.6474358974359,1620
2014,"Women","50+","Liver",14.9910256410256,1596
2015,"Women","50+","Liver",15.7307692307692,1692
2016,"Women","50+","Liver",15.8615384615385,1722
2017,"Women","50+","Liver",15.5051282051282,1711
2018,"Women","50+","Liver",14.6038461538462,1642
2019,"Women","50+","Liver",17.2166666666667,1973
2001,"Women","50+","Lung",131.432051282051,11874
2002,"Women","50+","Lung",129.589743589744,11748
