"year","sex","age_group","cancer_site","Rate","count"
2015,"Men","50-64","Pancreas",18.8,924
2016,"Men","50-64","Pancreas",18.3,919
2017,"Men","50-64","Pancreas",18.9,964
2018,"Men","50-64","Pancreas",19,988
2019,"Men","50-64","Pancreas",19.1,1005
2001,"Men","50-64","Prostate",121,5141
2002,"Men","50-64","Prostate",127.8,5478
2003,"Men","50-64","Prostate",133.5,5771
2004,"Men","50-64","Prostate",156.5,6817
2005,"Men","50-64","Prostate",156.2,6878
2006,"Men","50-64","Prostate",163.9,7319
2007,"Men","50-64","Prostate",170.3,7694
2008,"Men","50-64","Prostate",174.2,7965
2009,"Men","50-64","Prostate",189.9,8778
2010,"Men","50-64","Prostate",185.5,8672
2011,"Men","50-64","Prostate",190.8,9035
2012,"Men","50-64","Prostate",187.6,8884
2013,"Men","50-64","Prostate",197.5,9425
2014,"Men","50-64","Prostate",190.9,9244
2015,"Men","50-64","Prostate",190.4,9382
2016,"Men","50-64","Prostate",183.6,9212
2017,"Men","50-64","Prostate",190.2,9721
2018,"Men","50-64","Prostate",235.2,12202
2019,"Men","50-64","Prostate",217.3,11439
2001,"Men","50-64","Stomach",22.4,953
2002,"Men","50-64","Stomach",22.6,967
2003,"Men","50-64","Stomach",18.2,785
2004,"Men","50-64","Stomach",19.8,861
2005,"Men","50-64","Stomach",18.5,816
2006,"Men","50-64","Stomach",17.2,768
2007,"Men","50-64","Stomach",17.6,793
2008,"Men","50-64","Stomach",17,778
2009,"Men","50-64","Stomach",16.6,769
2010,"Men","50-64","Stomach",15,703
2011,"Men","50-64","Stomach",15.2,720
2012,"Men","50-64","Stomach",15.2,720
2013,"Men","50-64","Stomach",13.7,654
2014,"Men","50-64","Stomach",13.2,637
2015,"Men","50-64","Stomach",13.1,644
2016,"Men","50-64","Stomach",12.8,641
2017,"Men","50-64","Stomach",12.5,638
2018,"Men","50-64","Stomach",12.5,648
2019,"Men","50-64","Stomach",13.7,722
2001,"Men","50-64","Testis",4.2,177
2002,"Men","50-64","Testis",4,170
2003,"Men","50-64","Testis",3.1,135
2004,"Men","50-64","Testis",4,174
2005,"Men","50-64","Testis",3.6,157
2006,"Men","50-64","Testis",4,179
2007,"Men","50-64","Testis",3.7,168
2008,"Men","50-64","Testis",3.9,177
2009,"Men","50-64","Testis",4.7,218
2010,"Men","50-64","Testis",4.6,217
2011,"Men","50-64","Testis",4.5,214
2012,"Men","50-64","Testis",5.1,240
2013,"Men","50-64","Testis",5.3,251
2014,"Men","50-64","Testis",5.6,270
2015,"Men","50-64","Testis",5.2,255
2016,"Men","50-64","Testis",5.2,261
2017,"Men","50-64","Testis",4.5,230
2018,"Men","50-64","Testis",5.8,301
2019,"Men","50-64","Testis",5.1,271
2001,"Men","50-64","Thyroid",2.1,88
2002,"Men","50-64","Thyroid",1.9,82
2003,"Men","50-64","Thyroid",2.1,92
2004,"Men","50-64","Thyroid",2.6,112
2005,"Men","50-64","Thyroid",2.2,97
2006,"Men","50-64","Thyroid",2.6,117
2007,"Men","50-64","Thyroid",3.3,150
2008,"Men","50-64","Thyroid",3.1,142
2009,"Men","50-64","Thyroid",3.3,153
2010,"Men","50-64","Thyroid",3.9,182
2011,"Men","50-64","Thyroid",3.4,163
2012,"Men","50-64","Thyroid",4.1,195
2013,"Men","50-64","Thyroid",4.5,215
2014,"Men","50-64","Thyroid",5.5,266
2015,"Men","50-64","Thyroid",4.8,236
2016,"Men","50-64","Thyroid",4.9,244
2017,"Men","50-64","Thyroid",5.1,261
2018,"Men","50-64","Thyroid",5.6,289
2019,"Men","50-64","Thyroid",5.3,279
2001,"Men","65+","Bladder",151.6,4998
2002,"Men","65+","Bladder",141.7,4726
2003,"Men","65+","Bladder",141.5,4772
2004,"Men","65+","Bladder",139,4743
2005,"Men","65+","Bladder",143.4,4951
2006,"Men","65+","Bladder",140.1,4877
2007,"Men","65+","Bladder",143,5049
2008,"Men","65+","Bladder",143.5,5174
2009,"Men","65+","Bladder",142.1,5251
2010,"Men","65+","Bladder",135.4,5130
2011,"Men","65+","Bladder",136.2,5286
2012,"Men","65+","Bladder",134.7,5460
2013,"Men","65+","Bladder",129.7,5430
2014,"Men","65+","Bladder",124.2,5349
2015,"Men","65+","Bladder",120.3,5295
2016,"Men","65+","Bladder",117.9,5294
2017,"Men","65+","Bladder",119.6,5464
2018,"Men","65+","Bladder",116.7,5425
2019,"Men","65+","Bladder",118.5,5613
2001,"Men","65+","Brain and CNS",25.3,837
2002,"Men","65+","Brain and CNS",25.9,864
2003,"Men","65+","Brain and CNS",25.2,849
2004,"Men","65+","Brain and CNS",27.3,933
2005,"Men","65+","Brain and CNS",27.6,953
2006,"Men","65+","Brain and CNS",26,902
2007,"Men","65+","Brain and CNS",27.2,961
2008,"Men","65+","Brain and CNS",27.4,986
2009,"Men","65+","Brain and CNS",27.6,1018
2010,"Men","65+","Brain and CNS",27.9,1055
2011,"Men","65+","Brain and CNS",26.9,1043
2012,"Men","65+","Brain and CNS",29.1,1178
2013,"Men","65+","Brain and CNS",30.1,1257
2014,"Men","65+","Brain and CNS",27.2,1174
2015,"Men","65+","Brain and CNS",28.3,1248
2016,"Men","65+","Brain and CNS",28.2,1268
2017,"Men","65+","Brain and CNS",28.9,1322
2018,"Men","65+","Brain and CNS",27.5,1279
2019,"Men","65+","Brain and CNS",27.7,1309
2001,"Men","65+","Breast",4.7,155
2002,"Men","65+","Breast",5.2,172
2003,"Men","65+","Breast",5.5,185
2004,"Men","65+","Breast",5.2,178
2005,"Men","65+","Breast",4.2,145
2006,"Men","65+","Breast",5,174
2007,"Men","65+","Breast",4.4,156
2008,"Men","65+","Breast",4.9,175
2009,"Men","65+","Breast",4.8,178
2010,"Men","65+","Breast",5.8,218
2011,"Men","65+","Breast",4.8,187
2012,"Men","65+","Breast",4.9,197
2013,"Men","65+","Breast",4.5,187
2014,"Men","65+","Breast",5.3,229
2015,"Men","65+","Breast",5.1,224
2016,"Men","65+","Breast",4.7,213
2017,"Men","65+","Breast",5.1,232
2018,"Men","65+","Breast",4.9,229
2019,"Men","65+","Breast",5,239
2001,"Men","65+","Colorectum",336.4,11092
2002,"Men","65+","Colorectum",332.4,11086
2003,"Men","65+","Colorectum",335.3,11311
2004,"Men","65+","Colorectum",346.6,11821
2005,"Men","65+","Colorectum",347.6,11999
2006,"Men","65+","Colorectum",350.7,12213
2007,"Men","65+","Colorectum",357.3,12613
2008,"Men","65+","Colorectum",365,13164
2009,"Men","65+","Colorectum",364.4,13462
2010,"Men","65+","Colorectum",362.7,13737
2011,"Men","65+","Colorectum",360.2,13983
2012,"Men","65+","Colorectum",354.2,14359
2013,"Men","65+","Colorectum",333.5,13960
2014,"Men","65+","Colorectum",322,13870
2015,"Men","65+","Colorectum",324.4,14274
2016,"Men","65+","Colorectum",319.9,14367
2017,"Men","65+","Colorectum",313.7,14332
2018,"Men","65+","Colorectum",312.1,14507
2019,"Men","65+","Colorectum",320.4,15174
2001,"Men","65+","Gallbladder",9.5,315
2002,"Men","65+","Gallbladder",8.7,291
2003,"Men","65+","Gallbladder",9.2,308
2004,"Men","65+","Gallbladder",8.9,305
2005,"Men","65+","Gallbladder",9.6,332
2006,"Men","65+","Gallbladder",11.1,389
2007,"Men","65+","Gallbladder",11.5,407
2008,"Men","65+","Gallbladder",12,431
2009,"Men","65+","Gallbladder",10.9,404
2010,"Men","65+","Gallbladder",13.1,497
2011,"Men","65+","Gallbladder",12.4,480
2012,"Men","65+","Gallbladder",12.6,512
2013,"Men","65+","Gallbladder",14.9,622
2014,"Men","65+","Gallbladder",12.7,547
2015,"Men","65+","Gallbladder",13.5,596
2016,"Men","65+","Gallbladder",13.4,604
2017,"Men","65+","Gallbladder",13.8,630
2018,"Men","65+","Gallbladder",15.3,714
2019,"Men","65+","Gallbladder",14.8,701
2001,"Men","65+","Hodgkin Lymphoma",3.2,106
2002,"Men","65+","Hodgkin Lymphoma",3.7,122
2003,"Men","65+","Hodgkin Lymphoma",3.9,131
2004,"Men","65+","Hodgkin Lymphoma",4.2,142
2005,"Men","65+","Hodgkin Lymphoma",4.5,154
2006,"Men","65+","Hodgkin Lymphoma",4,139
2007,"Men","65+","Hodgkin Lymphoma",4.3,153
2008,"Men","65+","Hodgkin Lymphoma",4.8,173
2009,"Men","65+","Hodgkin Lymphoma",5.3,197
2010,"Men","65+","Hodgkin Lymphoma",4.5,172
2011,"Men","65+","Hodgkin Lymphoma",4.6,177
2012,"Men","65+","Hodgkin Lymphoma",5,203
2013,"Men","65+","Hodgkin Lymphoma",5.4,226
2014,"Men","65+","Hodgkin Lymphoma",6.2,269
2015,"Men","65+","Hodgkin Lymphoma",5.8,255
2016,"Men","65+","Hodgkin Lymphoma",5.3,238
2017,"Men","65+","Hodgkin Lymphoma",5.6,257
2018,"Men","65+","Hodgkin Lymphoma",5.4,251
2019,"Men","65+","Hodgkin Lymphoma",5.4,256
2001,"Men","65+","Kaposi Sarcoma",0.2,8
2002,"Men","65+","Kaposi Sarcoma",0.2,7
2003,"Men","65+","Kaposi Sarcoma",0.2,6
2004,"Men","65+","Kaposi Sarcoma",0.5,18
2005,"Men","65+","Kaposi Sarcoma",0.3,10
2006,"Men","65+","Kaposi Sarcoma",0.3,9
2007,"Men","65+","Kaposi Sarcoma",0.4,15
2008,"Men","65+","Kaposi Sarcoma",0.6,22
2009,"Men","65+","Kaposi Sarcoma",0.6,24
2010,"Men","65+","Kaposi Sarcoma",0.4,14
2011,"Men","65+","Kaposi Sarcoma",0.3,10
2012,"Men","65+","Kaposi Sarcoma",0.5,19
2013,"Men","65+","Kaposi Sarcoma",0.6,26
2014,"Men","65+","Kaposi Sarcoma",0.5,21
2015,"Men","65+","Kaposi Sarcoma",0.5,24
2016,"Men","65+","Kaposi Sarcoma",0.5,23
2017,"Men","65+","Kaposi Sarcoma",0.3,14
2018,"Men","65+","Kaposi Sarcoma",0.5,23
2019,"Men","65+","Kaposi Sarcoma",0.5,23
2001,"Men","65+","Kidney",51.9,1713
2002,"Men","65+","Kidney",53.9,1796
2003,"Men","65+","Kidney",52.2,1760
2004,"Men","65+","Kidney",56.2,1916
2005,"Men","65+","Kidney",58.7,2025
2006,"Men","65+","Kidney",63.4,2207
2007,"Men","65+","Kidney",64.8,2288
2008,"Men","65+","Kidney",67,2417
2009,"Men","65+","Kidney",66.7,2465
2010,"Men","65+","Kidney",67.4,2553
2011,"Men","65+","Kidney",70.1,2719
2012,"Men","65+","Kidney",73.9,2997
2013,"Men","65+","Kidney",83.8,3508
2014,"Men","65+","Kidney",85,3662
2015,"Men","65+","Kidney",81.5,3587
2016,"Men","65+","Kidney",82.6,3712
2017,"Men","65+","Kidney",75.3,3439
2018,"Men","65+","Kidney",80.4,3736
2019,"Men","65+","Kidney",83.9,3975
2001,"Men","65+","Larynx",25.2,831
2002,"Men","65+","Larynx",23.1,771
2003,"Men","65+","Larynx",23.4,789
2004,"Men","65+","Larynx",23.9,815
2005,"Men","65+","Larynx",23.4,808
2006,"Men","65+","Larynx",22.7,789
2007,"Men","65+","Larynx",24.4,861
2008,"Men","65+","Larynx",24,866
2009,"Men","65+","Larynx",23.4,865
2010,"Men","65+","Larynx",23.3,881
2011,"Men","65+","Larynx",23.7,919
2012,"Men","65+","Larynx",23.1,936
2013,"Men","65+","Larynx",23,961
2014,"Men","65+","Larynx",22.5,968
2015,"Men","65+","Larynx",22.7,997
2016,"Men","65+","Larynx",21.2,953
2017,"Men","65+","Larynx",20.5,939
2018,"Men","65+","Larynx",18.9,880
2019,"Men","65+","Larynx",20.5,969
2001,"Men","65+","Leukaemia",65,2144
2002,"Men","65+","Leukaemia",63.8,2129
2003,"Men","65+","Leukaemia",65.9,2222
2004,"Men","65+","Leukaemia",67.9,2317
2005,"Men","65+","Leukaemia",66,2278
2006,"Men","65+","Leukaemia",71.1,2477
2007,"Men","65+","Leukaemia",67.1,2369
2008,"Men","65+","Leukaemia",73.6,2655
2009,"Men","65+","Leukaemia",77.7,2869
2010,"Men","65+","Leukaemia",73.9,2798
2011,"Men","65+","Leukaemia",74.8,2903
2012,"Men","65+","Leukaemia",79.6,3227
2013,"Men","65+","Leukaemia",89.2,3735
2014,"Men","65+","Leukaemia",81.9,3529
2015,"Men","65+","Leukaemia",82.4,3625
2016,"Men","65+","Leukaemia",80.8,3629
2017,"Men","65+","Leukaemia",80.3,3671
2018,"Men","65+","Leukaemia",70.7,3286
2019,"Men","65+","Leukaemia",69.8,3304
2001,"Men","65+","Liver",24.7,813
2002,"Men","65+","Liver",29.1,971
2003,"Men","65+","Liver",28.1,948
2004,"Men","65+","Liver",28.7,980
2005,"Men","65+","Liver",31.2,1077
2006,"Men","65+","Liver",34.7,1208
2007,"Men","65+","Liver",35.1,1238
2008,"Men","65+","Liver",37.5,1352
2009,"Men","65+","Liver",39.5,1461
2010,"Men","65+","Liver",41.5,1571
2011,"Men","65+","Liver",42.6,1653
2012,"Men","65+","Liver",46.3,1878
2013,"Men","65+","Liver",50.6,2119
2014,"Men","65+","Liver",51,2195
2015,"Men","65+","Liver",50.2,2209
2016,"Men","65+","Liver",54.6,2452
2017,"Men","65+","Liver",52.6,2405
2018,"Men","65+","Liver",55.7,2587
2019,"Men","65+","Liver",58.7,2782
2001,"Men","65+","Lung",430.5,14195
2002,"Men","65+","Lung",407.6,13593
2003,"Men","65+","Lung",398.9,13456
2004,"Men","65+","Lung",403.5,13764
2005,"Men","65+","Lung",396.1,13672
2006,"Men","65+","Lung",406.6,14158
2007,"Men","65+","Lung",400.5,14142
2008,"Men","65+","Lung",405.2,14613
2009,"Men","65+","Lung",389.9,14405
2010,"Men","65+","Lung",389,14738
2011,"Men","65+","Lung",388.9,15096
2012,"Men","65+","Lung",388.4,15744
2013,"Men","65+","Lung",381.2,15957
2014,"Men","65+","Lung",374,16105
2015,"Men","65+","Lung",367.6,16178
2016,"Men","65+","Lung",371.1,16669
2017,"Men","65+","Lung",359.8,16443
2018,"Men","65+","Lung",355.1,16508
2019,"Men","65+","Lung",353.2,16728
2001,"Men","65+","Melanoma",35.8,1181
2002,"Men","65+","Melanoma",37.5,1252
2003,"Men","65+","Melanoma",40.3,1359
2004,"Men","65+","Melanoma",44.1,1504
2005,"Men","65+","Melanoma",48.5,1675
2006,"Men","65+","Melanoma",54.2,1886
2007,"Men","65+","Melanoma",56.8,2006
2008,"Men","65+","Melanoma",67.5,2435
2009,"Men","65+","Melanoma",65.9,2435
2010,"Men","65+","Melanoma",70.8,2684
2011,"Men","65+","Melanoma",74.3,2883
2012,"Men","65+","Melanoma",78.3,3173
2013,"Men","65+","Melanoma",84.4,3533
2014,"Men","65+","Melanoma",88.8,3826
2015,"Men","65+","Melanoma",93,4095
2016,"Men","65+","Melanoma",91.7,4117
2017,"Men","65+","Melanoma",93.6,4276
2018,"Men","65+","Melanoma",99.2,4613
2019,"Men","65+","Melanoma",101.4,4802
2001,"Men","65+","MultipleMyeloma",38.9,1284
2002,"Men","65+","MultipleMyeloma",39.2,1308
2003,"Men","65+","MultipleMyeloma",40.7,1375
2004,"Men","65+","MultipleMyeloma",41,1400
2005,"Men","65+","MultipleMyeloma",41,1413
2006,"Men","65+","MultipleMyeloma",41.6,1447
2007,"Men","65+","MultipleMyeloma",43.4,1533
2008,"Men","65+","MultipleMyeloma",47.6,1714
2009,"Men","65+","MultipleMyeloma",46.5,1718
2010,"Men","65+","MultipleMyeloma",46.8,1775
2011,"Men","65+","MultipleMyeloma",46.6,1810
2012,"Men","65+","MultipleMyeloma",48.2,1955
2013,"Men","65+","MultipleMyeloma",60.1,2516
2014,"Men","65+","MultipleMyeloma",55.9,2411
2015,"Men","65+","MultipleMyeloma",55,2423
2016,"Men","65+","MultipleMyeloma",56.7,2546
2017,"Men","65+","MultipleMyeloma",58.2,2657
2018,"Men","65+","MultipleMyeloma",56.9,2645
2019,"Men","65+","MultipleMyeloma",60.6,2869
2001,"Men","65+","Non-Hodgkin Lymphoma",71.5,2356
2002,"Men","65+","Non-Hodgkin Lymphoma",72.3,2411
2003,"Men","65+","Non-Hodgkin Lymphoma",73.2,2469
2004,"Men","65+","Non-Hodgkin Lymphoma",75.9,2590
2005,"Men","65+","Non-Hodgkin Lymphoma",77.7,2682
2006,"Men","65+","Non-Hodgkin Lymphoma",81.1,2823
2007,"Men","65+","Non-Hodgkin Lymphoma",82.2,2902
2008,"Men","65+","Non-Hodgkin Lymphoma",85.5,3085
2009,"Men","65+","Non-Hodgkin Lymphoma",91.8,3392
2010,"Men","65+","Non-Hodgkin Lymphoma",88.3,3345
2011,"Men","65+","Non-Hodgkin Lymphoma",93.9,3644
2012,"Men","65+","Non-Hodgkin Lymphoma",94.5,3833
2013,"Men","65+","Non-Hodgkin Lymphoma",91.8,3841
2014,"Men","65+","Non-Hodgkin Lymphoma",91,3918
2015,"Men","65+","Non-Hodgkin Lymphoma",91.2,4016
2016,"Men","65+","Non-Hodgkin Lymphoma",91.8,4123
2017,"Men","65+","Non-Hodgkin Lymphoma",90.2,4120
2018,"Men","65+","Non-Hodgkin Lymphoma",88.9,4131
2019,"Men","65+","Non-Hodgkin Lymphoma",93,4407
2001,"Men","65+","Oesophagus",77.4,2551
2002,"Men","65+","Oesophagus",78.6,2623
2003,"Men","65+","Oesophagus",80,2698
2004,"Men","65+","Oesophagus",78.9,2690
2005,"Men","65+","Oesophagus",79.9,2758
2006,"Men","65+","Oesophagus",79.6,2773
2007,"Men","65+","Oesophagus",80.1,2827
2008,"Men","65+","Oesophagus",84.2,3037
2009,"Men","65+","Oesophagus",81,2992
2010,"Men","65+","Oesophagus",82.5,3125
2011,"Men","65+","Oesophagus",81.5,3163
2012,"Men","65+","Oesophagus",85,3444
2013,"Men","65+","Oesophagus",81.2,3398
2014,"Men","65+","Oesophagus",80.2,3454
2015,"Men","65+","Oesophagus",84.6,3722
2016,"Men","65+","Oesophagus",83.6,3753
2017,"Men","65+","Oesophagus",83.6,3818
2018,"Men","65+","Oesophagus",84.8,3941
2019,"Men","65+","Oesophagus",83.5,3957
2001,"Men","65+","Oral",34.6,1140
2002,"Men","65+","Oral",32.2,1075
2003,"Men","65+","Oral",34.8,1173
2004,"Men","65+","Oral",34.4,1175
2005,"Men","65+","Oral",35.1,1212
2006,"Men","65+","Oral",38.8,1350
2007,"Men","65+","Oral",35.5,1255
2008,"Men","65+","Oral",41.4,1494
2009,"Men","65+","Oral",43,1589
2010,"Men","65+","Oral",42.3,1604
2011,"Men","65+","Oral",42.7,1657
2012,"Men","65+","Oral",47,1906
2013,"Men","65+","Oral",46.6,1951
2014,"Men","65+","Oral",46.7,2011
2015,"Men","65+","Oral",50.3,2214
2016,"Men","65+","Oral",50.4,2262
2017,"Men","65+","Oral",48.3,2207
2018,"Men","65+","Oral",49.9,2320
2019,"Men","65+","Oral",56.2,2663
2001,"Men","65+","Pancreas",62.2,2051
2002,"Men","65+","Pancreas",63,2101
2003,"Men","65+","Pancreas",60.1,2027
2004,"Men","65+","Pancreas",66.2,2260
2005,"Men","65+","Pancreas",63.3,2185
2006,"Men","65+","Pancreas",65.9,2296
2007,"Men","65+","Pancreas",64.5,2279
2008,"Men","65+","Pancreas",68.6,2474
2009,"Men","65+","Pancreas",67.8,2505
2010,"Men","65+","Pancreas",67.8,2568
2011,"Men","65+","Pancreas",68.8,2669
2012,"Men","65+","Pancreas",71.4,2894
2013,"Men","65+","Pancreas",72.9,3052
2014,"Men","65+","Pancreas",71.2,3065
2015,"Men","65+","Pancreas",72.7,3199
2016,"Men","65+","Pancreas",75.8,3404
2017,"Men","65+","Pancreas",77,3519
2018,"Men","65+","Pancreas",75,3485
2019,"Men","65+","Pancreas",75.7,3583
2001,"Men","65+","Prostate",694.9,22914
2002,"Men","65+","Prostate",685.9,22874
2003,"Men","65+","Prostate",678.5,22891
2004,"Men","65+","Prostate",712,24288
2005,"Men","65+","Prostate",678.3,23414
2006,"Men","65+","Prostate",707.7,24640
2007,"Men","65+","Prostate",694.6,24525
2008,"Men","65+","Prostate",689.2,24857
2009,"Men","65+","Prostate",738.8,27294
2010,"Men","65+","Prostate",729.5,27634
2011,"Men","65+","Prostate",711.5,27615
2012,"Men","65+","Prostate",726.9,29464
2013,"Men","65+","Prostate",777.3,32535
2014,"Men","65+","Prostate",728.6,31377
2015,"Men","65+","Prostate",725.8,31942
2016,"Men","65+","Prostate",714.7,32099
2017,"Men","65+","Prostate",698.7,31928
2018,"Men","65+","Prostate",810.4,37672
2019,"Men","65+","Prostate",759.1,35951
2001,"Men","65+","Stomach",110.3,3636
2002,"Men","65+","Stomach",107.2,3576
2003,"Men","65+","Stomach",99.3,3350
2004,"Men","65+","Stomach",95.6,3260
2005,"Men","65+","Stomach",94.8,3274
2006,"Men","65+","Stomach",91.4,3182
2007,"Men","65+","Stomach",91.9,3244
2008,"Men","65+","Stomach",86.9,3133
2009,"Men","65+","Stomach",83.5,3085
2010,"Men","65+","Stomach",78.4,2970
2011,"Men","65+","Stomach",74.8,2904
2012,"Men","65+","Stomach",71.7,2905
2013,"Men","65+","Stomach",69.4,2903
2014,"Men","65+","Stomach",63.2,2723
2015,"Men","65+","Stomach",62.8,2762
2016,"Men","65+","Stomach",60.9,2736
2017,"Men","65+","Stomach",57.2,2615
2018,"Men","65+","Stomach",53.8,2501
2019,"Men","65+","Stomach",57.9,2740
2001,"Men","65+","Testis",1.8,61
2002,"Men","65+","Testis",1.5,51
2003,"Men","65+","Testis",1.4,46
2004,"Men","65+","Testis",1.4,49
2005,"Men","65+","Testis",1.9,66
2006,"Men","65+","Testis",1.8,61
2007,"Men","65+","Testis",1.7,61
2008,"Men","65+","Testis",1.9,67
2009,"Men","65+","Testis",2.1,78
2010,"Men","65+","Testis",1.6,60
2011,"Men","65+","Testis",2,76
2012,"Men","65+","Testis",1.6,63
2013,"Men","65+","Testis",1.9,80
2014,"Men","65+","Testis",1.6,67
2015,"Men","65+","Testis",1.8,78
2016,"Men","65+","Testis",1.9,84
2017,"Men","65+","Testis",1.9,86
2018,"Men","65+","Testis",2,92
2019,"Men","65+","Testis",1.9,89
2001,"Men","65+","Thyroid",3.7,123
2002,"Men","65+","Thyroid",3.7,124
2003,"Men","65+","Thyroid",3.2,109
2004,"Men","65+","Thyroid",3.7,125
2005,"Men","65+","Thyroid",3.9,134
2006,"Men","65+","Thyroid",4.6,159
2007,"Men","65+","Thyroid",4.6,164
2008,"Men","65+","Thyroid",4.1,147
2009,"Men","65+","Thyroid",4.7,172
2010,"Men","65+","Thyroid",5.8,218
2011,"Men","65+","Thyroid",5.7,220
2012,"Men","65+","Thyroid",5.8,237
2013,"Men","65+","Thyroid",6.2,261
2014,"Men","65+","Thyroid",6.2,267
2015,"Men","65+","Thyroid",6.4,282
2016,"Men","65+","Thyroid",6.4,286
2017,"Men","65+","Thyroid",7.5,344
2018,"Men","65+","Thyroid",7.1,332
2019,"Men","65+","Thyroid",6.6,314
2001,"Women","20-34","Bladder",0.3,15
2002,"Women","20-34","Bladder",0.1,7
2003,"Women","20-34","Bladder",0.2,8
2004,"Women","20-34","Bladder",0.2,9
2005,"Women","20-34","Bladder",0.2,9
2006,"Women","20-34","Bladder",0.1,7
2007,"Women","20-34","Bladder",0.1,5
2008,"Women","20-34","Bladder",0.1,7
2009,"Women","20-34","Bladder",0.2,10
2010,"Women","20-34","Bladder",0.1,3
2011,"Women","20-34","Bladder",0.2,9
2012,"Women","20-34","Bladder",0.2,9
2013,"Women","20-34","Bladder",0.1,7
2014,"Women","20-34","Bladder",0.1,4
2015,"Women","20-34","Bladder",0.1,6
2016,"Women","20-34","Bladder",0.1,7
2017,"Women","20-34","Bladder",0.1,4
2018,"Women","20-34","Bladder",0.1,5
2019,"Women","20-34","Bladder",0.2,12
2001,"Women","20-34","Brain and CNS",1.9,100
2002,"Women","20-34","Brain and CNS",2.2,112
2003,"Women","20-34","Brain and CNS",2.5,126
2004,"Women","20-34","Brain and CNS",1.9,95
2005,"Women","20-34","Brain and CNS",2.4,121
2006,"Women","20-34","Brain and CNS",2,97
2007,"Women","20-34","Brain and CNS",2.5,126
2008,"Women","20-34","Brain and CNS",2.3,120
2009,"Women","20-34","Brain and CNS",2.3,116
2010,"Women","20-34","Brain and CNS",2.3,123
2011,"Women","20-34","Brain and CNS",2.1,111
2012,"Women","20-34","Brain and CNS",2.3,127
2013,"Women","20-34","Brain and CNS",2.4,133
2014,"Women","20-34","Brain and CNS",3.5,187
2015,"Women","20-34","Brain and CNS",3.1,171
2016,"Women","20-34","Brain and CNS",2.8,155
2017,"Women","20-34","Brain and CNS",2.9,160
2018,"Women","20-34","Brain and CNS",2.8,153
2019,"Women","20-34","Brain and CNS",2.7,149
2001,"Women","20-34","Breast",13.3,675
2002,"Women","20-34","Breast",13.3,672
2003,"Women","20-34","Breast",12.7,636
2004,"Women","20-34","Breast",12.2,610
2005,"Women","20-34","Breast",12.6,639
2006,"Women","20-34","Breast",12.5,639
2007,"Women","20-34","Breast",11.3,582
2008,"Women","20-34","Breast",11.8,610
2009,"Women","20-34","Breast",12.7,662
2010,"Women","20-34","Breast",12.8,676
2011,"Women","20-34","Breast",12.1,649
2012,"Women","20-34","Breast",13.1,710
2013,"Women","20-34","Breast",13.8,757
2014,"Women","20-34","Breast",14.7,807
2015,"Women","20-34","Breast",14.8,816
2016,"Women","20-34","Breast",14.9,819
2017,"Women","20-34","Breast",15.2,835
2018,"Women","20-34","Breast",16.2,890
2019,"Women","20-34","Breast",15.6,854
2001,"Women","20-34","Cervix",9.5,484
2002,"Women","20-34","Cervix",9.5,479
2003,"Women","20-34","Cervix",10.6,531
2004,"Women","20-34","Cervix",9.8,488
2005,"Women","20-34","Cervix",10.8,545
2006,"Women","20-34","Cervix",11.2,573
2007,"Women","20-34","Cervix",11.4,583
2008,"Women","20-34","Cervix",12.4,644
2009,"Women","20-34","Cervix",16.2,844
2010,"Women","20-34","Cervix",12.7,673
2011,"Women","20-34","Cervix",13,700
2012,"Women","20-34","Cervix",13.8,750
2013,"Women","20-34","Cervix",14.9,814
2014,"Women","20-34","Cervix",14.9,817
2015,"Women","20-34","Cervix",14.8,815
2016,"Women","20-34","Cervix",13.9,764
2017,"Women","20-34","Cervix",13.8,759
2018,"Women","20-34","Cervix",13.4,734
2019,"Women","20-34","Cervix",12.5,682
2001,"Women","20-34","Colorectum",1.5,78
2002,"Women","20-34","Colorectum",1.8,89
2003,"Women","20-34","Colorectum",1.8,91
2004,"Women","20-34","Colorectum",1.7,84
2005,"Women","20-34","Colorectum",2,100
2006,"Women","20-34","Colorectum",2,103
2007,"Women","20-34","Colorectum",2.4,124
2008,"Women","20-34","Colorectum",2.2,115
2009,"Women","20-34","Colorectum",2.4,125
2010,"Women","20-34","Colorectum",3.3,172
2011,"Women","20-34","Colorectum",3,161
2012,"Women","20-34","Colorectum",4.5,244
2013,"Women","20-34","Colorectum",4.4,243
2014,"Women","20-34","Colorectum",3.9,214
2015,"Women","20-34","Colorectum",4.4,243
2016,"Women","20-34","Colorectum",4.9,268
2017,"Women","20-34","Colorectum",3.6,194
2018,"Women","20-34","Colorectum",3,166
2019,"Women","20-34","Colorectum",2.9,160
2001,"Women","20-34","Endometrium",0.3,15
2002,"Women","20-34","Endometrium",0.3,16
2003,"Women","20-34","Endometrium",0.7,34
2004,"Women","20-34","Endometrium",0.5,25
2005,"Women","20-34","Endometrium",0.5,23
2006,"Women","20-34","Endometrium",0.7,35
2007,"Women","20-34","Endometrium",0.4,19
2008,"Women","20-34","Endometrium",0.6,31
2009,"Women","20-34","Endometrium",0.8,41
2010,"Women","20-34","Endometrium",0.8,43
2011,"Women","20-34","Endometrium",0.7,35
2012,"Women","20-34","Endometrium",0.8,44
2013,"Women","20-34","Endometrium",1.1,60
2014,"Women","20-34","Endometrium",0.8,45
