variable	age_group	sex	exposure	year	value	SE
Alcohol	50+	Women	Non-Drinker	2011	0.232814781053176	0.00971016855628831
Alcohol	50+	Women	Non-Drinker	2012	0.225211950490051	0.00976251226795395
Alcohol	50+	Women	Non-Drinker	2013	0.207894111242079	0.00919823549550485
Alcohol	50+	Women	Non-Drinker	2014	0.2243384584273	0.00978685744422197
Alcohol	50+	Women	Non-Drinker	2015	0.216572842533786	0.00958488698756857
Alcohol	50+	Women	Non-Drinker	2016	0.22354268951907	0.00974347029923155
Alcohol	50+	Women	Non-Drinker	2017	0.212944774969491	0.00950634115662768
Alcohol	50+	Women	Non-Drinker	2018	0.207689433940689	0.00923132849832735
Alcohol	50+	Women	Non-Drinker	2019	0.209727969110714	0.00924460702112134
Alcohol	50+	Women	Non-Drinker	2005	0.21549150336858	0.00447144985075086
