"Cancer label"	"incmort"	"Sex"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Breast	"Mortality"	2	1985	27.10	27.28	NA	1.1610*	1	1
Breast	"Mortality"	2	1986	24.96	27.60	Joinpoint 1	NA	1	1
Breast	"Mortality"	2	1987	27.04	27.06	NA	-1.9301*	1	1
Breast	"Mortality"	2	1988	27.14	26.54	NA	-1.9301*	1	1
Breast	"Mortality"	2	1989	24.56	26.03	NA	-1.9301*	1	1
Breast	"Mortality"	2	1990	24.43	25.53	NA	-1.9301*	1	1
Breast	"Mortality"	2	1991	27.60	25.03	NA	-1.9301*	1	1
Breast	"Mortality"	2	1992	24.28	24.55	NA	-1.9301*	1	1
Breast	"Mortality"	2	1993	27.19	24.08	NA	-1.9301*	1	1
Breast	"Mortality"	2	1994	26.06	23.61	NA	-1.9301*	1	1
Breast	"Mortality"	2	1995	25.46	23.16	NA	-1.9301*	1	1
Breast	"Mortality"	2	1996	22.51	22.71	NA	-1.9301*	1	1
Breast	"Mortality"	2	1997	19.13	22.27	NA	-1.9301*	1	1
Breast	"Mortality"	2	1998	21.61	21.84	NA	-1.9301*	1	1
Breast	"Mortality"	2	1999	20.60	21.42	NA	-1.9301*	1	1
Breast	"Mortality"	2	2000	20.73	21.01	NA	-1.9301*	1	1
Breast	"Mortality"	2	2001	21.29	20.60	NA	-1.9301*	1	1
Breast	"Mortality"	2	2002	18.31	20.20	NA	-1.9301*	1	1
Breast	"Mortality"	2	2003	18.26	19.81	NA	-1.9301*	1	1
Breast	"Mortality"	2	2004	20.86	19.43	NA	-1.9301*	1	1
Breast	"Mortality"	2	2005	18.50	19.06	NA	-1.9301*	1	1
Breast	"Mortality"	2	2006	18.67	18.69	NA	-1.9301*	1	1
Breast	"Mortality"	2	2007	17.87	18.33	NA	-1.9301*	1	1
Breast	"Mortality"	2	2008	18.69	17.97	NA	-1.9301*	1	1
Breast	"Mortality"	2	2009	18.14	17.63	NA	-1.9301*	1	1
Breast	"Mortality"	2	2010	15.98	17.29	NA	-1.9301*	1	1
Breast	"Mortality"	2	2011	18.30	16.95	NA	-1.9301*	1	1
Breast	"Mortality"	2	2012	15.66	16.63	NA	-1.9301*	1	1
Breast	"Mortality"	2	2013	16.66	16.30	NA	-1.9301*	1	1
Breast	"Mortality"	2	2014	17.35	15.99	NA	-1.9301*	1	1
Breast	"Mortality"	2	2015	15.59	15.68	NA	-1.9301*	1	1
Breast	"Mortality"	2	2016	15.19	15.38	NA	-1.9301*	1	1
Colorectum	"Incidence"	2	1993	29.64	29.88	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	1994	28.20	29.56	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	1995	31.57	29.25	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	1996	29.38	28.94	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	1997	27.59	28.63	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	1998	29.50	28.33	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	1999	27.59	28.03	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	2000	27.01	27.73	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	2001	26.82	27.44	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	2002	27.31	27.15	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	2003	26.24	26.86	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	2004	28.65	26.57	NA	-1.0607*	1	1
Colorectum	"Incidence"	2	2005	24.30	26.29	Joinpoint 1	NA	1	1
Colorectum	"Incidence"	2	2006	26.78	26.77	NA	1.8367*	1	1
Colorectum	"Incidence"	2	2007	29.25	27.27	NA	1.8367*	1	1
Colorectum	"Incidence"	2	2008	28.81	27.77	NA	1.8367*	1	1
Colorectum	"Incidence"	2	2009	25.75	28.28	NA	1.8367*	1	1
Colorectum	"Incidence"	2	2010	29.11	28.80	NA	1.8367*	1	1
Colorectum	"Incidence"	2	2011	30.83	29.33	NA	1.8367*	1	1
Colorectum	"Incidence"	2	2012	29.94	29.86	NA	1.8367*	1	1
Colorectum	"Incidence"	2	2013	29.48	30.41	NA	1.8367*	1	1
Colorectum	"Mortality"	2	1955	20.60	18.31	NA	0.1308	1	1
Colorectum	"Mortality"	2	1956	18.59	18.33	NA	0.1308	1	1
Colorectum	"Mortality"	2	1957	20.02	18.35	NA	0.1308	1	1
Colorectum	"Mortality"	2	1958	17.36	18.38	NA	0.1308	1	1
Colorectum	"Mortality"	2	1959	20.01	18.40	NA	0.1308	1	1
Colorectum	"Mortality"	2	1960	19.46	18.43	NA	0.1308	1	1
Colorectum	"Mortality"	2	1961	17.73	18.45	NA	0.1308	1	1
Colorectum	"Mortality"	2	1962	15.45	18.48	NA	0.1308	1	1
Colorectum	"Mortality"	2	1963	15.08	18.50	NA	0.1308	1	1
Colorectum	"Mortality"	2	1964	17.60	18.52	NA	0.1308	1	1
Colorectum	"Mortality"	2	1965	18.75	18.55	NA	0.1308	1	1
Colorectum	"Mortality"	2	1966	18.03	18.57	NA	0.1308	1	1
Colorectum	"Mortality"	2	1967	16.60	18.60	NA	0.1308	1	1
Colorectum	"Mortality"	2	1968	22.56	18.62	NA	0.1308	1	1
Colorectum	"Mortality"	2	1969	19.12	18.64	NA	0.1308	1	1
Colorectum	"Mortality"	2	1970	19.00	18.67	NA	0.1308	1	1
Colorectum	"Mortality"	2	1971	18.87	18.69	NA	0.1308	1	1
Colorectum	"Mortality"	2	1972	17.92	18.72	NA	0.1308	1	1
Colorectum	"Mortality"	2	1973	18.32	18.74	NA	0.1308	1	1
Colorectum	"Mortality"	2	1974	20.76	18.77	NA	0.1308	1	1
Colorectum	"Mortality"	2	1975	20.02	18.79	NA	0.1308	1	1
Colorectum	"Mortality"	2	1976	19.39	18.82	Joinpoint 1	NA	1	1
Colorectum	"Mortality"	2	1977	18.13	18.42	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1978	17.64	18.04	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1979	18.05	17.66	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1980	16.64	17.29	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1981	17.31	16.92	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1982	17.40	16.57	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1983	14.00	16.22	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1984	15.41	15.88	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1985	15.15	15.55	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1986	15.89	15.22	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1987	16.79	14.90	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1988	15.02	14.59	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1989	13.81	14.28	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1990	14.48	13.98	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1991	13.63	13.69	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1992	14.74	13.40	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1993	13.58	13.12	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1994	13.06	12.85	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1995	13.03	12.58	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1996	11.84	12.31	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1997	12.79	12.06	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1998	11.06	11.80	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	1999	10.63	11.56	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2000	11.81	11.31	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2001	9.11	11.08	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2002	9.29	10.84	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2003	11.86	10.62	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2004	10.58	10.39	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2005	10.61	10.18	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2006	8.79	9.96	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2007	9.62	9.75	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2008	9.68	9.55	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2009	9.88	9.35	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2010	8.55	9.15	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2011	8.37	8.96	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2012	8.27	8.77	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2013	9.15	8.59	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2014	9.19	8.41	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2015	8.12	8.23	NA	-2.0974*	1	1
Colorectum	"Mortality"	2	2016	9.31	8.06	NA	-2.0974*	1	1
Lung	"Incidence"	2	1993	24.24	22.97	NA	-0.1192	1	1
Lung	"Incidence"	2	1994	22.66	22.94	NA	-0.1192	1	1
Lung	"Incidence"	2	1995	23.32	22.91	NA	-0.1192	1	1
Lung	"Incidence"	2	1996	22.13	22.89	NA	-0.1192	1	1
Lung	"Incidence"	2	1997	22.12	22.86	NA	-0.1192	1	1
Lung	"Incidence"	2	1998	21.68	22.83	NA	-0.1192	1	1
Lung	"Incidence"	2	1999	23.67	22.80	NA	-0.1192	1	1
Lung	"Incidence"	2	2000	23.46	22.78	NA	-0.1192	1	1
Lung	"Incidence"	2	2001	21.35	22.75	NA	-0.1192	1	1
Lung	"Incidence"	2	2002	22.98	22.72	NA	-0.1192	1	1
Lung	"Incidence"	2	2003	23.77	22.69	NA	-0.1192	1	1
Lung	"Incidence"	2	2004	22.69	22.67	Joinpoint 1	NA	1	1
Lung	"Incidence"	2	2005	24.02	23.25	NA	2.5725*	1	1
Lung	"Incidence"	2	2006	22.80	23.85	NA	2.5725*	1	1
Lung	"Incidence"	2	2007	26.04	24.46	NA	2.5725*	1	1
Lung	"Incidence"	2	2008	24.04	25.09	NA	2.5725*	1	1
Lung	"Incidence"	2	2009	26.91	25.74	NA	2.5725*	1	1
Lung	"Incidence"	2	2010	23.94	26.40	NA	2.5725*	1	1
Lung	"Incidence"	2	2011	26.12	27.08	NA	2.5725*	1	1
Lung	"Incidence"	2	2012	29.52	27.78	NA	2.5725*	1	1
Lung	"Incidence"	2	2013	29.04	28.49	NA	2.5725*	1	1
Lung	"Mortality"	2	1950	3.42	3.91	NA	4.2594*	1	1
Lung	"Mortality"	2	1951	3.38	4.07	NA	4.2594*	1	1
Lung	"Mortality"	2	1952	4.52	4.25	NA	4.2594*	1	1
Lung	"Mortality"	2	1953	5.01	4.43	NA	4.2594*	1	1
Lung	"Mortality"	2	1954	5.80	4.62	NA	4.2594*	1	1
Lung	"Mortality"	2	1955	4.04	4.81	NA	4.2594*	1	1
Lung	"Mortality"	2	1956	7.75	5.02	NA	4.2594*	1	1
Lung	"Mortality"	2	1957	4.88	5.23	NA	4.2594*	1	1
Lung	"Mortality"	2	1958	5.28	5.45	NA	4.2594*	1	1
Lung	"Mortality"	2	1959	7.21	5.69	NA	4.2594*	1	1
Lung	"Mortality"	2	1960	5.98	5.93	NA	4.2594*	1	1
Lung	"Mortality"	2	1961	4.56	6.18	NA	4.2594*	1	1
Lung	"Mortality"	2	1962	6.39	6.44	NA	4.2594*	1	1
Lung	"Mortality"	2	1963	6.07	6.72	NA	4.2594*	1	1
Lung	"Mortality"	2	1964	6.77	7.00	NA	4.2594*	1	1
Lung	"Mortality"	2	1965	5.99	7.30	NA	4.2594*	1	1
Lung	"Mortality"	2	1966	7.00	7.61	NA	4.2594*	1	1
Lung	"Mortality"	2	1967	7.64	7.94	NA	4.2594*	1	1
Lung	"Mortality"	2	1968	8.79	8.28	NA	4.2594*	1	1
Lung	"Mortality"	2	1969	9.45	8.63	NA	4.2594*	1	1
Lung	"Mortality"	2	1970	8.44	9.00	NA	4.2594*	1	1
Lung	"Mortality"	2	1971	9.59	9.38	NA	4.2594*	1	1
Lung	"Mortality"	2	1972	10.37	9.78	NA	4.2594*	1	1
Lung	"Mortality"	2	1973	10.15	10.19	NA	4.2594*	1	1
Lung	"Mortality"	2	1974	9.73	10.63	NA	4.2594*	1	1
Lung	"Mortality"	2	1975	12.06	11.08	NA	4.2594*	1	1
Lung	"Mortality"	2	1976	12.63	11.55	NA	4.2594*	1	1
Lung	"Mortality"	2	1977	13.23	12.05	NA	4.2594*	1	1
Lung	"Mortality"	2	1978	11.47	12.56	NA	4.2594*	1	1
Lung	"Mortality"	2	1979	14.00	13.09	NA	4.2594*	1	1
Lung	"Mortality"	2	1980	13.15	13.65	NA	4.2594*	1	1
Lung	"Mortality"	2	1981	15.06	14.23	NA	4.2594*	1	1
Lung	"Mortality"	2	1982	15.45	14.84	NA	4.2594*	1	1
Lung	"Mortality"	2	1983	13.69	15.47	NA	4.2594*	1	1
Lung	"Mortality"	2	1984	17.34	16.13	Joinpoint 1	NA	1	1
Lung	"Mortality"	2	1985	13.93	16.28	NA	0.9566*	1	1
Lung	"Mortality"	2	1986	15.80	16.44	NA	0.9566*	1	1
Lung	"Mortality"	2	1987	15.69	16.60	NA	0.9566*	1	1
Lung	"Mortality"	2	1988	19.59	16.76	NA	0.9566*	1	1
Lung	"Mortality"	2	1989	15.75	16.92	NA	0.9566*	1	1
Lung	"Mortality"	2	1990	18.37	17.08	NA	0.9566*	1	1
Lung	"Mortality"	2	1991	15.58	17.24	NA	0.9566*	1	1
Lung	"Mortality"	2	1992	17.58	17.41	NA	0.9566*	1	1
Lung	"Mortality"	2	1993	20.08	17.57	NA	0.9566*	1	1
Lung	"Mortality"	2	1994	16.96	17.74	NA	0.9566*	1	1
Lung	"Mortality"	2	1995	18.97	17.91	NA	0.9566*	1	1
Lung	"Mortality"	2	1996	19.22	18.08	NA	0.9566*	1	1
Lung	"Mortality"	2	1997	17.54	18.26	NA	0.9566*	1	1
Lung	"Mortality"	2	1998	19.38	18.43	NA	0.9566*	1	1
Lung	"Mortality"	2	1999	18.95	18.61	NA	0.9566*	1	1
Lung	"Mortality"	2	2000	20.91	18.78	NA	0.9566*	1	1
Lung	"Mortality"	2	2001	18.02	18.96	NA	0.9566*	1	1
Lung	"Mortality"	2	2002	19.10	19.15	NA	0.9566*	1	1
Lung	"Mortality"	2	2003	19.03	19.33	NA	0.9566*	1	1
Lung	"Mortality"	2	2004	19.63	19.51	NA	0.9566*	1	1
Lung	"Mortality"	2	2005	18.27	19.70	NA	0.9566*	1	1
Lung	"Mortality"	2	2006	19.08	19.89	NA	0.9566*	1	1
Lung	"Mortality"	2	2007	19.34	20.08	NA	0.9566*	1	1
Lung	"Mortality"	2	2008	19.61	20.27	NA	0.9566*	1	1
Lung	"Mortality"	2	2009	21.32	20.46	NA	0.9566*	1	1
Lung	"Mortality"	2	2010	21.06	20.66	NA	0.9566*	1	1
Lung	"Mortality"	2	2011	18.64	20.86	NA	0.9566*	1	1
Lung	"Mortality"	2	2012	21.71	21.06	NA	0.9566*	1	1
Lung	"Mortality"	2	2013	19.67	21.26	NA	0.9566*	1	1
Lung	"Mortality"	2	2014	22.73	21.46	NA	0.9566*	1	1
Lung	"Mortality"	2	2015	21.79	21.67	NA	0.9566*	1	1
Lung	"Mortality"	2	2016	23.51	21.88	NA	0.9566*	1	1
Oesophagus	"Incidence"	2	1993	3.42	3.32	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	1994	2.99	3.31	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	1995	3.32	3.30	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	1996	3.35	3.29	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	1997	3.97	3.29	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	1998	2.78	3.28	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	1999	3.70	3.27	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2000	4.05	3.27	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2001	3.46	3.26	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2002	3.13	3.25	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2003	2.99	3.25	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2004	2.51	3.24	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2005	2.52	3.23	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2006	3.49	3.22	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2007	3.80	3.22	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2008	2.95	3.21	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2009	2.72	3.20	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2010	3.19	3.20	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2011	3.05	3.19	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2012	4.17	3.18	NA	-0.2159	0	0
Oesophagus	"Incidence"	2	2013	3.26	3.18	NA	-0.2159	0	0
Oesophagus	"Mortality"	2	1950	3.29	2.71	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1951	2.77	2.71	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1952	2.93	2.71	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1953	3.02	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1954	3.11	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1955	3.76	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1956	3.38	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1957	2.21	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1958	2.86	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1959	2.14	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1960	2.19	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1961	2.01	2.70	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1962	1.89	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1963	2.98	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1964	3.10	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1965	4.25	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1966	3.09	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1967	3.03	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1968	2.90	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1969	2.91	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1970	2.72	2.69	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1971	1.67	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1972	2.11	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1973	2.56	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1974	2.63	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1975	2.07	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1976	2.93	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1977	2.24	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1978	3.10	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1979	1.62	2.68	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1980	2.46	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1981	2.88	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1982	1.88	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1983	3.08	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1984	2.09	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1985	2.53	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1986	3.38	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1987	3.06	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1988	2.07	2.67	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1989	2.71	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1990	2.42	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1991	2.57	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1992	2.74	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1993	2.74	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1994	3.32	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1995	2.70	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1996	2.84	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1997	2.85	2.66	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1998	3.23	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	1999	3.33	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2000	3.18	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2001	3.41	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2002	2.54	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2003	2.66	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2004	2.46	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2005	2.62	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2006	2.06	2.65	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2007	2.76	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2008	3.20	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2009	2.77	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2010	2.60	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2011	2.63	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2012	2.25	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2013	2.56	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2014	2.70	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2015	2.50	2.64	NA	-0.0421	0	0
Oesophagus	"Mortality"	2	2016	2.70	2.63	NA	-0.0421	0	0
Pancreas	"Incidence"	2	1993	5.15	4.92	NA	-4.5118	1	1
Pancreas	"Incidence"	2	1994	4.92	4.69	NA	-4.5118	1	1
Pancreas	"Incidence"	2	1995	3.82	4.48	NA	-4.5118	1	1
Pancreas	"Incidence"	2	1996	4.14	4.28	NA	-4.5118	1	1
Pancreas	"Incidence"	2	1997	4.66	4.09	NA	-4.5118	1	1
Pancreas	"Incidence"	2	1998	3.64	3.90	Joinpoint 1	NA	1	1
Pancreas	"Incidence"	2	1999	3.19	4.02	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2000	5.23	4.14	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2001	3.97	4.26	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2002	4.84	4.38	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2003	5.23	4.51	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2004	4.77	4.65	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2005	4.00	4.79	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2006	5.36	4.93	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2007	4.59	5.07	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2008	5.85	5.22	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2009	5.36	5.38	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2010	5.03	5.54	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2011	5.66	5.70	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2012	5.93	5.87	NA	2.9563*	1	1
Pancreas	"Incidence"	2	2013	6.10	6.04	NA	2.9563*	1	1
Pancreas	"Mortality"	2	1955	4.10	3.84	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1956	3.46	3.90	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1957	3.93	3.97	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1958	4.40	4.03	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1959	4.68	4.10	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1960	3.68	4.16	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1961	5.60	4.23	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1962	3.99	4.30	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1963	4.39	4.37	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1964	3.14	4.44	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1965	4.73	4.51	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1966	4.96	4.59	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1967	4.18	4.66	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1968	4.36	4.74	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1969	4.26	4.81	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1970	4.77	4.89	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1971	6.60	4.97	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1972	4.89	5.05	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1973	5.99	5.14	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1974	5.13	5.22	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1975	5.11	5.30	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1976	5.13	5.39	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1977	5.69	5.48	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1978	5.33	5.57	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1979	5.65	5.66	NA	1.6285*	2	2
Pancreas	"Mortality"	2	1980	5.69	5.75	Joinpoint 1	NA	2	2
Pancreas	"Mortality"	2	1981	5.22	5.66	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1982	5.56	5.58	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1983	5.52	5.49	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1984	5.33	5.41	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1985	4.79	5.32	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1986	4.68	5.24	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1987	6.04	5.16	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1988	5.40	5.08	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1989	5.84	5.00	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1990	5.69	4.93	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1991	4.24	4.85	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1992	5.51	4.78	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1993	4.92	4.70	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1994	4.99	4.63	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1995	4.28	4.56	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1996	4.12	4.49	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1997	4.45	4.42	NA	-1.5365*	2	2
Pancreas	"Mortality"	2	1998	3.64	4.35	Joinpoint 2	NA	2	2
Pancreas	"Mortality"	2	1999	3.61	4.41	NA	1.2200*	2	2
Pancreas	"Mortality"	2	2000	5.14	4.46	NA	1.2200*	2	2
