"age_group"	"sex"	"level"	"variable"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
0	1	12	3	2002	0.16	0.16	NA	-0.9326	2	2
0	1	12	3	2003	0.15	0.16	Joinpoint 1	NA	2	2
0	1	12	3	2004	0.17	0.16	NA	1.4863*	2	2
0	1	12	3	2005	0.16	0.16	NA	1.4863*	2	2
0	1	12	3	2006	0.17	0.17	NA	1.4863*	2	2
0	1	12	3	2007	0.17	0.17	NA	1.4863*	2	2
0	1	12	3	2008	0.17	0.17	NA	1.4863*	2	2
0	1	12	3	2009	0.17	0.17	NA	1.4863*	2	2
0	1	12	3	2010	0.19	0.18	NA	1.4863*	2	2
0	1	12	3	2011	0.18	0.18	NA	1.4863*	2	2
0	1	12	3	2012	0.18	0.18	NA	1.4863*	2	2
0	1	12	3	2013	0.19	0.18	NA	1.4863*	2	2
0	1	12	3	2014	0.17	0.19	NA	1.4863*	2	2
0	1	12	3	2015	0.18	0.19	NA	1.4863*	2	2
0	1	12	3	2016	0.19	0.19	NA	1.4863*	2	2
0	1	12	3	2017	0.20	0.20	Joinpoint 2	NA	2	2
0	1	12	3	2018	0.18	0.18	NA	-10.1242	2	2
0	1	12	3	2019	0.15	0.16	NA	-10.1242	2	2
1	1	12	3	1995	0.28	0.28	NA	0.1538	0	0
1	1	12	3	1996	0.29	0.29	NA	0.1538	0	0
1	1	12	3	1997	0.29	0.29	NA	0.1538	0	0
1	1	12	3	1998	0.29	0.29	NA	0.1538	0	0
1	1	12	3	1999	0.29	0.29	NA	0.1538	0	0
1	1	12	3	2000	0.26	0.29	NA	0.1538	0	0
1	1	12	3	2001	0.30	0.29	NA	0.1538	0	0
1	1	12	3	2002	0.28	0.29	NA	0.1538	0	0
1	1	12	3	2003	0.29	0.29	NA	0.1538	0	0
1	1	12	3	2004	0.30	0.29	NA	0.1538	0	0
1	1	12	3	2005	0.27	0.29	NA	0.1538	0	0
1	1	12	3	2006	0.29	0.29	NA	0.1538	0	0
1	1	12	3	2007	0.29	0.29	NA	0.1538	0	0
1	1	12	3	2008	0.30	0.29	NA	0.1538	0	0
1	1	12	3	2009	0.30	0.29	NA	0.1538	0	0
1	1	12	3	2010	0.30	0.29	NA	0.1538	0	0
1	1	12	3	2011	0.31	0.29	NA	0.1538	0	0
1	1	12	3	2012	0.28	0.29	NA	0.1538	0	0
1	1	12	3	2013	0.30	0.29	NA	0.1538	0	0
1	1	12	3	2014	0.28	0.29	NA	0.1538	0	0
1	1	12	3	2015	0.31	0.29	NA	0.1538	0	0
1	1	12	3	2016	0.29	0.29	NA	0.1538	0	0
1	1	12	3	2017	0.29	0.29	NA	0.1538	0	0
1	1	12	3	2018	0.30	0.29	NA	0.1538	0	0
1	1	12	3	2019	0.28	0.30	NA	0.1538	0	0
