"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
BMI	20-49	Women	Kidney	non_attributable_rate	2009	1.75	1.70	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2010	1.54	1.77	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2011	1.83	1.84	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2012	1.90	1.92	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2013	2.23	2.01	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2014	2.24	2.09	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2015	2.31	2.18	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2016	2.42	2.28	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2017	2.28	2.38	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2018	2.30	2.48	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2019	2.49	2.59	NA	4.3140*	0	0
BMI	50+	Women	Kidney	non_attributable_rate	2005	14.14	14.71	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2006	15.70	15.33	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2007	15.86	15.99	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2008	17.36	16.67	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2009	17.19	17.38	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2010	18.57	18.12	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2011	18.78	18.89	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2012	18.97	19.70	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2013	21.12	20.54	NA	4.2616*	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2014	21.78	21.41	Joinpoint 1	NA	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2015	20.70	21.22	NA	-0.8765	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2016	20.78	21.04	NA	-0.8765	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2017	21.05	20.85	NA	-0.8765	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2018	19.84	20.67	NA	-0.8765	1	1
BMI	50+	Women	Kidney	non_attributable_rate	2019	21.26	20.49	NA	-0.8765	1	1
BMI	20-49	Men	Kidney	rate	2005	3.10	3.17	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2006	3.46	3.37	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2007	3.73	3.57	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2008	3.73	3.78	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2009	3.87	4.01	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2010	4.37	4.25	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2011	4.28	4.51	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2012	4.70	4.78	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2013	5.13	5.07	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2014	5.72	5.38	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2015	5.60	5.70	NA	6.0307*	1	1
BMI	20-49	Men	Kidney	rate	2016	5.90	6.05	Joinpoint 1	NA	1	1
BMI	20-49	Men	Kidney	rate	2017	6.21	6.01	NA	-0.6219	1	1
BMI	20-49	Men	Kidney	rate	2018	5.89	5.97	NA	-0.6219	1	1
BMI	20-49	Men	Kidney	rate	2019	5.92	5.93	NA	-0.6219	1	1
BMI	50+	Men	Kidney	rate	2005	41.59	41.70	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2006	44.60	43.35	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2007	46.07	45.06	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2008	47.44	46.85	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2009	47.34	48.70	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2010	48.30	50.63	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2011	50.83	52.63	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2012	53.11	54.72	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2013	60.35	56.88	NA	3.9590*	1	1
BMI	50+	Men	Kidney	rate	2014	61.16	59.14	Joinpoint 1	NA	1	1
BMI	50+	Men	Kidney	rate	2015	59.33	59.11	NA	-0.0394	1	1
BMI	50+	Men	Kidney	rate	2016	59.77	59.09	NA	-0.0394	1	1
BMI	50+	Men	Kidney	rate	2017	56.02	59.07	NA	-0.0394	1	1
BMI	50+	Men	Kidney	rate	2018	58.46	59.04	NA	-0.0394	1	1
BMI	50+	Men	Kidney	rate	2019	61.08	59.02	NA	-0.0394	1	1
BMI	20-49	Women	Kidney	rate	2005	1.97	1.81	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2006	1.68	1.89	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2007	1.83	1.98	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2008	2.24	2.07	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2009	2.23	2.17	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2010	1.99	2.27	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2011	2.37	2.38	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2012	2.49	2.49	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2013	2.92	2.61	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2014	2.94	2.73	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2015	3.04	2.86	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2016	3.18	3.00	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2017	3.01	3.14	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2018	3.03	3.29	NA	4.7113*	0	0
BMI	20-49	Women	Kidney	rate	2019	3.29	3.44	NA	4.7113*	0	0
BMI	50+	Women	Kidney	rate	2005	19.42	20.31	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2006	21.69	21.25	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2007	22.08	22.23	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2008	24.30	23.25	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2009	24.16	24.32	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2010	26.21	25.44	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2011	26.52	26.61	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2012	26.77	27.84	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2013	29.83	29.12	NA	4.6070*	1	1
BMI	50+	Women	Kidney	rate	2014	30.90	30.46	Joinpoint 1	NA	1	1
BMI	50+	Women	Kidney	rate	2015	29.48	30.23	NA	-0.7559	1	1
BMI	50+	Women	Kidney	rate	2016	29.66	30.01	NA	-0.7559	1	1
BMI	50+	Women	Kidney	rate	2017	30.08	29.78	NA	-0.7559	1	1
BMI	50+	Women	Kidney	rate	2018	28.30	29.55	NA	-0.7559	1	1
BMI	50+	Women	Kidney	rate	2019	30.48	29.33	NA	-0.7559	1	1
BMI	20-49	Men	Liver	attributable_rate	2005	0.18	0.18	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2006	0.19	0.19	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2007	0.18	0.20	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2008	0.24	0.22	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2009	0.27	0.23	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2010	0.28	0.24	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2011	0.20	0.25	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2012	0.26	0.27	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2013	0.26	0.28	NA	5.5302*	1	1
BMI	20-49	Men	Liver	attributable_rate	2014	0.32	0.30	Joinpoint 1	NA	1	1
BMI	20-49	Men	Liver	attributable_rate	2015	0.28	0.29	NA	-3.6445	1	1
BMI	20-49	Men	Liver	attributable_rate	2016	0.30	0.28	NA	-3.6445	1	1
BMI	20-49	Men	Liver	attributable_rate	2017	0.29	0.27	NA	-3.6445	1	1
BMI	20-49	Men	Liver	attributable_rate	2018	0.23	0.26	NA	-3.6445	1	1
BMI	20-49	Men	Liver	attributable_rate	2019	0.25	0.25	NA	-3.6445	1	1
BMI	50+	Men	Liver	attributable_rate	2005	4.18	4.17	NA	8.1282*	1	1
BMI	50+	Men	Liver	attributable_rate	2006	4.65	4.51	NA	8.1282*	1	1
BMI	50+	Men	Liver	attributable_rate	2007	4.88	4.88	NA	8.1282*	1	1
BMI	50+	Men	Liver	attributable_rate	2008	5.14	5.28	NA	8.1282*	1	1
BMI	50+	Men	Liver	attributable_rate	2009	5.66	5.71	NA	8.1282*	1	1
BMI	50+	Men	Liver	attributable_rate	2010	6.16	6.17	NA	8.1282*	1	1
BMI	50+	Men	Liver	attributable_rate	2011	6.49	6.67	NA	8.1282*	1	1
BMI	50+	Men	Liver	attributable_rate	2012	7.17	7.21	NA	8.1282*	1	1
BMI	50+	Men	Liver	attributable_rate	2013	8.17	7.80	Joinpoint 1	NA	1	1
BMI	50+	Men	Liver	attributable_rate	2014	8.10	8.06	NA	3.3167*	1	1
BMI	50+	Men	Liver	attributable_rate	2015	8.09	8.33	NA	3.3167*	1	1
BMI	50+	Men	Liver	attributable_rate	2016	8.76	8.60	NA	3.3167*	1	1
BMI	50+	Men	Liver	attributable_rate	2017	8.86	8.89	NA	3.3167*	1	1
BMI	50+	Men	Liver	attributable_rate	2018	9.00	9.18	NA	3.3167*	1	1
BMI	50+	Men	Liver	attributable_rate	2019	9.66	9.49	NA	3.3167*	1	1
BMI	20-49	Women	Liver	attributable_rate	2005	0.07	0.08	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2006	0.08	0.09	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2007	0.09	0.09	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2008	0.11	0.09	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2009	0.12	0.10	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2010	0.09	0.10	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2011	0.11	0.11	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2012	0.11	0.11	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2013	0.12	0.12	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2014	0.14	0.12	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2015	0.14	0.13	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2016	0.11	0.13	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2017	0.13	0.14	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2018	0.15	0.15	NA	4.4582*	0	0
BMI	20-49	Women	Liver	attributable_rate	2019	0.16	0.15	NA	4.4582*	0	0
BMI	50+	Women	Liver	attributable_rate	2005	2.01	2.06	NA	7.1606*	1	1
BMI	50+	Women	Liver	attributable_rate	2006	2.21	2.21	NA	7.1606*	1	1
BMI	50+	Women	Liver	attributable_rate	2007	2.41	2.37	NA	7.1606*	1	1
BMI	50+	Women	Liver	attributable_rate	2008	2.42	2.54	NA	7.1606*	1	1
BMI	50+	Women	Liver	attributable_rate	2009	2.87	2.72	NA	7.1606*	1	1
BMI	50+	Women	Liver	attributable_rate	2010	3.07	2.91	NA	7.1606*	1	1
BMI	50+	Women	Liver	attributable_rate	2011	3.05	3.12	NA	7.1606*	1	1
BMI	50+	Women	Liver	attributable_rate	2012	3.31	3.35	NA	7.1606*	1	1
BMI	50+	Women	Liver	attributable_rate	2013	3.61	3.59	Joinpoint 1	NA	1	1
BMI	50+	Women	Liver	attributable_rate	2014	3.51	3.63	NA	1.3390	1	1
BMI	50+	Women	Liver	attributable_rate	2015	3.74	3.68	NA	1.3390	1	1
BMI	50+	Women	Liver	attributable_rate	2016	3.81	3.73	NA	1.3390	1	1
BMI	50+	Women	Liver	attributable_rate	2017	3.74	3.78	NA	1.3390	1	1
BMI	50+	Women	Liver	attributable_rate	2018	3.50	3.83	NA	1.3390	1	1
BMI	50+	Women	Liver	attributable_rate	2019	4.18	3.88	NA	1.3390	1	1
BMI	20-49	Men	Liver	non_attributable_rate	2005	0.93	1.00	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2006	0.95	1.01	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2007	0.88	1.01	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2008	1.12	1.02	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2009	1.23	1.03	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2010	1.19	1.04	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2011	0.81	1.04	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2012	1.08	1.05	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2013	1.07	1.06	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2014	1.27	1.06	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2015	1.08	1.07	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2016	1.17	1.08	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2017	1.13	1.08	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2018	0.94	1.09	NA	0.6577	0	0
BMI	20-49	Men	Liver	non_attributable_rate	2019	0.99	1.10	NA	0.6577	0	0
BMI	50+	Men	Liver	non_attributable_rate	2005	16.67	16.80	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2006	18.22	17.67	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2007	18.62	18.59	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2008	19.28	19.55	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2009	20.47	20.56	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2010	21.59	21.63	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2011	21.90	22.75	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2012	23.81	23.93	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2013	26.38	25.17	NA	5.1817*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2014	26.51	26.47	Joinpoint 1	NA	1	1
BMI	50+	Men	Liver	non_attributable_rate	2015	26.11	26.73	NA	0.9935	1	1
BMI	50+	Men	Liver	non_attributable_rate	2016	27.86	27.00	NA	0.9935	1	1
BMI	50+	Men	Liver	non_attributable_rate	2017	26.86	27.27	NA	0.9935	1	1
BMI	50+	Men	Liver	non_attributable_rate	2018	26.94	27.54	NA	0.9935	1	1
BMI	50+	Men	Liver	non_attributable_rate	2019	28.34	27.81	NA	0.9935	1	1
BMI	20-49	Women	Liver	non_attributable_rate	2005	0.40	0.45	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2006	0.45	0.46	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2007	0.49	0.47	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2008	0.54	0.48	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2009	0.58	0.49	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2010	0.45	0.50	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2011	0.50	0.51	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2012	0.50	0.53	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2013	0.54	0.54	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2014	0.60	0.55	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2015	0.59	0.56	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2016	0.47	0.58	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2017	0.55	0.59	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2018	0.63	0.60	NA	2.3471*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2019	0.68	0.62	NA	2.3471*	0	0
BMI	50+	Women	Liver	non_attributable_rate	2005	7.64	7.61	NA	5.4864*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2006	8.15	8.03	NA	5.4864*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2007	8.54	8.47	NA	5.4864*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2008	8.35	8.94	NA	5.4864*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2009	9.74	9.43	NA	5.4864*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2010	10.28	9.95	NA	5.4864*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2011	10.18	10.49	NA	5.4864*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2012	11.06	11.07	NA	5.4864*	1	1
BMI	50+	Women	Liver	non_attributable_rate	2013	12.04	11.67	Joinpoint 1	NA	1	1
BMI	50+	Women	Liver	non_attributable_rate	2014	11.48	11.75	NA	0.6364	1	1
BMI	50+	Women	Liver	non_attributable_rate	2015	11.99	11.82	NA	0.6364	1	1
BMI	50+	Women	Liver	non_attributable_rate	2016	12.05	11.90	NA	0.6364	1	1
BMI	50+	Women	Liver	non_attributable_rate	2017	11.77	11.97	NA	0.6364	1	1
BMI	50+	Women	Liver	non_attributable_rate	2018	11.11	12.05	NA	0.6364	1	1
BMI	50+	Women	Liver	non_attributable_rate	2019	13.03	12.13	NA	0.6364	1	1
BMI	20-49	Men	Liver	rate	2005	1.12	1.21	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2006	1.14	1.22	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2007	1.06	1.23	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2008	1.36	1.24	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2009	1.50	1.26	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2010	1.47	1.27	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2011	1.00	1.28	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2012	1.34	1.29	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2013	1.33	1.31	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2014	1.59	1.32	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2015	1.36	1.33	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2016	1.47	1.35	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2017	1.42	1.36	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2018	1.17	1.38	NA	1.0239	0	0
BMI	20-49	Men	Liver	rate	2019	1.24	1.39	NA	1.0239	0	0
BMI	50+	Men	Liver	rate	2005	20.86	20.87	NA	6.0112*	1	1
BMI	50+	Men	Liver	rate	2006	22.87	22.12	NA	6.0112*	1	1
BMI	50+	Men	Liver	rate	2007	23.50	23.45	NA	6.0112*	1	1
BMI	50+	Men	Liver	rate	2008	24.42	24.86	NA	6.0112*	1	1
BMI	50+	Men	Liver	rate	2009	26.13	26.35	NA	6.0112*	1	1
BMI	50+	Men	Liver	rate	2010	27.74	27.94	NA	6.0112*	1	1
BMI	50+	Men	Liver	rate	2011	28.39	29.62	NA	6.0112*	1	1
BMI	50+	Men	Liver	rate	2012	30.99	31.40	NA	6.0112*	1	1
BMI	50+	Men	Liver	rate	2013	34.54	33.29	Joinpoint 1	NA	1	1
BMI	50+	Men	Liver	rate	2014	34.61	33.97	NA	2.0426*	1	1
BMI	50+	Men	Liver	rate	2015	34.20	34.66	NA	2.0426*	1	1
BMI	50+	Men	Liver	rate	2016	36.62	35.37	NA	2.0426*	1	1
BMI	50+	Men	Liver	rate	2017	35.73	36.09	NA	2.0426*	1	1
BMI	50+	Men	Liver	rate	2018	35.94	36.83	NA	2.0426*	1	1
BMI	50+	Men	Liver	rate	2019	37.99	37.58	NA	2.0426*	1	1
BMI	20-49	Women	Liver	rate	2005	0.47	0.53	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2006	0.53	0.54	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2007	0.59	0.56	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2008	0.65	0.57	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2009	0.70	0.59	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2010	0.54	0.61	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2011	0.61	0.62	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2012	0.61	0.64	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2013	0.66	0.66	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2014	0.74	0.67	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2015	0.73	0.69	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2016	0.57	0.71	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2017	0.68	0.73	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2018	0.78	0.75	NA	2.7094*	0	0
BMI	20-49	Women	Liver	rate	2019	0.84	0.77	NA	2.7094*	0	0
BMI	50+	Women	Liver	rate	2005	9.65	9.68	NA	5.8558*	1	1
BMI	50+	Women	Liver	rate	2006	10.36	10.24	NA	5.8558*	1	1
BMI	50+	Women	Liver	rate	2007	10.95	10.84	NA	5.8558*	1	1
BMI	50+	Women	Liver	rate	2008	10.77	11.48	NA	5.8558*	1	1
BMI	50+	Women	Liver	rate	2009	12.61	12.15	NA	5.8558*	1	1
BMI	50+	Women	Liver	rate	2010	13.35	12.86	NA	5.8558*	1	1
BMI	50+	Women	Liver	rate	2011	13.23	13.61	NA	5.8558*	1	1
BMI	50+	Women	Liver	rate	2012	14.37	14.41	NA	5.8558*	1	1
BMI	50+	Women	Liver	rate	2013	15.65	15.26	Joinpoint 1	NA	1	1
BMI	50+	Women	Liver	rate	2014	14.99	15.38	NA	0.8094	1	1
BMI	50+	Women	Liver	rate	2015	15.73	15.50	NA	0.8094	1	1
BMI	50+	Women	Liver	rate	2016	15.86	15.63	NA	0.8094	1	1
BMI	50+	Women	Liver	rate	2017	15.51	15.76	NA	0.8094	1	1
BMI	50+	Women	Liver	rate	2018	14.60	15.88	NA	0.8094	1	1
BMI	50+	Women	Liver	rate	2019	17.22	16.01	NA	0.8094	1	1
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2005	0.09	0.09	NA	-6.1394	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2006	0.09	0.09	NA	-6.1394	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2007	0.08	0.08	Joinpoint 1	NA	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2008	0.09	0.09	NA	10.8427*	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2009	0.11	0.10	NA	10.8427*	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2010	0.10	0.11	NA	10.8427*	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2011	0.11	0.12	NA	10.8427*	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2012	0.13	0.14	NA	10.8427*	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2013	0.17	0.15	Joinpoint 2	NA	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2014	0.15	0.15	NA	0.4867	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2015	0.15	0.15	NA	0.4867	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2016	0.15	0.15	NA	0.4867	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2017	0.17	0.15	NA	0.4867	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2018	0.15	0.15	NA	0.4867	2	2
BMI	20-49	Men	Multiple Myeloma	attributable_rate	2019	0.15	0.15	NA	0.4867	2	2
BMI	50+	Men	Multiple Myeloma	attributable_rate	2005	2.42	2.49	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2006	2.55	2.59	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2007	2.64	2.70	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2008	2.91	2.81	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2009	3.00	2.92	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2010	2.96	3.04	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2011	3.03	3.16	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2012	3.16	3.29	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2013	3.99	3.42	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2014	3.71	3.56	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2015	3.71	3.70	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2016	3.78	3.85	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2017	4.02	4.00	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2018	3.97	4.17	NA	4.0223*	0	0
BMI	50+	Men	Multiple Myeloma	attributable_rate	2019	4.22	4.33	NA	4.0223*	0	0
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2005	0.04	0.04	NA	10.9455*	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2006	0.04	0.04	NA	10.9455*	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2007	0.05	0.05	NA	10.9455*	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2008	0.06	0.05	NA	10.9455*	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2009	0.05	0.06	NA	10.9455*	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2010	0.06	0.06	NA	10.9455*	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2011	0.06	0.07	NA	10.9455*	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2012	0.08	0.08	NA	10.9455*	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2013	0.10	0.09	Joinpoint 1	NA	1	1
BMI	20-49	Women	Multiple Myeloma	attributable_rate	2014	0.10	0.09	NA	3.9371	1	1
