"sex"	"exposure"	"imd"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Men	Never	3	2017	0.11	0.11	NA	1.7310*	0	0
Men	Never	3	2018	0.12	0.11	NA	1.7310*	0	0
Men	Never	3	2019	0.11	0.11	NA	1.7310*	0	0
Men	Never	4	2001	0.08	0.09	NA	-0.3427	1	1
Men	Never	4	2002	0.10	0.09	NA	-0.3427	1	1
Men	Never	4	2003	0.08	0.09	NA	-0.3427	1	1
Men	Never	4	2004	0.08	0.09	NA	-0.3427	1	1
Men	Never	4	2005	0.08	0.09	NA	-0.3427	1	1
Men	Never	4	2006	0.09	0.08	NA	-0.3427	1	1
Men	Never	4	2007	0.08	0.08	NA	-0.3427	1	1
Men	Never	4	2008	0.09	0.08	NA	-0.3427	1	1
Men	Never	4	2009	0.09	0.08	NA	-0.3427	1	1
Men	Never	4	2010	0.08	0.08	NA	-0.3427	1	1
Men	Never	4	2011	0.08	0.08	Joinpoint 1	NA	1	1
Men	Never	4	2012	0.09	0.09	NA	3.2281*	1	1
Men	Never	4	2013	0.09	0.09	NA	3.2281*	1	1
Men	Never	4	2014	0.10	0.09	NA	3.2281*	1	1
Men	Never	4	2015	0.09	0.09	NA	3.2281*	1	1
Men	Never	4	2016	0.10	0.10	NA	3.2281*	1	1
Men	Never	4	2017	0.09	0.10	NA	3.2281*	1	1
Men	Never	4	2018	0.10	0.10	NA	3.2281*	1	1
Men	Never	4	2019	0.12	0.11	NA	3.2281*	1	1
Men	Never	5	2001	0.10	0.11	NA	-22.0974*	1	1
Men	Never	5	2002	0.09	0.08	NA	-22.0974*	1	1
Men	Never	5	2003	0.07	0.06	Joinpoint 1	NA	1	1
Men	Never	5	2004	0.06	0.07	NA	1.7162*	1	1
Men	Never	5	2005	0.06	0.07	NA	1.7162*	1	1
Men	Never	5	2006	0.07	0.07	NA	1.7162*	1	1
Men	Never	5	2007	0.07	0.07	NA	1.7162*	1	1
Men	Never	5	2008	0.07	0.07	NA	1.7162*	1	1
Men	Never	5	2009	0.06	0.07	NA	1.7162*	1	1
Men	Never	5	2010	0.08	0.07	NA	1.7162*	1	1
Men	Never	5	2011	0.07	0.07	NA	1.7162*	1	1
Men	Never	5	2012	0.08	0.08	NA	1.7162*	1	1
Men	Never	5	2013	0.07	0.08	NA	1.7162*	1	1
Men	Never	5	2014	0.08	0.08	NA	1.7162*	1	1
Men	Never	5	2015	0.09	0.08	NA	1.7162*	1	1
Men	Never	5	2016	0.08	0.08	NA	1.7162*	1	1
Men	Never	5	2017	0.08	0.08	NA	1.7162*	1	1
Men	Never	5	2018	0.08	0.08	NA	1.7162*	1	1
Men	Never	5	2019	0.09	0.08	NA	1.7162*	1	1
Men	Never	All	1995	0.38	0.38	NA	1.5218*	0	0
Men	Never	All	1996	0.38	0.38	NA	1.5218*	0	0
Men	Never	All	1997	0.39	0.39	NA	1.5218*	0	0
Men	Never	All	1998	0.39	0.40	NA	1.5218*	0	0
Men	Never	All	1999	0.41	0.40	NA	1.5218*	0	0
Men	Never	All	2000	0.41	0.41	NA	1.5218*	0	0
Women	Never	1	2001	0.09	0.09	NA	21.2323*	1	1
Women	Never	1	2002	0.10	0.11	NA	21.2323*	1	1
Women	Never	1	2003	0.14	0.13	Joinpoint 1	NA	1	1
Women	Never	1	2004	0.13	0.13	NA	0.3838	1	1
Women	Never	1	2005	0.12	0.13	NA	0.3838	1	1
Women	Never	1	2006	0.12	0.13	NA	0.3838	1	1
Women	Never	1	2007	0.13	0.13	NA	0.3838	1	1
Women	Never	1	2008	0.14	0.13	NA	0.3838	1	1
Women	Never	1	2009	0.12	0.13	NA	0.3838	1	1
Women	Never	1	2010	0.14	0.13	NA	0.3838	1	1
Women	Never	1	2011	0.13	0.13	NA	0.3838	1	1
Women	Never	1	2012	0.14	0.13	NA	0.3838	1	1
Women	Never	1	2013	0.13	0.13	NA	0.3838	1	1
Women	Never	1	2014	0.14	0.14	NA	0.3838	1	1
Women	Never	1	2015	0.13	0.14	NA	0.3838	1	1
Women	Never	1	2016	0.14	0.14	NA	0.3838	1	1
Women	Never	1	2017	0.14	0.14	NA	0.3838	1	1
Women	Never	1	2018	0.13	0.14	NA	0.3838	1	1
Women	Never	1	2019	0.14	0.14	NA	0.3838	1	1
Women	Never	2	2001	0.08	0.08	NA	16.3880*	1	1
Women	Never	2	2002	0.08	0.09	NA	16.3880*	1	1
Women	Never	2	2003	0.12	0.11	NA	16.3880*	1	1
Women	Never	2	2004	0.12	0.12	Joinpoint 1	NA	1	1
Women	Never	2	2005	0.13	0.12	NA	0.1430	1	1
Women	Never	2	2006	0.13	0.13	NA	0.1430	1	1
Women	Never	2	2007	0.12	0.13	NA	0.1430	1	1
Women	Never	2	2008	0.12	0.13	NA	0.1430	1	1
Women	Never	2	2009	0.12	0.13	NA	0.1430	1	1
Women	Never	2	2010	0.12	0.13	NA	0.1430	1	1
Women	Never	2	2011	0.13	0.13	NA	0.1430	1	1
Women	Never	2	2012	0.13	0.13	NA	0.1430	1	1
Women	Never	2	2013	0.12	0.13	NA	0.1430	1	1
Women	Never	2	2014	0.12	0.13	NA	0.1430	1	1
Women	Never	2	2015	0.12	0.13	NA	0.1430	1	1
Women	Never	2	2016	0.13	0.13	NA	0.1430	1	1
Women	Never	2	2017	0.13	0.13	NA	0.1430	1	1
Women	Never	2	2018	0.13	0.13	NA	0.1430	1	1
Women	Never	2	2019	0.13	0.13	NA	0.1430	1	1
Women	Never	3	2001	0.10	0.11	NA	1.1346*	0	0
Women	Never	3	2002	0.10	0.11	NA	1.1346*	0	0
Women	Never	3	2003	0.11	0.11	NA	1.1346*	0	0
Women	Never	3	2004	0.10	0.11	NA	1.1346*	0	0
Women	Never	3	2005	0.11	0.11	NA	1.1346*	0	0
Women	Never	3	2006	0.12	0.11	NA	1.1346*	0	0
Women	Never	3	2007	0.13	0.11	NA	1.1346*	0	0
Women	Never	3	2008	0.11	0.11	NA	1.1346*	0	0
Women	Never	3	2009	0.11	0.12	NA	1.1346*	0	0
Women	Never	3	2010	0.11	0.12	NA	1.1346*	0	0
Women	Never	3	2011	0.12	0.12	NA	1.1346*	0	0
Women	Never	3	2012	0.12	0.12	NA	1.1346*	0	0
Women	Never	3	2013	0.13	0.12	NA	1.1346*	0	0
Women	Never	3	2014	0.11	0.12	NA	1.1346*	0	0
Women	Never	3	2015	0.12	0.12	NA	1.1346*	0	0
Women	Never	3	2016	0.13	0.12	NA	1.1346*	0	0
Women	Never	3	2017	0.12	0.13	NA	1.1346*	0	0
Women	Never	3	2018	0.13	0.13	NA	1.1346*	0	0
Women	Never	3	2019	0.13	0.13	NA	1.1346*	0	0
Women	Never	4	2001	0.10	0.11	NA	0.0019	1	1
Women	Never	4	2002	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2003	0.10	0.11	NA	0.0019	1	1
Women	Never	4	2004	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2005	0.12	0.11	NA	0.0019	1	1
Women	Never	4	2006	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2007	0.10	0.11	NA	0.0019	1	1
Women	Never	4	2008	0.10	0.11	NA	0.0019	1	1
Women	Never	4	2009	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2010	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2011	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2012	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2013	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2014	0.12	0.11	NA	0.0019	1	1
Women	Never	4	2015	0.11	0.11	NA	0.0019	1	1
Women	Never	4	2016	0.10	0.11	Joinpoint 1	NA	1	1
Women	Never	4	2017	0.11	0.12	NA	6.8352	1	1
Women	Never	4	2018	0.13	0.12	NA	6.8352	1	1
Women	Never	4	2019	0.13	0.13	NA	6.8352	1	1
Women	Never	5	2001	0.13	0.15	NA	-24.8390*	1	1
Women	Never	5	2002	0.13	0.11	NA	-24.8390*	1	1
Women	Never	5	2003	0.08	0.08	Joinpoint 1	NA	1	1
Women	Never	5	2004	0.08	0.08	NA	1.6418*	1	1
Women	Never	5	2005	0.08	0.09	NA	1.6418*	1	1
Women	Never	5	2006	0.09	0.09	NA	1.6418*	1	1
Women	Never	5	2007	0.09	0.09	NA	1.6418*	1	1
Women	Never	5	2008	0.09	0.09	NA	1.6418*	1	1
Women	Never	5	2009	0.09	0.09	NA	1.6418*	1	1
Women	Never	5	2010	0.10	0.09	NA	1.6418*	1	1
Women	Never	5	2011	0.09	0.09	NA	1.6418*	1	1
Women	Never	5	2012	0.09	0.10	NA	1.6418*	1	1
Women	Never	5	2013	0.09	0.10	NA	1.6418*	1	1
Women	Never	5	2014	0.11	0.10	NA	1.6418*	1	1
Women	Never	5	2015	0.10	0.10	NA	1.6418*	1	1
Women	Never	5	2016	0.11	0.10	NA	1.6418*	1	1
Women	Never	5	2017	0.10	0.10	NA	1.6418*	1	1
Women	Never	5	2018	0.10	0.11	NA	1.6418*	1	1
Women	Never	5	2019	0.11	0.11	NA	1.6418*	1	1
Women	Never	All	1995	0.52	0.51	NA	1.0842	0	0
Women	Never	All	1996	0.51	0.51	NA	1.0842	0	0
Women	Never	All	1997	0.51	0.52	NA	1.0842	0	0
Women	Never	All	1998	0.51	0.52	NA	1.0842	0	0
Women	Never	All	1999	0.52	0.53	NA	1.0842	0	0
Women	Never	All	2000	0.55	0.53	NA	1.0842	0	0
Men	Non-Drinker	1	2011	0.01	0.01	NA	1.0966	0	0
Men	Non-Drinker	1	2012	0.02	0.01	NA	1.0966	0	0
Men	Non-Drinker	1	2013	0.01	0.01	NA	1.0966	0	0
Men	Non-Drinker	1	2014	0.02	0.01	NA	1.0966	0	0
Men	Non-Drinker	1	2015	0.01	0.02	NA	1.0966	0	0
Men	Non-Drinker	1	2016	0.01	0.02	NA	1.0966	0	0
Men	Non-Drinker	1	2017	0.02	0.02	NA	1.0966	0	0
Men	Non-Drinker	1	2018	0.01	0.02	NA	1.0966	0	0
Men	Non-Drinker	1	2019	0.02	0.02	NA	1.0966	0	0
Men	Non-Drinker	2	2011	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	2	2012	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	2	2013	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	2	2014	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	2	2015	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	2	2016	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	2	2017	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	2	2018	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	2	2019	0.02	0.02	NA	-0.9040	0	0
Men	Non-Drinker	3	2011	0.02	0.02	NA	4.9056*	0	0
Men	Non-Drinker	3	2012	0.02	0.02	NA	4.9056*	0	0
Men	Non-Drinker	3	2013	0.02	0.02	NA	4.9056*	0	0
Men	Non-Drinker	3	2014	0.02	0.02	NA	4.9056*	0	0
Men	Non-Drinker	3	2015	0.03	0.03	NA	4.9056*	0	0
Men	Non-Drinker	3	2016	0.03	0.03	NA	4.9056*	0	0
Men	Non-Drinker	3	2017	0.03	0.03	NA	4.9056*	0	0
Men	Non-Drinker	3	2018	0.03	0.03	NA	4.9056*	0	0
Men	Non-Drinker	3	2019	0.03	0.03	NA	4.9056*	0	0
Men	Non-Drinker	4	2011	0.03	0.03	NA	4.1280*	0	0
Men	Non-Drinker	4	2012	0.03	0.03	NA	4.1280*	0	0
Men	Non-Drinker	4	2013	0.03	0.03	NA	4.1280*	0	0
Men	Non-Drinker	4	2014	0.04	0.03	NA	4.1280*	0	0
Men	Non-Drinker	4	2015	0.03	0.03	NA	4.1280*	0	0
Men	Non-Drinker	4	2016	0.04	0.04	NA	4.1280*	0	0
Men	Non-Drinker	4	2017	0.04	0.04	NA	4.1280*	0	0
Men	Non-Drinker	4	2018	0.04	0.04	NA	4.1280*	0	0
Men	Non-Drinker	4	2019	0.04	0.04	NA	4.1280*	0	0
Men	Non-Drinker	5	2011	0.05	0.05	NA	-0.1186	0	0
Men	Non-Drinker	5	2012	0.05	0.05	NA	-0.1186	0	0
Men	Non-Drinker	5	2013	0.05	0.05	NA	-0.1186	0	0
Men	Non-Drinker	5	2014	0.04	0.05	NA	-0.1186	0	0
Men	Non-Drinker	5	2015	0.04	0.05	NA	-0.1186	0	0
Men	Non-Drinker	5	2016	0.06	0.05	NA	-0.1186	0	0
Men	Non-Drinker	5	2017	0.04	0.05	NA	-0.1186	0	0
Men	Non-Drinker	5	2018	0.04	0.05	NA	-0.1186	0	0
Men	Non-Drinker	5	2019	0.05	0.05	NA	-0.1186	0	0
Men	Non-Drinker	All	2005	0.10	NA	NA	NA	NA	NA
Women	Non-Drinker	1	2011	0.02	0.03	NA	2.0314	0	0
Women	Non-Drinker	1	2012	0.03	0.03	NA	2.0314	0	0
Women	Non-Drinker	1	2013	0.02	0.03	NA	2.0314	0	0
Women	Non-Drinker	1	2014	0.03	0.03	NA	2.0314	0	0
Women	Non-Drinker	1	2015	0.03	0.03	NA	2.0314	0	0
Women	Non-Drinker	1	2016	0.03	0.03	NA	2.0314	0	0
Women	Non-Drinker	1	2017	0.03	0.03	NA	2.0314	0	0
Women	Non-Drinker	1	2018	0.02	0.03	NA	2.0314	0	0
Women	Non-Drinker	1	2019	0.03	0.03	NA	2.0314	0	0
Women	Non-Drinker	2	2011	0.04	0.03	NA	-1.1235	0	0
Women	Non-Drinker	2	2012	0.03	0.03	NA	-1.1235	0	0
Women	Non-Drinker	2	2013	0.03	0.03	NA	-1.1235	0	0
Women	Non-Drinker	2	2014	0.03	0.03	NA	-1.1235	0	0
Women	Non-Drinker	2	2015	0.03	0.03	NA	-1.1235	0	0
Women	Non-Drinker	2	2016	0.04	0.03	NA	-1.1235	0	0
Women	Non-Drinker	2	2017	0.04	0.03	NA	-1.1235	0	0
Women	Non-Drinker	2	2018	0.03	0.03	NA	-1.1235	0	0
Women	Non-Drinker	2	2019	0.03	0.03	NA	-1.1235	0	0
Women	Non-Drinker	3	2011	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	3	2012	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	3	2013	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	3	2014	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	3	2015	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	3	2016	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	3	2017	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	3	2018	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	3	2019	0.04	0.04	NA	1.3037	0	0
Women	Non-Drinker	4	2011	0.04	0.04	NA	1.6538	0	0
Women	Non-Drinker	4	2012	0.05	0.05	NA	1.6538	0	0
Women	Non-Drinker	4	2013	0.05	0.05	NA	1.6538	0	0
Women	Non-Drinker	4	2014	0.05	0.05	NA	1.6538	0	0
Women	Non-Drinker	4	2015	0.04	0.05	NA	1.6538	0	0
Women	Non-Drinker	4	2016	0.04	0.05	NA	1.6538	0	0
Women	Non-Drinker	4	2017	0.05	0.05	NA	1.6538	0	0
Women	Non-Drinker	4	2018	0.05	0.05	NA	1.6538	0	0
Women	Non-Drinker	4	2019	0.05	0.05	NA	1.6538	0	0
Women	Non-Drinker	5	2011	0.06	0.06	NA	0.8715	0	0
Women	Non-Drinker	5	2012	0.06	0.06	NA	0.8715	0	0
Women	Non-Drinker	5	2013	0.06	0.06	NA	0.8715	0	0
Women	Non-Drinker	5	2014	0.06	0.06	NA	0.8715	0	0
Women	Non-Drinker	5	2015	0.06	0.06	NA	0.8715	0	0
Women	Non-Drinker	5	2016	0.07	0.06	NA	0.8715	0	0
Women	Non-Drinker	5	2017	0.05	0.06	NA	0.8715	0	0
Women	Non-Drinker	5	2018	0.06	0.06	NA	0.8715	0	0
Women	Non-Drinker	5	2019	0.07	0.06	NA	0.8715	0	0
Women	Non-Drinker	All	2005	0.18	NA	NA	NA	NA	NA
Men	Obese	1	2001	0.03	0.03	NA	24.4081	1	1
Men	Obese	1	2002	0.04	0.04	NA	24.4081	1	1
Men	Obese	1	2003	0.05	0.05	Joinpoint 1	NA	1	1
Men	Obese	1	2004	0.06	0.05	NA	-0.0571	1	1
Men	Obese	1	2005	0.04	0.05	NA	-0.0571	1	1
Men	Obese	1	2006	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2007	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2008	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2009	0.04	0.05	NA	-0.0571	1	1
Men	Obese	1	2010	0.06	0.05	NA	-0.0571	1	1
Men	Obese	1	2011	0.04	0.05	NA	-0.0571	1	1
Men	Obese	1	2012	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2013	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2014	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2015	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2016	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2017	0.05	0.05	NA	-0.0571	1	1
Men	Obese	1	2018	0.04	0.05	NA	-0.0571	1	1
Men	Obese	1	2019	0.05	0.05	NA	-0.0571	1	1
Men	Obese	2	2001	0.03	0.04	NA	13.1919*	1	1
Men	Obese	2	2002	0.04	0.04	NA	13.1919*	1	1
Men	Obese	2	2003	0.05	0.05	NA	13.1919*	1	1
Men	Obese	2	2004	0.05	0.05	Joinpoint 1	NA	1	1
Men	Obese	2	2005	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2006	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2007	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2008	0.06	0.05	NA	0.2682	1	1
Men	Obese	2	2009	0.06	0.05	NA	0.2682	1	1
Men	Obese	2	2010	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2011	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2012	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2013	0.06	0.05	NA	0.2682	1	1
Men	Obese	2	2014	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2015	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2016	0.05	0.05	NA	0.2682	1	1
Men	Obese	2	2017	0.06	0.05	NA	0.2682	1	1
Men	Obese	2	2018	0.06	0.05	NA	0.2682	1	1
Men	Obese	2	2019	0.06	0.05	NA	0.2682	1	1
Men	Obese	3	2001	0.04	0.04	NA	5.8235*	1	1
Men	Obese	3	2002	0.04	0.04	NA	5.8235*	1	1
Men	Obese	3	2003	0.05	0.04	NA	5.8235*	1	1
Men	Obese	3	2004	0.04	0.05	NA	5.8235*	1	1
Men	Obese	3	2005	0.05	0.05	NA	5.8235*	1	1
Men	Obese	3	2006	0.06	0.05	Joinpoint 1	NA	1	1
Men	Obese	3	2007	0.05	0.05	NA	1.0540	1	1
Men	Obese	3	2008	0.05	0.05	NA	1.0540	1	1
Men	Obese	3	2009	0.05	0.05	NA	1.0540	1	1
Men	Obese	3	2010	0.06	0.05	NA	1.0540	1	1
Men	Obese	3	2011	0.05	0.06	NA	1.0540	1	1
Men	Obese	3	2012	0.05	0.06	NA	1.0540	1	1
Men	Obese	3	2013	0.06	0.06	NA	1.0540	1	1
Men	Obese	3	2014	0.06	0.06	NA	1.0540	1	1
Men	Obese	3	2015	0.06	0.06	NA	1.0540	1	1
Men	Obese	3	2016	0.06	0.06	NA	1.0540	1	1
Men	Obese	3	2017	0.05	0.06	NA	1.0540	1	1
Men	Obese	3	2018	0.06	0.06	NA	1.0540	1	1
Men	Obese	3	2019	0.06	0.06	NA	1.0540	1	1
Men	Obese	4	2001	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2002	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2003	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2004	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2005	0.06	0.05	NA	0.6908	0	0
Men	Obese	4	2006	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2007	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2008	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2009	0.04	0.05	NA	0.6908	0	0
Men	Obese	4	2010	0.06	0.05	NA	0.6908	0	0
Men	Obese	4	2011	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2012	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2013	0.06	0.05	NA	0.6908	0	0
Men	Obese	4	2014	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2015	0.05	0.05	NA	0.6908	0	0
Men	Obese	4	2016	0.06	0.05	NA	0.6908	0	0
Men	Obese	4	2017	0.06	0.06	NA	0.6908	0	0
Men	Obese	4	2018	0.05	0.06	NA	0.6908	0	0
Men	Obese	4	2019	0.06	0.06	NA	0.6908	0	0
Men	Obese	5	2001	0.06	0.07	NA	-26.8280*	1	1
Men	Obese	5	2002	0.06	0.05	NA	-26.8280*	1	1
Men	Obese	5	2003	0.04	0.04	Joinpoint 1	NA	1	1
Men	Obese	5	2004	0.04	0.04	NA	3.0534*	1	1
Men	Obese	5	2005	0.03	0.04	NA	3.0534*	1	1
Men	Obese	5	2006	0.04	0.04	NA	3.0534*	1	1
Men	Obese	5	2007	0.04	0.04	NA	3.0534*	1	1
Men	Obese	5	2008	0.05	0.04	NA	3.0534*	1	1
Men	Obese	5	2009	0.04	0.04	NA	3.0534*	1	1
Men	Obese	5	2010	0.05	0.05	NA	3.0534*	1	1
Men	Obese	5	2011	0.05	0.05	NA	3.0534*	1	1
Men	Obese	5	2012	0.05	0.05	NA	3.0534*	1	1
Men	Obese	5	2013	0.05	0.05	NA	3.0534*	1	1
Men	Obese	5	2014	0.05	0.05	NA	3.0534*	1	1
Men	Obese	5	2015	0.06	0.05	NA	3.0534*	1	1
Men	Obese	5	2016	0.05	0.06	NA	3.0534*	1	1
Men	Obese	5	2017	0.06	0.06	NA	3.0534*	1	1
Men	Obese	5	2018	0.06	0.06	NA	3.0534*	1	1
Men	Obese	5	2019	0.06	0.06	NA	3.0534*	1	1
Men	Obese	All	1997	0.18	0.17	NA	7.7136*	0	0
Men	Obese	All	1998	0.18	0.19	NA	7.7136*	0	0
Men	Obese	All	1999	0.20	0.20	NA	7.7136*	0	0
Men	Obese	All	2000	0.22	0.22	NA	7.7136*	0	0
Women	Obese	1	2001	0.03	0.03	NA	23.4378	1	1
Women	Obese	1	2002	0.03	0.04	NA	23.4378	1	1
Women	Obese	1	2003	0.05	0.04	Joinpoint 1	NA	1	1
Women	Obese	1	2004	0.05	0.04	NA	0.3217	1	1
Women	Obese	1	2005	0.04	0.04	NA	0.3217	1	1
Women	Obese	1	2006	0.04	0.04	NA	0.3217	1	1
Women	Obese	1	2007	0.05	0.04	NA	0.3217	1	1
Women	Obese	1	2008	0.05	0.04	NA	0.3217	1	1
Women	Obese	1	2009	0.04	0.04	NA	0.3217	1	1
Women	Obese	1	2010	0.05	0.04	NA	0.3217	1	1
Women	Obese	1	2011	0.04	0.04	NA	0.3217	1	1
Women	Obese	1	2012	0.05	0.04	NA	0.3217	1	1
Women	Obese	1	2013	0.03	0.04	NA	0.3217	1	1
Women	Obese	1	2014	0.05	0.05	NA	0.3217	1	1
Women	Obese	1	2015	0.04	0.05	NA	0.3217	1	1
Women	Obese	1	2016	0.05	0.05	NA	0.3217	1	1
Women	Obese	1	2017	0.05	0.05	NA	0.3217	1	1
Women	Obese	1	2018	0.04	0.05	NA	0.3217	1	1
Women	Obese	1	2019	0.05	0.05	NA	0.3217	1	1
Women	Obese	2	2001	0.04	0.04	NA	10.1345	1	1
Women	Obese	2	2002	0.04	0.04	NA	10.1345	1	1
Women	Obese	2	2003	0.05	0.04	NA	10.1345	1	1
Women	Obese	2	2004	0.05	0.05	Joinpoint 1	NA	1	1
Women	Obese	2	2005	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2006	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2007	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2008	0.04	0.05	NA	0.6041	1	1
Women	Obese	2	2009	0.04	0.05	NA	0.6041	1	1
Women	Obese	2	2010	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2011	0.06	0.05	NA	0.6041	1	1
Women	Obese	2	2012	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2013	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2014	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2015	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2016	0.05	0.05	NA	0.6041	1	1
Women	Obese	2	2017	0.06	0.05	NA	0.6041	1	1
Women	Obese	2	2018	0.06	0.05	NA	0.6041	1	1
Women	Obese	2	2019	0.05	0.05	NA	0.6041	1	1
Women	Obese	3	2001	0.04	0.04	NA	2.1162*	0	0
Women	Obese	3	2002	0.04	0.05	NA	2.1162*	0	0
Women	Obese	3	2003	0.05	0.05	NA	2.1162*	0	0
Women	Obese	3	2004	0.04	0.05	NA	2.1162*	0	0
Women	Obese	3	2005	0.05	0.05	NA	2.1162*	0	0
Women	Obese	3	2006	0.05	0.05	NA	2.1162*	0	0
Women	Obese	3	2007	0.05	0.05	NA	2.1162*	0	0
Women	Obese	3	2008	0.05	0.05	NA	2.1162*	0	0
Women	Obese	3	2009	0.05	0.05	NA	2.1162*	0	0
Women	Obese	3	2010	0.05	0.05	NA	2.1162*	0	0
Women	Obese	3	2011	0.06	0.05	NA	2.1162*	0	0
Women	Obese	3	2012	0.05	0.06	NA	2.1162*	0	0
Women	Obese	3	2013	0.06	0.06	NA	2.1162*	0	0
Women	Obese	3	2014	0.06	0.06	NA	2.1162*	0	0
Women	Obese	3	2015	0.06	0.06	NA	2.1162*	0	0
Women	Obese	3	2016	0.06	0.06	NA	2.1162*	0	0
Women	Obese	3	2017	0.06	0.06	NA	2.1162*	0	0
Women	Obese	3	2018	0.07	0.06	NA	2.1162*	0	0
Women	Obese	3	2019	0.06	0.06	NA	2.1162*	0	0
Women	Obese	4	2001	0.05	0.05	NA	0.8433*	0	0
Women	Obese	4	2002	0.05	0.05	NA	0.8433*	0	0
Women	Obese	4	2003	0.05	0.05	NA	0.8433*	0	0
Women	Obese	4	2004	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2005	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2006	0.05	0.06	NA	0.8433*	0	0
Women	Obese	4	2007	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2008	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2009	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2010	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2011	0.05	0.06	NA	0.8433*	0	0
Women	Obese	4	2012	0.05	0.06	NA	0.8433*	0	0
Women	Obese	4	2013	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2014	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2015	0.06	0.06	NA	0.8433*	0	0
Women	Obese	4	2016	0.05	0.06	NA	0.8433*	0	0
Women	Obese	4	2017	0.07	0.06	NA	0.8433*	0	0
Women	Obese	4	2018	0.07	0.06	NA	0.8433*	0	0
Women	Obese	4	2019	0.06	0.06	NA	0.8433*	0	0
Women	Obese	5	2001	0.08	0.08	NA	-16.0271*	1	1
Women	Obese	5	2002	0.08	0.07	NA	-16.0271*	1	1
Women	Obese	5	2003	0.05	0.06	NA	-16.0271*	1	1
Women	Obese	5	2004	0.05	0.05	Joinpoint 1	NA	1	1
Women	Obese	5	2005	0.05	0.05	NA	3.1152*	1	1
