"sex"	"age_group"	"cancer_site"	"Model"	"#Obs"	"#Param"	"DF"	"SSE"	"MSE"	"Auto Corr"	"Segment"	"Joinpoint"	"Joinpoint 95% LCL"	"Joinpoint 95% UCL"	"Intercept Estimate"	"Intercept Std Error"	"Intercept Test Statistic"	"Intercept P-Value"	"Slope Estimate"	"Slope Std Error"	"Slope Test Statistic"	"Slope P-Value"	"SlopeChg Estimate"	"SlopeChg Std Error"	"SlopeChg Test Statistic"	"SlopeChg P-Value"	"Covar-Int vs Int"	"Covar-Int vs Slope"	"Covar-Slope vs Slope"	"Corr-Int vs Int"	"Corr-Int vs Slope"	"Corr-Slope vs Slope"
Women	50-64	Colorectum	2	19	6	13	0.010490	0.000807	Uncorrelated	2	2008	2006	2017	4.894304	5.548003	0.882174	0.396551	-0.000344	0.002755	-0.124894	0.902860	-0.038582	0.013211	-2.920378	0.013928	671.462031	0.000000	0.000008	1.000000	0.000000	1.000000
Women	50-64	Endometrium	1	19	4	15	0.010304	0.000687	Uncorrelated	0	NA	NA	NA	-74.068429	11.888845	-6.230078	0.000022	0.038871	0.005934	6.550450	0.000013	NA	NA	NA	NA	141.344635	0.000000	17.470562	1.000000	0.000000	1.000000
Women	50-64	Endometrium	1	19	4	15	0.010304	0.000687	Uncorrelated	1	2007	2006	2010	2.924153	4.179780	0.699595	0.495641	0.000509	0.002076	0.244995	0.810015	-0.038362	0.006287	-6.102136	0.000027	0.000035	0.000000	0.000004	1.000000	0.000000	1.000000
Women	50-64	Gallbladder	0	19	2	17	0.171745	0.010103	Uncorrelated	0	NA	NA	NA	-42.275190	8.462100	-4.995827	0.000111	0.021626	0.004210	5.136748	0.000082	NA	NA	NA	NA	71.607135	-0.035625	0.000018	1.000000	-0.999996	1.000000
Women	50-64	Hodgkin Lymphoma	1	19	4	15	0.184550	0.012303	Uncorrelated	0	NA	NA	NA	-78.406775	21.877324	-3.583929	0.002992	0.039409	0.010906	3.613527	0.002822	NA	NA	NA	NA	478.617320	0.000000	1899.072788	1.000000	0.000000	1.000000
Women	50-64	Hodgkin Lymphoma	1	19	4	15	0.184550	0.012303	Uncorrelated	1	2012	2008	2016	49.348082	43.578352	1.132399	0.276489	-0.024088	0.021616	-1.114328	0.283904	-0.063496	0.024212	-2.622565	0.020075	0.000119	0.000000	0.000467	1.000000	0.000000	1.000000
Women	50-64	Kidney	2	19	6	13	0.013492	0.001038	Uncorrelated	0	NA	NA	NA	-50.716802	27.770086	-1.826311	0.095042	0.026508	0.013868	1.911518	0.082329	NA	NA	NA	NA	771.177652	0.000000	0.000481	1.000000	0.000000	1.000000
Women	50-64	Kidney	2	19	6	13	0.013492	0.001038	Uncorrelated	1	2005	2003	2008	-153.458179	44.007028	-3.487129	0.005084	0.077751	0.021927	3.545937	0.004585	0.051243	0.025944	1.975115	0.073884	0.000192	0.000000	47.299956	1.000000	0.000000	1.000000
Women	50-64	Kidney	2	19	6	13	0.013492	0.001038	Uncorrelated	2	2009	2007	2012	-22.498817	6.877496	-3.271367	0.007447	0.012565	0.003414	3.680325	0.003624	-0.065186	0.022191	-2.937518	0.013508	1936.618501	0.000000	0.000012	1.000000	0.000000	1.000000
Women	50-64	Larynx	0	19	2	17	0.143682	0.008452	Uncorrelated	0	NA	NA	NA	28.119162	7.739927	3.633001	0.002056	-0.013592	0.003851	-3.529836	0.002572	NA	NA	NA	NA	59.906471	-0.029804	0.000015	1.000000	-0.999996	1.000000
Women	50-64	Leukaemia	1	19	4	15	0.045404	0.003027	Uncorrelated	0	NA	NA	NA	-42.815881	7.095027	-6.034633	0.000031	0.022552	0.003534	6.380854	0.000017	NA	NA	NA	NA	50.339403	0.000000	2313.309933	1.000000	0.000000	1.000000
Women	50-64	Leukaemia	1	19	4	15	0.045404	0.003027	Uncorrelated	1	2015	2010	2017	87.748869	48.096881	1.824419	0.089500	-0.042245	0.023840	-1.772028	0.098143	-0.064796	0.024100	-2.688604	0.017646	0.000012	0.000000	0.000568	1.000000	0.000000	1.000000
Women	50-64	Liver	2	19	6	13	0.041783	0.003214	Uncorrelated	0	NA	NA	NA	111.435919	161.412017	0.690382	0.504261	-0.055095	0.080646	-0.683171	0.508632	NA	NA	NA	NA	26053.839278	0.000000	0.000186	1.000000	0.000000	1.000000
Women	50-64	Liver	2	19	6	13	0.041783	0.003214	Uncorrelated	1	2003	2003	2005	-172.891981	27.351778	-6.321051	0.000057	0.086856	0.013632	6.371699	0.000053	0.141951	0.081789	1.735566	0.110530	0.006504	0.000000	220.054413	1.000000	0.000000	1.000000
Women	50-64	Liver	2	19	6	13	0.041783	0.003214	Uncorrelated	2	2010	2006	2013	-32.303019	14.834231	-2.177600	0.052083	0.016912	0.007362	2.297177	0.042241	-0.069945	0.015492	-4.514750	0.000880	748.119736	0.000000	0.000054	1.000000	0.000000	1.000000
Women	50-64	Lung	3	19	8	11	0.001940	0.000176	Uncorrelated	0	NA	NA	NA	8.332046	40.348219	0.206503	0.841556	-0.002110	0.020159	-0.104655	0.919226	NA	NA	NA	NA	1627.978757	0.000000	164.265291	1.000000	0.000000	1.000000
Women	50-64	Lung	3	19	8	11	0.001940	0.000176	Uncorrelated	1	2003	2003	2006	-64.760375	12.784728	-5.065448	0.000970	0.034382	0.006375	5.393356	0.000651	0.036491	0.021143	1.725942	0.122635	0.000406	0.000000	0.000041	1.000000	0.000000	1.000000
Women	50-64	Lung	3	19	8	11	0.001940	0.000176	Uncorrelated	2	2008	2006	2010	6.006174	12.816602	0.468625	0.651842	-0.000861	0.006375	-0.134995	0.895951	-0.035242	0.009015	-3.909134	0.004487	163.449270	0.000000	47.213504	1.000000	0.000000	1.000000
Women	50-64	Lung	3	19	8	11	0.001940	0.000176	Uncorrelated	3	2013	2009	2017	30.314348	6.871208	4.411793	0.002251	-0.012936	0.003407	-3.796390	0.005264	-0.012076	0.007228	-1.670581	0.133351	0.000041	0.000000	0.000012	1.000000	0.000000	1.000000
Women	50-64	Melanoma	1	19	4	15	0.013799	0.000920	Uncorrelated	0	NA	NA	NA	-110.898474	18.129981	-6.116856	0.000027	0.056965	0.009051	6.293471	0.000020	NA	NA	NA	NA	328.696203	0.000000	18.241067	1.000000	0.000000	1.000000
Women	50-64	Melanoma	1	19	4	15	0.013799	0.000920	Uncorrelated	1	2006	2005	2009	-37.938049	4.270956	-8.882800	0.000000	0.020594	0.002122	9.706297	0.000000	-0.036371	0.009297	-3.912238	0.001564	0.000082	0.000000	0.000005	1.000000	0.000000	1.000000
Women	50-64	MultipleMyeloma	0	19	2	17	0.051589	0.003035	Uncorrelated	0	NA	NA	NA	-56.701428	4.637834	-12.225843	0.000000	0.029304	0.002307	12.700080	0.000000	NA	NA	NA	NA	21.509504	-0.010701	0.000005	1.000000	-0.999996	1.000000
Women	50-64	Non-Hodgkin Lymphoma	1	19	4	15	0.017402	0.001160	Uncorrelated	0	NA	NA	NA	-35.503043	8.874553	-4.000544	0.001315	0.019276	0.004426	4.354920	0.000660	NA	NA	NA	NA	78.757699	0.000000	79.545270	1.000000	0.000000	1.000000
Women	50-64	Non-Hodgkin Lymphoma	1	19	4	15	0.017402	0.001160	Uncorrelated	1	2010	2007	2012	51.598470	8.918815	5.785350	0.000047	-0.024058	0.004426	-5.435422	0.000088	-0.043334	0.006260	-6.922817	0.000007	0.000020	0.000000	0.000020	1.000000	0.000000	1.000000
Women	50-64	Oesophagus	1	19	4	15	0.038880	0.002592	Uncorrelated	0	NA	NA	NA	-22.490970	11.307784	-1.988981	0.066611	0.012283	0.005638	2.178404	0.046961	NA	NA	NA	NA	127.865988	0.000000	253.676152	1.000000	0.000000	1.000000
Women	50-64	Oesophagus	1	19	4	15	0.038880	0.002592	Uncorrelated	1	2011	2006	2014	52.653786	15.927214	3.305901	0.005201	-0.025084	0.007902	-3.174266	0.006758	-0.037367	0.009708	-3.849215	0.001770	0.000032	0.000000	0.000062	1.000000	0.000000	1.000000
Women	50-64	Oral	1	19	4	15	0.023082	0.001539	Uncorrelated	0	NA	NA	NA	-87.128501	9.541864	-9.131183	0.000000	0.044701	0.004759	9.392797	0.000000	NA	NA	NA	NA	91.047163	0.000000	91.957628	1.000000	0.000000	1.000000
Women	50-64	Oral	1	19	4	15	0.023082	0.001539	Uncorrelated	1	2010	2008	2014	-31.584199	9.589454	-3.293639	0.005329	0.017067	0.004759	3.586156	0.002979	-0.027634	0.006730	-4.105915	0.001070	0.000023	0.000000	0.000023	1.000000	0.000000	1.000000
Women	50-64	Ovary	0	19	2	17	0.013270	0.000781	Uncorrelated	0	NA	NA	NA	41.204427	2.352190	17.517474	0.000000	-0.018715	0.001170	-15.992668	0.000000	NA	NA	NA	NA	5.532798	-0.002753	0.000001	1.000000	-0.999996	1.000000
Women	50-64	Pancreas	0	19	2	17	0.068210	0.004012	Uncorrelated	0	NA	NA	NA	-16.454496	5.332854	-3.085495	0.006710	0.009483	0.002653	3.574066	0.002337	NA	NA	NA	NA	28.439332	-0.014149	0.000007	1.000000	-0.999996	1.000000
Women	50-64	Stomach	1	19	4	15	0.050183	0.003346	Uncorrelated	0	NA	NA	NA	39.875324	8.722310	4.571647	0.000435	-0.018916	0.004346	-4.352499	0.000663	NA	NA	NA	NA	76.078699	0.000000	1398.460553	1.000000	0.000000	1.000000
Women	50-64	Stomach	1	19	4	15	0.050183	0.003346	Uncorrelated	1	2014	2003	2017	-29.792712	37.395996	-0.796682	0.438938	0.015676	0.018540	0.845515	0.412041	0.034592	0.019043	1.816520	0.090758	0.000019	0.000000	0.000344	1.000000	0.000000	1.000000
Women	50-64	Thyroid	0	19	2	17	0.096331	0.005667	Uncorrelated	0	NA	NA	NA	-112.041834	6.337518	-17.679134	0.000000	0.056786	0.003153	18.010324	0.000000	NA	NA	NA	NA	40.164136	-0.019982	0.000010	1.000000	-0.999996	1.000000
Women	65+	Bladder	1	19	4	15	0.010283	0.000686	Uncorrelated	0	NA	NA	NA	16.978728	5.303409	3.201474	0.006402	-0.006580	0.002644	-2.488063	0.026060	NA	NA	NA	NA	28.126151	0.000000	55.800091	1.000000	0.000000	1.000000
Women	65+	Bladder	1	19	4	15	0.010283	0.000686	Uncorrelated	1	2011	2006	2013	50.515681	7.469946	6.762523	0.000009	-0.023256	0.003706	-6.274882	0.000020	-0.016677	0.004553	-3.662853	0.002559	0.000007	0.000000	0.000014	1.000000	0.000000	1.000000
Women	65+	Brain and CNS	1	19	4	15	0.023867	0.001591	Uncorrelated	0	NA	NA	NA	-38.748485	8.953608	-4.327695	0.000695	0.020731	0.004465	4.643391	0.000380	NA	NA	NA	NA	80.167102	0.000000	159.045280	1.000000	0.000000	1.000000
Women	65+	Brain and CNS	1	19	4	15	0.023867	0.001591	Uncorrelated	1	2011	2007	2016	19.039649	12.611316	1.509727	0.153349	-0.008005	0.006257	-1.279414	0.221549	-0.028736	0.007687	-3.738450	0.002203	0.000020	0.000000	0.000039	1.000000	0.000000	1.000000
Women	65+	Breast	1	19	4	15	0.009408	0.000627	Uncorrelated	0	NA	NA	NA	-55.808170	22.437878	-2.487230	0.026102	0.030800	0.011205	2.748766	0.015683	NA	NA	NA	NA	503.458353	0.000000	11.175848	1.000000	0.000000	1.000000
Women	65+	Breast	1	19	4	15	0.009408	0.000627	Uncorrelated	1	2005	2003	2016	-8.430532	3.343030	-2.521824	0.024414	0.007170	0.001661	4.316330	0.000711	-0.023630	0.011327	-2.086071	0.055750	0.000126	0.000000	0.000003	1.000000	0.000000	1.000000
Women	65+	Cervix	1	19	4	15	0.037043	0.002470	Uncorrelated	0	NA	NA	NA	146.442341	69.930959	2.094099	0.054929	-0.071826	0.034931	-2.056248	0.058899	NA	NA	NA	NA	4890.339050	0.000000	35.280983	1.000000	0.000000	1.000000
Women	65+	Cervix	1	19	4	15	0.037043	0.002470	Uncorrelated	1	2004	2003	2017	50.153258	5.939780	8.443623	0.000001	-0.023777	0.002952	-8.054221	0.000001	0.048048	0.035055	1.370656	0.192059	0.001220	0.000000	0.000009	1.000000	0.000000	1.000000
Women	65+	Colorectum	2	19	6	13	0.001537	0.000118	Uncorrelated	0	NA	NA	NA	-17.684326	3.388307	-5.219222	0.000286	0.011538	0.001690	6.825798	0.000029	NA	NA	NA	NA	11.480624	0.000000	0.000004	1.000000	0.000000	1.000000
Women	65+	Colorectum	2	19	6	13	0.001537	0.000118	Uncorrelated	1	2009	2007	2011	33.193669	4.167408	7.965063	0.000007	-0.013787	0.002070	-6.659619	0.000036	-0.025325	0.002673	-9.475533	0.000001	0.000003	0.000000	977.889152	1.000000	0.000000	1.000000
Women	65+	Colorectum	2	19	6	13	0.001537	0.000118	Uncorrelated	2	2017	2015	2017	-29.199062	31.271219	-0.933736	0.370484	0.017146	0.015492	1.106767	0.292011	0.030933	0.015630	1.979104	0.073382	17.367290	0.000000	0.000240	1.000000	0.000000	1.000000
Women	65+	Endometrium	1	19	4	15	0.005399	0.000360	Uncorrelated	0	NA	NA	NA	-62.117946	3.752073	-16.555633	0.000000	0.033070	0.001870	17.680729	0.000000	NA	NA	NA	NA	14.078052	0.000000	55.859336	1.000000	0.000000	1.000000
Women	65+	Endometrium	1	19	4	15	0.005399	0.000360	Uncorrelated	1	2012	2010	2014	-4.361146	7.473910	-0.583516	0.568828	0.004364	0.003707	1.177214	0.258737	-0.028706	0.004152	-6.913131	0.000007	0.000003	0.000000	0.000014	1.000000	0.000000	1.000000
Women	65+	Gallbladder	0	19	2	17	0.055850	0.003285	Uncorrelated	0	NA	NA	NA	-67.141269	4.825573	-13.913638	0.000000	0.034699	0.002401	14.453229	0.000000	NA	NA	NA	NA	23.286150	-0.011585	0.000006	1.000000	-0.999996	1.000000
Women	65+	Hodgkin Lymphoma	0	19	2	17	0.147511	0.008677	Uncorrelated	0	NA	NA	NA	-59.236216	7.842390	-7.553337	0.000001	0.030059	0.003902	7.704068	0.000001	NA	NA	NA	NA	61.503082	-0.030598	0.000015	1.000000	-0.999996	1.000000
Women	65+	Kidney	1	19	4	15	0.014063	0.000938	Uncorrelated	0	NA	NA	NA	-85.600607	4.554490	-18.794774	0.000000	0.044379	0.002269	19.556217	0.000000	NA	NA	NA	NA	20.743378	0.000000	381.299846	1.000000	0.000000	1.000000
Women	65+	Kidney	1	19	4	15	0.014063	0.000938	Uncorrelated	1	2014	2012	2015	22.247431	19.526901	1.139322	0.273688	-0.009170	0.009681	-0.947230	0.359586	-0.053549	0.009944	-5.385308	0.000096	0.000005	0.000000	0.000094	1.000000	0.000000	1.000000
Women	65+	Larynx	0	19	2	17	0.117351	0.006903	Uncorrelated	0	NA	NA	NA	17.595485	6.994870	2.515484	0.022231	-0.008098	0.003480	-2.327016	0.032578	NA	NA	NA	NA	48.928207	-0.024342	0.000012	1.000000	-0.999996	1.000000
Women	65+	Leukaemia	1	19	4	15	0.021696	0.001446	Uncorrelated	0	NA	NA	NA	-30.264430	5.181792	-5.840534	0.000043	0.016941	0.002581	6.563187	0.000013	NA	NA	NA	NA	26.850966	0.000000	1233.916205	1.000000	0.000000	1.000000
Women	65+	Leukaemia	1	19	4	15	0.021696	0.001446	Uncorrelated	1	2015	2013	2017	96.949683	35.127143	2.759965	0.015342	-0.046193	0.017411	-2.653035	0.018917	-0.063134	0.017602	-3.586825	0.002975	0.000007	0.000000	0.000303	1.000000	0.000000	1.000000
Women	65+	Liver	1	19	4	15	0.040495	0.002700	Uncorrelated	0	NA	NA	NA	-97.454305	8.866582	-10.991192	0.000000	0.050012	0.004419	11.317694	0.000000	NA	NA	NA	NA	78.616274	0.000000	648.825033	1.000000	0.000000	1.000000
Women	65+	Liver	1	19	4	15	0.040495	0.002700	Uncorrelated	1	2013	2009	2016	-17.418079	25.472044	-0.683812	0.505256	0.010252	0.012632	0.811629	0.430588	-0.039760	0.013382	-2.971036	0.010116	0.000020	0.000000	0.000160	1.000000	0.000000	1.000000
Women	65+	Lung	1	19	4	15	0.003289	0.000219	Uncorrelated	0	NA	NA	NA	-43.664960	2.900855	-15.052447	0.000000	0.024463	0.001446	16.916987	0.000000	NA	NA	NA	NA	8.414958	0.000000	33.389132	1.000000	0.000000	1.000000
Women	65+	Lung	1	19	4	15	0.003289	0.000219	Uncorrelated	1	2012	2010	2014	-10.878169	5.778333	-1.882579	0.080707	0.008168	0.002866	2.849668	0.012858	-0.016296	0.003210	-5.075933	0.000169	0.000002	0.000000	0.000008	1.000000	0.000000	1.000000
Women	65+	Melanoma	1	19	4	15	0.006143	0.000410	Uncorrelated	0	NA	NA	NA	-96.869535	3.043331	-31.830098	0.000000	0.050118	0.001516	33.051680	0.000000	NA	NA	NA	NA	9.261866	0.000000	170.249410	1.000000	0.000000	1.000000
Women	65+	Melanoma	1	19	4	15	0.006143	0.000410	Uncorrelated	1	2014	2012	2016	-29.919038	13.047966	-2.293004	0.037849	0.016876	0.006469	2.608683	0.020626	-0.033243	0.006644	-5.003140	0.000193	0.000002	0.000000	0.000042	1.000000	0.000000	1.000000
Women	65+	MultipleMyeloma	0	19	2	17	0.051336	0.003020	Uncorrelated	0	NA	NA	NA	-42.412240	4.626461	-9.167319	0.000000	0.022815	0.002302	9.912116	0.000000	NA	NA	NA	NA	21.404139	-0.010649	0.000005	1.000000	-0.999996	1.000000
Women	65+	Non-Hodgkin Lymphoma	1	19	4	15	0.009713	0.000648	Uncorrelated	0	NA	NA	NA	-45.359882	4.600181	-9.860456	0.000000	0.024641	0.002293	10.745115	0.000000	NA	NA	NA	NA	21.161667	0.000000	83.965926	1.000000	0.000000	1.000000
Women	65+	Non-Hodgkin Lymphoma	1	19	4	15	0.009713	0.000648	Uncorrelated	1	2012	2009	2013	35.270115	9.163292	3.849066	0.001771	-0.015434	0.004545	-3.395558	0.004351	-0.040075	0.005091	-7.871630	0.000002	0.000005	0.000000	0.000021	1.000000	0.000000	1.000000
Women	65+	Oesophagus	0	19	2	17	0.009555	0.000562	Uncorrelated	0	NA	NA	NA	24.430805	1.996007	12.239840	0.000000	-0.010350	0.000993	-10.422553	0.000000	NA	NA	NA	NA	3.984043	-0.001982	0.000001	1.000000	-0.999996	1.000000
Women	65+	Oral	1	19	4	15	0.012017	0.000801	Uncorrelated	0	NA	NA	NA	-62.238449	6.449797	-9.649676	0.000000	0.032518	0.003216	10.111027	0.000000	NA	NA	NA	NA	41.599883	0.000000	82.530924	1.000000	0.000000	1.000000
Women	65+	Oral	1	19	4	15	0.012017	0.000801	Uncorrelated	1	2011	2007	2014	-27.095321	9.084653	-2.982538	0.009888	0.015042	0.004507	3.337215	0.004887	-0.017475	0.005537	-3.156061	0.007007	0.000010	0.000000	0.000020	1.000000	0.000000	1.000000
Women	65+	Ovary	1	19	4	15	0.007531	0.000502	Uncorrelated	0	NA	NA	NA	17.303143	3.872734	4.467940	0.000531	-0.006539	0.001930	-3.388046	0.004417	NA	NA	NA	NA	14.998067	0.000000	123.779990	1.000000	0.000000	1.000000
Women	65+	Ovary	1	19	4	15	0.007531	0.000502	Uncorrelated	1	2013	2008	2017	44.791187	11.125646	4.025940	0.001251	-0.020195	0.005517	-3.660212	0.002572	-0.013655	0.005845	-2.336166	0.034870	0.000004	0.000000	0.000030	1.000000	0.000000	1.000000
Women	65+	Pancreas	1	19	4	15	0.005593	0.000373	Uncorrelated	0	NA	NA	NA	-36.357024	7.445502	-4.883086	0.000242	0.020156	0.003715	5.425077	0.000089	NA	NA	NA	NA	55.435495	0.000000	14.252052	1.000000	0.000000	1.000000
Women	65+	Pancreas	1	19	4	15	0.005593	0.000373	Uncorrelated	1	2008	2005	2014	-3.124325	3.775189	-0.827594	0.421784	0.003606	0.001874	1.923604	0.074980	-0.016550	0.004161	-3.977065	0.001377	0.000014	0.000000	0.000004	1.000000	0.000000	1.000000
Women	65+	Stomach	2	19	6	13	0.009014	0.000693	Uncorrelated	0	NA	NA	NA	71.042179	8.668502	8.195439	0.000005	-0.033568	0.004325	-7.762212	0.000009	NA	NA	NA	NA	75.142935	0.000000	0.000028	1.000000	0.000000	1.000000
Women	65+	Stomach	2	19	6	13	0.009014	0.000693	Uncorrelated	1	2009	2004	2014	102.623095	10.661722	9.625377	0.000001	-0.049288	0.005296	-9.305802	0.000002	-0.015720	0.006838	-2.298990	0.042107	0.000019	0.000000	6400.476193	1.000000	0.000000	1.000000
Women	65+	Stomach	2	19	6	13	0.009014	0.000693	Uncorrelated	2	2017	2015	2017	-39.032129	80.002976	-0.487883	0.635211	0.020943	0.039635	0.528401	0.607717	0.070231	0.039987	1.756329	0.106797	113.672315	0.000000	0.001571	1.000000	0.000000	1.000000
Women	65+	Thyroid	1	19	4	15	0.028213	0.001881	Uncorrelated	0	NA	NA	NA	-91.458973	7.442748	-12.288334	0.000000	0.046553	0.003709	12.550350	0.000000	NA	NA	NA	NA	55.394500	0.000000	457.174280	1.000000	0.000000	1.000000
Women	65+	Thyroid	1	19	4	15	0.028213	0.001881	Uncorrelated	1	2013	2010	2017	-43.261237	21.381634	-2.023290	0.062569	0.022610	0.010603	2.132342	0.051171	-0.023943	0.011233	-2.131429	0.051258	0.000014	0.000000	0.000112	1.000000	0.000000	1.000000
