"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"year"	"incidence_rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2014	1.20	1.07	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2015	1.11	1.14	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2016	1.11	1.21	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2017	1.39	1.28	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2018	1.39	1.36	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2019	1.20	1.45	NA	6.2785*	0	0
BMI	20-49	Women	Pancreas	Rate	2005	1.00	1.05	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2006	1.20	1.07	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2007	1.10	1.10	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2008	1.10	1.12	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2009	1.10	1.15	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2010	1.10	1.18	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2011	1.20	1.21	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2012	1.20	1.24	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2013	1.40	1.27	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2014	1.30	1.30	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2015	1.40	1.33	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2016	1.40	1.36	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2017	1.30	1.40	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2018	1.40	1.43	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	Rate	2019	1.50	1.47	NA	2.4491*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2005	0.08	0.09	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2006	0.10	0.09	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2007	0.09	0.09	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2008	0.09	0.10	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2009	0.09	0.10	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2010	0.10	0.10	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2011	0.11	0.11	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2012	0.11	0.11	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2013	0.13	0.12	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2014	0.12	0.12	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2015	0.13	0.12	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2016	0.13	0.13	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2017	0.12	0.13	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2018	0.13	0.14	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	attributable_rate	2019	0.14	0.15	NA	3.8888*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2005	0.92	0.96	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2006	1.10	0.98	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2007	1.01	1.01	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2008	1.01	1.03	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2009	1.01	1.05	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2010	1.00	1.08	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2011	1.09	1.10	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2012	1.09	1.13	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2013	1.27	1.15	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2014	1.18	1.18	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2015	1.27	1.21	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2016	1.27	1.23	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2017	1.18	1.26	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2018	1.27	1.29	NA	2.3106*	0	0
BMI	20-49	Women	Pancreas	non_attributable_rate	2019	1.36	1.32	NA	2.3106*	0	0
BMI	20-49	Women	Thyroid	Rate	2005	5.10	5.33	NA	7.0185*	1	1
BMI	20-49	Women	Thyroid	Rate	2006	6.10	5.71	NA	7.0185*	1	1
BMI	20-49	Women	Thyroid	Rate	2007	6.20	6.11	NA	7.0185*	1	1
BMI	20-49	Women	Thyroid	Rate	2008	6.50	6.54	NA	7.0185*	1	1
BMI	20-49	Women	Thyroid	Rate	2009	6.80	7.00	NA	7.0185*	1	1
BMI	20-49	Women	Thyroid	Rate	2010	7.40	7.49	NA	7.0185*	1	1
BMI	20-49	Women	Thyroid	Rate	2011	7.90	8.01	NA	7.0185*	1	1
BMI	20-49	Women	Thyroid	Rate	2012	8.70	8.58	NA	7.0185*	1	1
BMI	20-49	Women	Thyroid	Rate	2013	9.40	9.18	Joinpoint 1	NA	1	1
BMI	20-49	Women	Thyroid	Rate	2014	9.20	9.50	NA	3.5403*	1	1
BMI	20-49	Women	Thyroid	Rate	2015	9.70	9.84	NA	3.5403*	1	1
BMI	20-49	Women	Thyroid	Rate	2016	10.70	10.19	NA	3.5403*	1	1
BMI	20-49	Women	Thyroid	Rate	2017	10.50	10.55	NA	3.5403*	1	1
BMI	20-49	Women	Thyroid	Rate	2018	10.90	10.92	NA	3.5403*	1	1
BMI	20-49	Women	Thyroid	Rate	2019	11.20	11.31	NA	3.5403*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2005	0.34	0.35	NA	9.7351*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2006	0.41	0.38	NA	9.7351*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2007	0.43	0.42	NA	9.7351*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2008	0.46	0.46	NA	9.7351*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2009	0.49	0.51	NA	9.7351*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2010	0.55	0.56	NA	9.7351*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2011	0.61	0.61	NA	9.7351*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2012	0.69	0.67	NA	9.7351*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2013	0.75	0.73	Joinpoint 1	NA	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2014	0.74	0.76	NA	3.8899*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2015	0.78	0.79	NA	3.8899*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2016	0.86	0.82	NA	3.8899*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2017	0.85	0.86	NA	3.8899*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2018	0.88	0.89	NA	3.8899*	1	1
BMI	20-49	Women	Thyroid	attributable_rate	2019	0.92	0.92	NA	3.8899*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2005	4.76	4.99	NA	6.8077*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2006	5.69	5.33	NA	6.8077*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2007	5.77	5.69	NA	6.8077*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2008	6.04	6.08	NA	6.8077*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2009	6.31	6.49	NA	6.8077*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2010	6.85	6.93	NA	6.8077*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2011	7.29	7.40	NA	6.8077*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2012	8.01	7.91	NA	6.8077*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2013	8.65	8.44	Joinpoint 1	NA	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2014	8.46	8.74	NA	3.5053*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2015	8.92	9.05	NA	3.5053*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2016	9.84	9.36	NA	3.5053*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2017	9.65	9.69	NA	3.5053*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2018	10.02	10.03	NA	3.5053*	1	1
BMI	20-49	Women	Thyroid	non_attributable_rate	2019	10.28	10.38	NA	3.5053*	1	1
BMI	50+	Men	Colorectum	Rate	2005	202.90	203.21	NA	1.3867*	2	2
BMI	50+	Men	Colorectum	Rate	2006	205.40	206.02	NA	1.3867*	2	2
BMI	50+	Men	Colorectum	Rate	2007	207.20	208.88	NA	1.3867*	2	2
BMI	50+	Men	Colorectum	Rate	2008	215.40	211.78	NA	1.3867*	2	2
BMI	50+	Men	Colorectum	Rate	2009	215.70	214.71	NA	1.3867*	2	2
BMI	50+	Men	Colorectum	Rate	2010	216.90	217.69	NA	1.3867*	2	2
BMI	50+	Men	Colorectum	Rate	2011	217.00	220.71	Joinpoint 1	NA	2	2
BMI	50+	Men	Colorectum	Rate	2012	217.30	213.46	NA	-3.2831	2	2
BMI	50+	Men	Colorectum	Rate	2013	206.30	206.45	NA	-3.2831	2	2
BMI	50+	Men	Colorectum	Rate	2014	199.20	199.68	Joinpoint 2	NA	2	2
BMI	50+	Men	Colorectum	Rate	2015	200.80	199.62	NA	-0.0284	2	2
BMI	50+	Men	Colorectum	Rate	2016	200.20	199.56	NA	-0.0284	2	2
BMI	50+	Men	Colorectum	Rate	2017	195.40	199.51	NA	-0.0284	2	2
BMI	50+	Men	Colorectum	Rate	2018	198.10	199.45	NA	-0.0284	2	2
BMI	50+	Men	Colorectum	Rate	2019	202.50	199.39	NA	-0.0284	2	2
BMI	50+	Men	Colorectum	attributable_rate	2005	34.02	33.92	NA	3.0652*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2006	34.83	34.96	NA	3.0652*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2007	35.87	36.03	NA	3.0652*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2008	37.45	37.14	NA	3.0652*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2009	38.32	38.28	NA	3.0652*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2010	39.18	39.45	NA	3.0652*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2011	40.26	40.66	Joinpoint 1	NA	2	2
BMI	50+	Men	Colorectum	attributable_rate	2012	40.74	39.87	NA	-1.9406*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2013	39.18	39.10	NA	-1.9406*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2014	37.65	38.34	NA	-1.9406*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2015	38.17	37.59	Joinpoint 2	NA	2	2
BMI	50+	Men	Colorectum	attributable_rate	2016	38.20	38.14	NA	1.4425*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2017	38.11	38.69	NA	1.4425*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2018	38.92	39.24	NA	1.4425*	2	2
BMI	50+	Men	Colorectum	attributable_rate	2019	40.34	39.81	NA	1.4425*	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2005	168.88	169.37	NA	1.0131*	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2006	170.57	171.09	NA	1.0131*	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2007	171.33	172.82	NA	1.0131*	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2008	177.95	174.57	NA	1.0131*	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2009	177.38	176.34	NA	1.0131*	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2010	177.72	178.13	NA	1.0131*	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2011	176.74	179.93	Joinpoint 1	NA	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2012	176.56	173.71	NA	-3.4562	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2013	167.12	167.71	NA	-3.4562	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2014	161.55	161.91	Joinpoint 2	NA	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2015	162.63	161.49	NA	-0.2575	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2016	162.00	161.08	NA	-0.2575	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2017	157.29	160.66	NA	-0.2575	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2018	159.18	160.25	NA	-0.2575	2	2
BMI	50+	Men	Colorectum	non_attributable_rate	2019	162.16	159.84	NA	-0.2575	2	2
BMI	50+	Men	Gallbladder	Rate	2005	5.60	6.24	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2006	6.50	6.40	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2007	6.70	6.56	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2008	7.30	6.72	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2009	6.50	6.88	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2010	7.30	7.05	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2011	7.40	7.22	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2012	7.40	7.40	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2013	8.50	7.58	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2014	7.50	7.77	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2015	7.80	7.96	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2016	7.90	8.16	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2017	7.70	8.36	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2018	8.90	8.56	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	Rate	2019	8.80	8.77	NA	2.4585*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2005	0.56	0.63	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2006	0.67	0.66	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2007	0.71	0.70	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2008	0.78	0.74	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2009	0.72	0.78	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2010	0.85	0.82	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2011	0.92	0.87	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2012	0.95	0.92	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2013	1.13	0.97	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2014	0.99	1.02	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2015	1.05	1.08	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2016	1.08	1.14	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2017	1.11	1.20	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2018	1.30	1.26	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2019	1.31	1.33	NA	5.5320*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2005	5.04	5.63	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2006	5.83	5.74	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2007	5.99	5.86	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2008	6.52	5.98	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2009	5.78	6.10	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2010	6.45	6.22	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2011	6.48	6.35	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2012	6.45	6.48	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2013	7.37	6.61	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2014	6.51	6.74	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2015	6.75	6.88	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2016	6.82	7.02	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2017	6.59	7.16	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2018	7.60	7.31	NA	2.0341*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2019	7.49	7.46	NA	2.0341*	0	0
BMI	50+	Men	Kidney	Rate	2005	39.00	39.03	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2006	41.50	40.67	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2007	43.40	42.37	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2008	44.60	44.15	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2009	45.00	46.00	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2010	45.90	47.92	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2011	48.30	49.93	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2012	50.50	52.02	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2013	57.40	54.20	NA	4.1881*	1	1
BMI	50+	Men	Kidney	Rate	2014	58.20	56.47	Joinpoint 1	NA	1	1
BMI	50+	Men	Kidney	Rate	2015	57.00	56.69	NA	0.3882	1	1
BMI	50+	Men	Kidney	Rate	2016	57.30	56.91	NA	0.3882	1	1
BMI	50+	Men	Kidney	Rate	2017	54.30	57.13	NA	0.3882	1	1
BMI	50+	Men	Kidney	Rate	2018	56.90	57.35	NA	0.3882	1	1
BMI	50+	Men	Kidney	Rate	2019	59.50	57.57	NA	0.3882	1	1
BMI	50+	Men	Kidney	attributable_rate	2005	7.42	7.61	NA	4.5957*	2	2
BMI	50+	Men	Kidney	attributable_rate	2006	8.00	7.96	NA	4.5957*	2	2
BMI	50+	Men	Kidney	attributable_rate	2007	8.54	8.32	NA	4.5957*	2	2
BMI	50+	Men	Kidney	attributable_rate	2008	8.82	8.70	NA	4.5957*	2	2
BMI	50+	Men	Kidney	attributable_rate	2009	9.11	9.10	NA	4.5957*	2	2
BMI	50+	Men	Kidney	attributable_rate	2010	9.48	9.52	Joinpoint 1	NA	2	2
BMI	50+	Men	Kidney	attributable_rate	2011	10.29	10.36	NA	8.7666	2	2
BMI	50+	Men	Kidney	attributable_rate	2012	10.90	11.27	NA	8.7666	2	2
BMI	50+	Men	Kidney	attributable_rate	2013	12.59	12.25	Joinpoint 2	NA	2	2
BMI	50+	Men	Kidney	attributable_rate	2014	12.71	12.42	NA	1.3646	2	2
BMI	50+	Men	Kidney	attributable_rate	2015	12.54	12.59	NA	1.3646	2	2
BMI	50+	Men	Kidney	attributable_rate	2016	12.68	12.76	NA	1.3646	2	2
BMI	50+	Men	Kidney	attributable_rate	2017	12.33	12.94	NA	1.3646	2	2
BMI	50+	Men	Kidney	attributable_rate	2018	13.02	13.11	NA	1.3646	2	2
BMI	50+	Men	Kidney	attributable_rate	2019	13.81	13.29	NA	1.3646	2	2
BMI	50+	Men	Kidney	non_attributable_rate	2005	31.58	31.63	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2006	33.50	32.81	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2007	34.86	34.04	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2008	35.78	35.32	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2009	35.89	36.64	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2010	36.42	38.01	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2011	38.01	39.44	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2012	39.60	40.92	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2013	44.81	42.45	NA	3.7475*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2014	45.49	44.04	Joinpoint 1	NA	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2015	44.46	44.09	NA	0.1086	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2016	44.62	44.14	NA	0.1086	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2017	41.97	44.19	NA	0.1086	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2018	43.88	44.23	NA	0.1086	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2019	45.69	44.28	NA	0.1086	1	1
BMI	50+	Men	Liver	Rate	2005	19.30	19.21	NA	6.3010*	1	1
BMI	50+	Men	Liver	Rate	2006	20.90	20.42	NA	6.3010*	1	1
BMI	50+	Men	Liver	Rate	2007	21.90	21.71	NA	6.3010*	1	1
BMI	50+	Men	Liver	Rate	2008	22.60	23.07	NA	6.3010*	1	1
BMI	50+	Men	Liver	Rate	2009	24.30	24.53	NA	6.3010*	1	1
BMI	50+	Men	Liver	Rate	2010	25.90	26.07	NA	6.3010*	1	1
BMI	50+	Men	Liver	Rate	2011	26.60	27.72	NA	6.3010*	1	1
BMI	50+	Men	Liver	Rate	2012	29.20	29.46	NA	6.3010*	1	1
BMI	50+	Men	Liver	Rate	2013	32.40	31.32	Joinpoint 1	NA	1	1
BMI	50+	Men	Liver	Rate	2014	32.70	32.06	NA	2.3563*	1	1
BMI	50+	Men	Liver	Rate	2015	32.40	32.81	NA	2.3563*	1	1
BMI	50+	Men	Liver	Rate	2016	34.70	33.59	NA	2.3563*	1	1
BMI	50+	Men	Liver	Rate	2017	34.00	34.38	NA	2.3563*	1	1
BMI	50+	Men	Liver	Rate	2018	34.30	35.19	NA	2.3563*	1	1
BMI	50+	Men	Liver	Rate	2019	36.50	36.02	NA	2.3563*	1	1
BMI	50+	Men	Liver	attributable_rate	2005	3.91	3.87	NA	8.5549*	1	1
BMI	50+	Men	Liver	attributable_rate	2006	4.30	4.20	NA	8.5549*	1	1
BMI	50+	Men	Liver	attributable_rate	2007	4.61	4.56	NA	8.5549*	1	1
BMI	50+	Men	Liver	attributable_rate	2008	4.78	4.95	NA	8.5549*	1	1
BMI	50+	Men	Liver	attributable_rate	2009	5.28	5.37	NA	8.5549*	1	1
BMI	50+	Men	Liver	attributable_rate	2010	5.77	5.83	NA	8.5549*	1	1
BMI	50+	Men	Liver	attributable_rate	2011	6.15	6.33	NA	8.5549*	1	1
BMI	50+	Men	Liver	attributable_rate	2012	6.87	6.87	NA	8.5549*	1	1
BMI	50+	Men	Liver	attributable_rate	2013	7.78	7.46	Joinpoint 1	NA	1	1
BMI	50+	Men	Liver	attributable_rate	2014	7.82	7.73	NA	3.5930*	1	1
BMI	50+	Men	Liver	attributable_rate	2015	7.83	8.00	NA	3.5930*	1	1
BMI	50+	Men	Liver	attributable_rate	2016	8.46	8.29	NA	3.5930*	1	1
BMI	50+	Men	Liver	attributable_rate	2017	8.54	8.59	NA	3.5930*	1	1
BMI	50+	Men	Liver	attributable_rate	2018	8.69	8.90	NA	3.5930*	1	1
BMI	50+	Men	Liver	attributable_rate	2019	9.39	9.22	NA	3.5930*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2005	15.39	15.45	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2006	16.60	16.28	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2007	17.29	17.17	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2008	17.82	18.10	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2009	19.02	19.08	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2010	20.13	20.11	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2011	20.45	21.20	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2012	22.33	22.35	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2013	24.62	23.56	NA	5.4209*	1	1
BMI	50+	Men	Liver	non_attributable_rate	2014	24.88	24.84	Joinpoint 1	NA	1	1
BMI	50+	Men	Liver	non_attributable_rate	2015	24.57	25.17	NA	1.3396	1	1
BMI	50+	Men	Liver	non_attributable_rate	2016	26.24	25.51	NA	1.3396	1	1
BMI	50+	Men	Liver	non_attributable_rate	2017	25.46	25.85	NA	1.3396	1	1
BMI	50+	Men	Liver	non_attributable_rate	2018	25.61	26.20	NA	1.3396	1	1
BMI	50+	Men	Liver	non_attributable_rate	2019	27.11	26.55	NA	1.3396	1	1
BMI	50+	Men	MultipleMyeloma	Rate	2005	24.00	24.46	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2006	25.20	25.25	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2007	25.70	26.07	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2008	28.10	26.91	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2009	28.50	27.78	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2010	27.50	28.67	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2011	27.60	29.60	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2012	28.90	30.56	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2013	36.10	31.54	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2014	34.20	32.56	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2015	34.10	33.61	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2016	34.40	34.70	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2017	36.10	35.82	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2018	35.40	36.97	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	Rate	2019	37.40	38.17	NA	3.2279*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2005	2.22	2.29	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2006	2.36	2.39	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2007	2.45	2.49	NA	4.4321*	0	0
BMI	50+	Men	MultipleMyeloma	attributable_rate	2008	2.70	2.60	NA	4.4321*	0	0
