"Sex"	"Cancer label"	"incmort"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
2	All sites excl. non-melanoma skin cancer	"Incidence"	2002	267.88	268.43	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2003	266.33	270.43	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2004	275.48	272.44	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2005	269.45	274.47	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2006	271.25	276.52	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2007	282.52	278.58	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2008	285.62	280.65	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2009	285.97	282.75	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2010	288.31	284.85	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2011	285.59	286.98	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2012	289.07	289.11	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2013	287.43	291.27	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1950	134.96	132.24	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1951	131.70	131.71	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1952	130.76	131.19	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1953	126.36	130.67	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1954	130.14	130.16	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1955	131.48	129.64	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1956	130.76	129.13	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1957	128.28	128.62	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1958	125.65	128.11	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1959	127.25	127.61	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1960	127.85	127.10	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1961	126.86	126.60	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1962	127.68	126.10	NA	-0.3952*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1963	125.79	125.60	Joinpoint 1	NA	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1964	127.87	126.06	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1965	126.00	126.51	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1966	126.63	126.97	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1967	123.51	127.43	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1968	131.08	127.89	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1969	129.64	128.35	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1970	128.69	128.82	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1971	128.63	129.28	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1972	130.43	129.75	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1973	127.92	130.22	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1974	131.53	130.69	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1975	126.77	131.17	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1976	130.96	131.64	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1977	130.24	132.12	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1978	137.24	132.59	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1979	136.40	133.07	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1980	133.46	133.56	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1981	132.09	134.04	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1982	133.73	134.52	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1983	135.80	135.01	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1984	137.14	135.50	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1985	136.54	135.99	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1986	136.24	136.48	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1987	134.79	136.98	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1988	136.67	137.47	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1989	138.44	137.97	NA	0.3619*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1990	137.24	138.47	Joinpoint 2	NA	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1991	134.80	137.05	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1992	136.29	135.64	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1993	136.34	134.25	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1994	136.22	132.87	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1995	132.25	131.50	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1996	131.62	130.15	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1997	128.04	128.82	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1998	125.60	127.49	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	1999	124.90	126.18	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2000	124.22	124.89	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2001	123.32	123.61	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2002	120.95	122.34	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2003	122.75	121.08	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2004	119.62	119.84	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2005	120.33	118.61	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2006	116.52	117.39	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2007	117.71	116.18	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2008	114.32	114.99	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2009	113.24	113.81	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2010	111.96	112.64	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2011	111.11	111.48	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2012	113.49	110.34	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2013	111.11	109.21	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2014	107.33	108.08	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2015	106.12	106.97	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2016	103.24	105.88	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2017	104.14	104.79	NA	-1.0269*	2	2
2	All sites excl. non-melanoma skin cancer	"Mortality"	2018	104.95	103.71	NA	-1.0269*	2	2
2	Breast	"Incidence"	1975	55.27	54.95	NA	0.9008*	2	2
2	Breast	"Incidence"	1976	53.81	55.45	NA	0.9008*	2	2
2	Breast	"Incidence"	1977	56.31	55.95	NA	0.9008*	2	2
2	Breast	"Incidence"	1978	57.47	56.45	NA	0.9008*	2	2
2	Breast	"Incidence"	1979	54.69	56.96	NA	0.9008*	2	2
2	Breast	"Incidence"	1980	58.77	57.47	NA	0.9008*	2	2
2	Breast	"Incidence"	1981	57.89	57.99	NA	0.9008*	2	2
2	Breast	"Incidence"	1982	60.71	58.51	NA	0.9008*	2	2
2	Breast	"Incidence"	1983	60.18	59.04	NA	0.9008*	2	2
2	Breast	"Incidence"	1984	60.28	59.57	NA	0.9008*	2	2
2	Breast	"Incidence"	1985	57.93	60.11	NA	0.9008*	2	2
2	Breast	"Incidence"	1986	59.84	60.65	NA	0.9008*	2	2
2	Breast	"Incidence"	1987	61.84	61.20	NA	0.9008*	2	2
2	Breast	"Incidence"	1988	62.09	61.75	Joinpoint 1	NA	2	2
2	Breast	"Incidence"	1989	64.14	65.33	NA	5.7977	2	2
2	Breast	"Incidence"	1990	68.88	69.12	NA	5.7977	2	2
2	Breast	"Incidence"	1991	74.78	73.12	Joinpoint 2	NA	2	2
2	Breast	"Incidence"	1992	75.49	73.82	NA	0.9520*	2	2
2	Breast	"Incidence"	1993	73.44	74.52	NA	0.9520*	2	2
2	Breast	"Incidence"	1994	72.54	75.23	NA	0.9520*	2	2
2	Breast	"Incidence"	1995	76.01	75.95	NA	0.9520*	2	2
2	Breast	"Incidence"	1996	76.13	76.67	NA	0.9520*	2	2
2	Breast	"Incidence"	1997	77.68	77.40	NA	0.9520*	2	2
2	Breast	"Incidence"	1998	79.70	78.14	NA	0.9520*	2	2
2	Breast	"Incidence"	1999	80.97	78.88	NA	0.9520*	2	2
2	Breast	"Incidence"	2000	81.27	79.63	NA	0.9520*	2	2
2	Breast	"Incidence"	2001	77.00	80.39	NA	0.9520*	2	2
2	Breast	"Incidence"	2002	79.31	81.16	NA	0.9520*	2	2
2	Breast	"Incidence"	2003	81.24	81.93	NA	0.9520*	2	2
2	Breast	"Incidence"	2004	83.57	82.71	NA	0.9520*	2	2
2	Breast	"Incidence"	2005	83.44	83.50	NA	0.9520*	2	2
2	Breast	"Incidence"	2006	84.85	84.29	NA	0.9520*	2	2
2	Breast	"Incidence"	2007	84.78	85.09	NA	0.9520*	2	2
2	Breast	"Incidence"	2008	85.66	85.90	NA	0.9520*	2	2
2	Breast	"Incidence"	2009	87.80	86.72	NA	0.9520*	2	2
2	Breast	"Incidence"	2010	88.10	87.55	NA	0.9520*	2	2
2	Breast	"Incidence"	2011	89.01	88.38	NA	0.9520*	2	2
2	Breast	"Incidence"	2012	88.97	89.22	NA	0.9520*	2	2
2	Breast	"Incidence"	2013	89.41	90.07	NA	0.9520*	2	2
2	Breast	"Mortality"	1950	22.83	22.20	NA	0.6748*	1	1
2	Breast	"Mortality"	1951	21.80	22.35	NA	0.6748*	1	1
2	Breast	"Mortality"	1952	22.35	22.50	NA	0.6748*	1	1
2	Breast	"Mortality"	1953	22.22	22.65	NA	0.6748*	1	1
2	Breast	"Mortality"	1954	23.52	22.80	NA	0.6748*	1	1
2	Breast	"Mortality"	1955	21.98	22.95	NA	0.6748*	1	1
2	Breast	"Mortality"	1956	23.64	23.11	NA	0.6748*	1	1
2	Breast	"Mortality"	1957	24.53	23.27	NA	0.6748*	1	1
2	Breast	"Mortality"	1958	22.60	23.42	NA	0.6748*	1	1
2	Breast	"Mortality"	1959	23.16	23.58	NA	0.6748*	1	1
2	Breast	"Mortality"	1960	24.35	23.74	NA	0.6748*	1	1
2	Breast	"Mortality"	1961	24.65	23.90	NA	0.6748*	1	1
2	Breast	"Mortality"	1962	23.22	24.06	NA	0.6748*	1	1
2	Breast	"Mortality"	1963	24.32	24.22	NA	0.6748*	1	1
2	Breast	"Mortality"	1964	24.17	24.39	NA	0.6748*	1	1
2	Breast	"Mortality"	1965	23.76	24.55	NA	0.6748*	1	1
2	Breast	"Mortality"	1966	23.18	24.72	NA	0.6748*	1	1
2	Breast	"Mortality"	1967	22.60	24.88	NA	0.6748*	1	1
2	Breast	"Mortality"	1968	26.15	25.05	NA	0.6748*	1	1
2	Breast	"Mortality"	1969	26.39	25.22	NA	0.6748*	1	1
2	Breast	"Mortality"	1970	26.37	25.39	NA	0.6748*	1	1
2	Breast	"Mortality"	1971	24.43	25.56	NA	0.6748*	1	1
2	Breast	"Mortality"	1972	27.66	25.74	NA	0.6748*	1	1
2	Breast	"Mortality"	1973	27.76	25.91	NA	0.6748*	1	1
2	Breast	"Mortality"	1974	25.61	26.08	NA	0.6748*	1	1
2	Breast	"Mortality"	1975	25.74	26.26	NA	0.6748*	1	1
2	Breast	"Mortality"	1976	26.33	26.44	NA	0.6748*	1	1
2	Breast	"Mortality"	1977	25.98	26.62	NA	0.6748*	1	1
2	Breast	"Mortality"	1978	28.15	26.80	NA	0.6748*	1	1
2	Breast	"Mortality"	1979	27.68	26.98	NA	0.6748*	1	1
2	Breast	"Mortality"	1980	29.00	27.16	NA	0.6748*	1	1
2	Breast	"Mortality"	1981	26.49	27.34	NA	0.6748*	1	1
2	Breast	"Mortality"	1982	27.78	27.53	NA	0.6748*	1	1
2	Breast	"Mortality"	1983	28.22	27.71	NA	0.6748*	1	1
2	Breast	"Mortality"	1984	27.70	27.90	NA	0.6748*	1	1
2	Breast	"Mortality"	1985	27.33	28.09	NA	0.6748*	1	1
2	Breast	"Mortality"	1986	28.86	28.28	NA	0.6748*	1	1
2	Breast	"Mortality"	1987	26.94	28.47	NA	0.6748*	1	1
2	Breast	"Mortality"	1988	26.66	28.66	Joinpoint 1	NA	1	1
2	Breast	"Mortality"	1989	28.99	28.02	NA	-2.2311*	1	1
2	Breast	"Mortality"	1990	26.10	27.39	NA	-2.2311*	1	1
2	Breast	"Mortality"	1991	26.50	26.78	NA	-2.2311*	1	1
2	Breast	"Mortality"	1992	26.46	26.19	NA	-2.2311*	1	1
2	Breast	"Mortality"	1993	26.37	25.60	NA	-2.2311*	1	1
2	Breast	"Mortality"	1994	26.75	25.03	NA	-2.2311*	1	1
2	Breast	"Mortality"	1995	25.09	24.47	NA	-2.2311*	1	1
2	Breast	"Mortality"	1996	23.49	23.93	NA	-2.2311*	1	1
2	Breast	"Mortality"	1997	23.24	23.39	NA	-2.2311*	1	1
2	Breast	"Mortality"	1998	22.70	22.87	NA	-2.2311*	1	1
2	Breast	"Mortality"	1999	21.99	22.36	NA	-2.2311*	1	1
2	Breast	"Mortality"	2000	21.35	21.86	NA	-2.2311*	1	1
2	Breast	"Mortality"	2001	21.81	21.37	NA	-2.2311*	1	1
2	Breast	"Mortality"	2002	20.23	20.90	NA	-2.2311*	1	1
2	Breast	"Mortality"	2003	21.05	20.43	NA	-2.2311*	1	1
2	Breast	"Mortality"	2004	19.56	19.97	NA	-2.2311*	1	1
2	Breast	"Mortality"	2005	20.68	19.53	NA	-2.2311*	1	1
2	Breast	"Mortality"	2006	19.43	19.09	NA	-2.2311*	1	1
2	Breast	"Mortality"	2007	18.65	18.67	NA	-2.2311*	1	1
2	Breast	"Mortality"	2008	17.45	18.25	NA	-2.2311*	1	1
2	Breast	"Mortality"	2009	17.03	17.84	NA	-2.2311*	1	1
2	Breast	"Mortality"	2010	16.58	17.45	NA	-2.2311*	1	1
2	Breast	"Mortality"	2011	17.84	17.06	NA	-2.2311*	1	1
2	Breast	"Mortality"	2012	17.59	16.68	NA	-2.2311*	1	1
2	Breast	"Mortality"	2013	16.36	16.30	NA	-2.2311*	1	1
2	Breast	"Mortality"	2014	15.43	15.94	NA	-2.2311*	1	1
2	Breast	"Mortality"	2015	15.36	15.58	NA	-2.2311*	1	1
2	Breast	"Mortality"	2016	15.59	15.24	NA	-2.2311*	1	1
2	Breast	"Mortality"	2017	14.32	14.90	NA	-2.2311*	1	1
2	Breast	"Mortality"	2018	15.18	14.56	NA	-2.2311*	1	1
2	Colorectum	"Incidence"	1975	27.70	26.73	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1976	25.86	26.77	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1977	28.16	26.82	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1978	27.63	26.86	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1979	27.30	26.91	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1980	27.57	26.95	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1981	26.58	27.00	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1982	27.13	27.04	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1983	25.75	27.09	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1984	25.44	27.13	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1985	26.91	27.18	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1986	27.01	27.22	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1987	27.18	27.27	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1988	26.50	27.32	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1989	27.75	27.36	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1990	28.83	27.41	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1991	27.01	27.45	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1992	26.29	27.50	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1993	28.62	27.55	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1994	28.99	27.59	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1995	28.27	27.64	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1996	30.19	27.69	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1997	26.81	27.73	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1998	26.34	27.78	NA	0.1683*	0	0
2	Colorectum	"Incidence"	1999	27.49	27.83	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2000	27.85	27.87	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2001	28.75	27.92	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2002	27.56	27.97	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2003	26.10	28.01	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2004	26.59	28.06	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2005	26.31	28.11	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2006	27.12	28.16	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2007	28.27	28.20	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2008	29.17	28.25	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2009	29.72	28.30	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2010	29.34	28.35	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2011	29.42	28.39	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2012	29.73	28.44	NA	0.1683*	0	0
2	Colorectum	"Incidence"	2013	27.91	28.49	NA	0.1683*	0	0
2	Colorectum	"Mortality"	1955	24.11	23.59	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1956	24.38	23.29	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1957	22.03	23.00	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1958	21.84	22.71	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1959	22.08	22.42	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1960	21.56	22.13	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1961	20.81	21.85	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1962	21.18	21.58	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1963	21.15	21.30	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1964	20.62	21.03	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1965	20.50	20.76	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1966	21.09	20.50	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1967	19.48	20.24	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1968	20.36	19.98	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1969	20.87	19.73	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1970	19.81	19.48	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1971	20.32	19.23	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1972	19.55	18.99	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1973	18.63	18.75	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1974	18.98	18.51	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1975	18.72	18.27	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1976	19.66	18.04	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1977	18.48	17.81	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1978	18.30	17.59	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1979	17.71	17.36	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1980	16.91	17.14	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1981	15.58	16.93	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1982	15.69	16.71	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1983	16.55	16.50	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1984	16.06	16.29	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1985	15.02	16.08	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1986	16.06	15.88	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1987	15.86	15.68	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1988	15.73	15.48	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1989	15.26	15.28	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1990	14.55	15.09	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1991	15.10	14.90	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1992	14.33	14.71	NA	-1.2695*	3	3
2	Colorectum	"Mortality"	1993	14.77	14.52	Joinpoint 1	NA	3	3
2	Colorectum	"Mortality"	1994	13.72	14.00	NA	-3.6082*	3	3
2	Colorectum	"Mortality"	1995	14.09	13.49	NA	-3.6082*	3	3
2	Colorectum	"Mortality"	1996	13.37	13.00	NA	-3.6082*	3	3
2	Colorectum	"Mortality"	1997	11.67	12.54	NA	-3.6082*	3	3
2	Colorectum	"Mortality"	1998	12.16	12.08	NA	-3.6082*	3	3
2	Colorectum	"Mortality"	1999	12.11	11.65	NA	-3.6082*	3	3
2	Colorectum	"Mortality"	2000	11.00	11.23	Joinpoint 2	NA	3	3
2	Colorectum	"Mortality"	2001	11.35	11.10	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2002	10.64	10.98	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2003	11.70	10.86	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2004	10.11	10.75	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2005	10.35	10.63	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2006	10.29	10.51	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2007	10.34	10.40	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2008	10.69	10.28	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2009	10.34	10.17	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2010	9.93	10.06	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2011	9.85	9.95	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2012	10.65	9.84	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2013	9.29	9.74	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2014	9.77	9.63	NA	-1.0891*	3	3
2	Colorectum	"Mortality"	2015	9.23	9.53	Joinpoint 3	NA	3	3
2	Colorectum	"Mortality"	2016	9.97	9.84	NA	3.3328	3	3
2	Colorectum	"Mortality"	2017	10.08	10.17	NA	3.3328	3	3
2	Colorectum	"Mortality"	2018	10.53	10.51	NA	3.3328	3	3
2	Lung	"Incidence"	1975	19.16	19.01	NA	9.7340*	2	2
2	Lung	"Incidence"	1976	20.38	20.86	NA	9.7340*	2	2
2	Lung	"Incidence"	1977	23.42	22.89	NA	9.7340*	2	2
2	Lung	"Incidence"	1978	24.89	25.12	Joinpoint 1	NA	2	2
2	Lung	"Incidence"	1979	26.07	25.74	NA	2.4546*	2	2
2	Lung	"Incidence"	1980	25.48	26.37	NA	2.4546*	2	2
2	Lung	"Incidence"	1981	26.58	27.02	NA	2.4546*	2	2
2	Lung	"Incidence"	1982	28.03	27.68	NA	2.4546*	2	2
2	Lung	"Incidence"	1983	27.82	28.36	NA	2.4546*	2	2
2	Lung	"Incidence"	1984	30.53	29.05	NA	2.4546*	2	2
2	Lung	"Incidence"	1985	30.83	29.77	NA	2.4546*	2	2
2	Lung	"Incidence"	1986	30.03	30.50	NA	2.4546*	2	2
2	Lung	"Incidence"	1987	31.72	31.25	NA	2.4546*	2	2
2	Lung	"Incidence"	1988	31.61	32.01	NA	2.4546*	2	2
2	Lung	"Incidence"	1989	31.81	32.80	NA	2.4546*	2	2
2	Lung	"Incidence"	1990	33.71	33.60	Joinpoint 2	NA	2	2
2	Lung	"Incidence"	1991	33.30	33.83	NA	0.6646*	2	2
2	Lung	"Incidence"	1992	35.60	34.05	NA	0.6646*	2	2
2	Lung	"Incidence"	1993	34.17	34.28	NA	0.6646*	2	2
2	Lung	"Incidence"	1994	34.10	34.51	NA	0.6646*	2	2
2	Lung	"Incidence"	1995	34.39	34.74	NA	0.6646*	2	2
2	Lung	"Incidence"	1996	38.04	34.97	NA	0.6646*	2	2
2	Lung	"Incidence"	1997	36.07	35.20	NA	0.6646*	2	2
2	Lung	"Incidence"	1998	35.78	35.43	NA	0.6646*	2	2
2	Lung	"Incidence"	1999	34.08	35.67	NA	0.6646*	2	2
2	Lung	"Incidence"	2000	35.79	35.91	NA	0.6646*	2	2
2	Lung	"Incidence"	2001	32.71	36.14	NA	0.6646*	2	2
2	Lung	"Incidence"	2002	35.80	36.38	NA	0.6646*	2	2
2	Lung	"Incidence"	2003	35.27	36.63	NA	0.6646*	2	2
2	Lung	"Incidence"	2004	37.12	36.87	NA	0.6646*	2	2
2	Lung	"Incidence"	2005	36.44	37.12	NA	0.6646*	2	2
2	Lung	"Incidence"	2006	37.84	37.36	NA	0.6646*	2	2
2	Lung	"Incidence"	2007	38.98	37.61	NA	0.6646*	2	2
2	Lung	"Incidence"	2008	38.83	37.86	NA	0.6646*	2	2
2	Lung	"Incidence"	2009	38.48	38.11	NA	0.6646*	2	2
2	Lung	"Incidence"	2010	38.17	38.37	NA	0.6646*	2	2
2	Lung	"Incidence"	2011	39.03	38.62	NA	0.6646*	2	2
2	Lung	"Incidence"	2012	38.85	38.88	NA	0.6646*	2	2
2	Lung	"Incidence"	2013	39.36	39.14	NA	0.6646*	2	2
2	Lung	"Mortality"	1950	8.16	8.14	NA	-6.8283	5	5
2	Lung	"Mortality"	1951	7.55	7.59	NA	-6.8283	5	5
2	Lung	"Mortality"	1952	6.60	7.07	Joinpoint 1	NA	5	5
2	Lung	"Mortality"	1953	7.99	7.28	NA	2.9985*	5	5
2	Lung	"Mortality"	1954	7.70	7.50	NA	2.9985*	5	5
